Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
ASCENSION MACOMB-OAKLAND HOSPITAL (230195),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,104008029.0,10712775.0,0.264531,1.0,402923247.0,,111437759.0,101266529.0,,1523161565.0,406.0,119196.0,20610723.0,181116939.0,148190.0,22262.0,23834298.0,2021-06-30,MI,37242.0,20065998.0,53.0,4147816.0,-371117.0,2020-07-01 00:00:00,175.26,669870.0,149886450.0,246277322.0,387898425.0,2155.09,353.0,2020
ASCENSION NE WISCONSIN-ST. ELIZABETH (520009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,22238058.0,7074469.0,0.314234,1.0,279643624.0,,24441777.0,30155780.0,,889921757.0,261.0,51048.0,16065425.0,83094841.0,95265.0,11190.0,10492187.0,2021-06-30,WI,7893.0,15708783.0,57.0,3744987.0,64556.0,2020-07-01 00:00:00,5.77,242930.0,87141791.0,86068918.0,108628379.0,1143.5,204.0,2020
ASCENSION OUR LADY OF VICTORY HOSPIT (521311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,589099.0,0.49781,2.0,16172120.0,,,1997174.0,,32486505.0,24.0,1047.0,1691941.0,5218855.0,8760.0,138.0,721109.0,2021-06-30,WI,671.0,1650852.0,,258891.0,,2020-07-01 00:00:00,,,,8149129.0,6142325.0,54.03,24.0,2020
ASCENSION PROVIDENCE (450042),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,55835251.0,29235955.0,0.225093,2.0,263563632.0,,62424451.0,30514166.0,,1170912403.0,225.0,65237.0,14303798.0,75310833.0,82125.0,14235.0,24417925.0,2021-06-30,TX,20763.0,14354953.0,30.0,23543256.0,-65623.0,2020-07-01 00:00:00,5.18,621573.0,74698266.0,153466268.0,92226003.0,1058.9,195.0,2020
ASCENSION PROVIDENCE HOSPITAL (230019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,137004468.0,13817300.0,0.290792,2.0,678313721.0,,144477268.0,79523491.0,,2332642469.0,535.0,134444.0,45769844.0,272468717.0,195275.0,30236.0,29668690.0,2021-06-30,MI,38152.0,45117720.0,32.0,4982305.0,435050.0,2020-07-01 00:00:00,203.04,,229711619.0,403385841.0,323762199.0,3435.56,461.0,2020
ASCENSION PROVIDENCE ROCHESTER HOSPI (230254),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,44415893.0,2858876.0,0.3067,2.0,204866746.0,,45963007.0,20442927.0,,667971013.0,180.0,38303.0,11151044.0,84648076.0,65700.0,8920.0,6524712.0,2021-06-30,MI,13173.0,10717842.0,18.0,824182.0,-69202.0,2020-07-01 00:00:00,60.72,,67612651.0,282320198.0,59979746.0,976.52,154.0,2020
ASCENSION RIVER DISTRICT HOSPITAL (230241),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2592219.0,924692.0,0.512593,1.0,35098404.0,,3012532.0,4525230.0,,68472234.0,68.0,3608.0,2399125.0,18633594.0,24820.0,1116.0,1347987.0,2021-06-30,MI,966.0,2300417.0,6.0,268699.0,7822.0,2020-07-01 00:00:00,0.47,30092.0,14198851.0,8826970.0,13715062.0,200.04,62.0,2020
ASCENSION SACRED HEART BAY (100026),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,33912878.0,26996545.0,0.177654,2.0,178377976.0,,39435415.0,7311418.0,,1004076121.0,127.0,43317.0,11895696.0,53117065.0,46472.0,8053.0,34969248.0,2021-06-30,FL,15289.0,11598513.0,40.0,20688904.0,-52924.0,2020-07-01 00:00:00,,,57492110.0,83394234.0,96172078.0,737.99,87.0,2020
ASCENSION SACRED HEART EMERALD COAST (100292),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,13975802.0,9515742.0,0.145682,2.0,112153564.0,,16346925.0,7501192.0,,769852739.0,80.0,15754.0,12595146.0,35048504.0,29200.0,5081.0,8825193.0,2021-06-30,FL,4378.0,12451884.0,22.0,8157567.0,45952.0,2020-07-01 00:00:00,,,37434081.0,66194895.0,69259164.0,470.32,48.0,2020
ASCENSION SACRED HEART GULF (100313),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1941601.0,2350517.0,0.309815,1.0,21958040.0,,1817299.0,1264340.0,,70874769.0,19.0,1736.0,1445593.0,8774248.0,6935.0,427.0,1061300.0,2021-06-30,FL,759.0,1447395.0,,2017149.0,7174.0,2020-07-01 00:00:00,,,7894010.0,13781470.0,8007794.0,84.71,19.0,2020
ASCENSION SACRED HEART HOSPITAL (521313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,609847.0,0.491264,2.0,17352485.0,,,856188.0,,35322083.0,15.0,899.0,1840887.0,6871186.0,5475.0,172.0,788188.0,2021-06-30,WI,520.0,1190696.0,,252740.0,,2020-07-01 00:00:00,,,,4827485.0,3005485.0,86.68,15.0,2020
ASCENSION SACRED HEART PENSACOLA (100025),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,80410003.0,40303540.0,0.223013,2.0,665276371.0,,87455034.0,39339036.0,,2983125346.0,536.0,130516.0,62063879.0,243083860.0,195640.0,24673.0,19008291.0,2021-06-30,FL,27294.0,62014926.0,40.0,35700867.0,-141773.0,2020-07-01 00:00:00,54.38,,186093080.0,402008643.0,449633984.0,2948.7,382.0,2020
ASCENSION SACRED HEART REHABILITATIO (523025),Rehabilitation,Voluntary Nonprofit-Church,,,,1.0,8203194.0,,,,,19056472.0,15.0,2214.0,1313.0,3073327.0,5475.0,138.0,,2021-06-30,WI,531.0,1313.0,,,,2020-07-01 00:00:00,,,,1431919.0,,41.96,15.0,2020
ASCENSION SAINT MARYS HOSPITAL (520019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8710790.0,2368610.0,0.29931,2.0,87175444.0,,8557871.0,9854557.0,,291254328.0,52.0,9252.0,11522056.0,38620768.0,18980.0,2209.0,3373268.0,2021-06-30,WI,3284.0,11565145.0,20.0,1324021.0,79886.0,2020-07-01 00:00:00,1.01,95034.0,25106384.0,40028768.0,37944812.0,409.6,32.0,2020
ASCENSION SE WISCONSIN HOSPITAL  INC (520136),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,34129825.0,8946166.0,0.261398,1.0,326130600.0,,37749366.0,100785316.0,,1247640396.0,314.0,57720.0,18035204.0,109046012.0,114610.0,11183.0,14399862.0,2021-06-30,WI,12481.0,17813659.0,95.0,5109303.0,-66237.0,2020-07-01 00:00:00,36.02,,112134300.0,143798022.0,327912660.0,1389.71,219.0,2020
ASCENSION SETON BASTROP (670143),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,34800.0,,0.173057,1.0,5853069.0,,70820.0,403.0,,33821648.0,7.0,230.0,235926.0,2479121.0,2555.0,76.0,,2020-06-30,TX,28.0,240296.0,,,,2020-02-28 00:00:00,,,2462677.0,1525609.0,4000437.0,93.77,7.0,2020
ASCENSION SETON BASTROP (670143),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,175951.0,2068597.0,0.119494,1.0,10380361.0,,377137.0,1187751.0,,86869293.0,7.0,579.0,1146843.0,4330017.0,2555.0,109.0,5486661.0,2021-06-30,TX,141.0,1152612.0,,1411760.0,,2020-07-01 00:00:00,,,4865994.0,2575961.0,9849863.0,56.95,7.0,2020
ASCENSION SETON EDGAR B DAVIS (451371),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,5047985.0,0.271784,1.0,26921770.0,,,1518110.0,,99055648.0,23.0,2633.0,833274.0,9746103.0,8395.0,546.0,5049397.0,2021-06-30,TX,721.0,400848.0,,3634137.0,,2020-07-01 00:00:00,,,,13037599.0,10231157.0,83.92,23.0,2020
ASCENSION SETON HAYS (670056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27379996.0,22912718.0,0.118595,1.0,158846384.0,,29429238.0,11239945.0,,1339401189.0,165.0,42702.0,7482606.0,50665068.0,60225.0,8794.0,53518164.0,2021-06-30,TX,10510.0,7507216.0,32.0,16412684.0,37539.0,2020-07-01 00:00:00,,,54514552.0,51988695.0,113886044.0,672.65,129.0,2020
ASCENSION SETON HIGHLAND LAKES (451365),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,5365051.0,0.18911,2.0,38587392.0,,,1129128.0,,204047675.0,25.0,3182.0,-718774.0,14052352.0,9125.0,563.0,10109909.0,2021-06-30,TX,619.0,-1449440.0,4.0,3364988.0,,2020-07-01 00:00:00,,,,11466814.0,9877542.0,151.17,21.0,2020
ASCENSION SETON MEDICAL CENTER (450056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,55959559.0,39312248.0,0.136686,1.0,426456183.0,,62635756.0,41751187.0,,3119968054.0,391.0,98955.0,14896368.0,118700545.0,142715.0,17614.0,29636374.0,2021-06-30,TX,18209.0,15198008.0,83.0,35073084.0,-279282.0,2020-07-01 00:00:00,39.89,,123396521.0,154894812.0,348815755.0,1560.64,264.0,2020
ASCENSION SETON NORTHWEST (450867),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10355494.0,19568192.0,0.131332,1.0,91959127.0,,11494815.0,6482738.0,,700202686.0,106.0,20511.0,4393643.0,28823554.0,38690.0,5561.0,25677009.0,2021-06-30,TX,3327.0,4403450.0,16.0,16142991.0,-6511.0,2020-07-01 00:00:00,,,31138814.0,20509293.0,69105784.0,359.02,77.0,2020
ASCENSION SETON SHOAL CREEK (454029),Psychiatric,Voluntary Nonprofit-Church,,,,1.0,20332390.0,,,,,44016464.0,70.0,13302.0,28705.0,9856544.0,25550.0,1902.0,,2021-06-30,TX,1320.0,28705.0,,,,2020-07-01 00:00:00,,,,4434551.0,,147.93,70.0,2020
ASCENSION SETON SMITHVILLE (450143),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,565737.0,2701653.0,0.245493,1.0,15413860.0,,712300.0,740409.0,,62787257.0,8.0,1257.0,770471.0,5918473.0,2920.0,154.0,3386003.0,2021-06-30,TX,145.0,776364.0,,1869544.0,,2020-07-01 00:00:00,,,5333818.0,9060630.0,6039206.0,61.34,8.0,2020
ASCENSION SETON SOUTHWEST (450865),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2045694.0,3853050.0,0.145741,1.0,24284775.0,,1807072.0,626463.0,,166630051.0,11.0,1390.0,1424176.0,6962392.0,4015.0,456.0,6467726.0,2021-06-30,TX,276.0,1431870.0,,2905457.0,,2020-07-01 00:00:00,,,7294864.0,6958485.0,8463806.0,86.76,11.0,2020
ASCENSION SETON WILLIAMSON (670041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,24973742.0,17611708.0,0.112889,1.0,149688613.0,,31435784.0,6851179.0,,1325979420.0,143.0,39340.0,5473406.0,47734862.0,52195.0,7475.0,50383533.0,2021-06-30,TX,11560.0,5483979.0,34.0,11868426.0,-109489.0,2020-07-01 00:00:00,,238171.0,51492456.0,58329909.0,70051175.0,610.16,109.0,2020
ASCENSION ST JOHN HOSPITAL (230165),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,109861724.0,14408988.0,0.341205,2.0,754416255.0,,115020240.0,180268644.0,,2211036747.0,541.0,134892.0,45735356.0,304576400.0,197465.0,24675.0,23785132.0,2021-06-30,MI,29954.0,44910569.0,52.0,6260435.0,-65483.0,2020-07-01 00:00:00,251.91,,238247980.0,329062610.0,568955636.0,4160.22,454.0,2020
ASCENSION ST THOMAS RIVER PARK (440151),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,6909508.0,4134657.0,0.159752,2.0,44513133.0,,6542167.0,4215439.0,,278638104.0,48.0,7436.0,4253590.0,14205493.0,17520.0,2037.0,4402301.0,2021-06-30,TN,2515.0,4098591.0,8.0,3353707.0,-14671.0,2020-07-01 00:00:00,,,13847871.0,19478751.0,49887313.0,172.49,40.0,2020
ASCENSION ST VINCENT KOKOMO (150010),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,15828203.0,4003396.0,0.206489,1.0,123874407.0,,17546627.0,10245373.0,,599907079.0,111.0,17745.0,14384447.0,32449481.0,40515.0,4669.0,6633336.0,2021-06-30,IN,6519.0,14014893.0,13.0,2595895.0,-6764.0,2020-07-01 00:00:00,,,31114777.0,32385774.0,95180857.0,432.52,98.0,2020
ASCENSION ST VINCENT SALEM HOSPITAL (151314),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1301153.0,0.279332,2.0,16377209.0,,,1557788.0,,58629898.0,25.0,457.0,2124452.0,4552814.0,9125.0,51.0,2757070.0,2021-06-30,IN,147.0,1471709.0,,490119.0,,2020-07-01 00:00:00,,,,5907720.0,14140084.0,60.68,25.0,2020
ASCENSION ST VINCENT SETON SPECIALTY (152020),General Long Term,Voluntary Nonprofit-Church,,,,1.0,24629457.0,,,,,98799416.0,72.0,12899.0,15424.0,10264904.0,26280.0,339.0,,2021-06-30,IN,4783.0,15877.0,,,,2020-07-01 00:00:00,,,,5468163.0,,129.64,72.0,2020
ASCENSION ST. FRANCIS HOSPITAL (520078),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,9781328.0,7609281.0,0.294146,1.0,131198767.0,,11900652.0,26219765.0,,446032131.0,154.0,23635.0,10773373.0,36846824.0,56210.0,4246.0,7078453.0,2021-06-30,WI,5110.0,10575160.0,20.0,5471119.0,-18985.0,2020-07-01 00:00:00,0.25,118684.0,40689761.0,42951959.0,120497759.0,503.86,134.0,2020
ASCENSION ST. MICHAELS HOSPITAL (520002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8656199.0,4486529.0,0.419867,2.0,141747619.0,,9986018.0,8198996.0,,337600998.0,82.0,11188.0,11296166.0,59977764.0,29930.0,2810.0,4978727.0,2021-06-30,WI,3491.0,11324966.0,13.0,2438945.0,126380.0,2020-07-01 00:00:00,0.45,,34574350.0,49454698.0,51292527.0,678.5,69.0,2020
ASCENSION ST. VINCENT ANDERSON (150088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,16963131.0,6241068.0,0.225909,1.0,154254152.0,,18962515.0,33926042.0,,682816847.0,144.0,26404.0,13920308.0,39529979.0,52560.0,5322.0,9007268.0,2021-06-30,IN,7370.0,13334306.0,21.0,4142887.0,2889.0,2020-07-01 00:00:00,,,40324153.0,72932676.0,160543051.0,559.57,123.0,2020
ASCENSION ST. VINCENT CARMEL (150157),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,14758754.0,3512061.0,0.163937,1.0,126480824.0,,16233013.0,5897437.0,,771520675.0,153.0,21002.0,5655570.0,35827775.0,55845.0,5396.0,7427887.0,2021-06-30,IN,4779.0,5656006.0,10.0,2266697.0,-18294.0,2020-07-01 00:00:00,,,37602354.0,74163500.0,94856227.0,449.83,128.0,2020
ASCENSION ST. VINCENT CLAY (151309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1425704.0,0.306153,1.0,17209642.0,,,1393690.0,,56212520.0,25.0,620.0,1822035.0,3651992.0,9125.0,59.0,2771869.0,2021-06-30,IN,479.0,1666917.0,,561629.0,,2020-07-01 00:00:00,,,,12458531.0,15163784.0,51.56,25.0,2020
ASCENSION ST. VINCENT DUNN (151335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1374176.0,0.384562,2.0,20984270.0,,,4145442.0,,54566705.0,25.0,1712.0,1872555.0,5571421.0,9125.0,406.0,2249481.0,2021-06-30,IN,428.0,2015311.0,,523238.0,,2020-07-01 00:00:00,,,,11025081.0,18555407.0,77.16,25.0,2020
ASCENSION ST. VINCENT EVANSVILLE (150100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,58045075.0,12929349.0,0.200052,1.0,461247700.0,,63769951.0,42707126.0,,2305642460.0,338.0,55917.0,40774697.0,108565638.0,123370.0,14189.0,18614990.0,2021-06-30,IN,18948.0,40247747.0,97.0,9087532.0,-91190.0,2020-07-01 00:00:00,19.94,,103462742.0,378090059.0,342958461.0,1511.62,233.0,2020
ASCENSION ST. VINCENT FISHERS (150181),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2628321.0,1842535.0,0.198512,1.0,43952378.0,,3056160.0,3512928.0,,221408772.0,46.0,3236.0,3838541.0,11656251.0,16790.0,1192.0,3713543.0,2021-06-30,IN,461.0,3838696.0,,1097209.0,23523.0,2020-07-01 00:00:00,,23187.0,12341164.0,25189335.0,31649794.0,149.73,46.0,2020
ASCENSION ST. VINCENT HOSPITAL (150084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,154747142.0,31614692.0,0.193021,1.0,865583947.0,,164569143.0,176049370.0,,4484396798.0,732.0,177025.0,46367803.0,356266064.0,267191.0,28848.0,50417806.0,2021-06-30,IN,43083.0,45545804.0,107.0,21675574.0,-614111.0,2020-07-01 00:00:00,158.17,,260150643.0,657377089.0,1021510241.0,3934.66,481.0,2020
ASCENSION ST. VINCENT JENNINGS (151303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,2087794.0,0.253489,2.0,16383433.0,,,2385276.0,,64631738.0,25.0,700.0,2362187.0,3567118.0,9125.0,142.0,3986888.0,2021-06-30,IN,435.0,1482840.0,,1007501.0,,2020-07-01 00:00:00,,,,13453182.0,20487443.0,49.61,25.0,2020
ASCENSION ST. VINCENT MERCY (151308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1840023.0,0.287145,1.0,20697096.0,,,912366.0,,72078947.0,18.0,863.0,2584894.0,4502131.0,6570.0,205.0,2600157.0,2021-06-30,IN,337.0,1868333.0,,1029031.0,,2020-07-01 00:00:00,,,,16782134.0,15781839.0,66.19,18.0,2020
ASCENSION ST. VINCENT RANDOLPH (151301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1906450.0,0.225743,2.0,20626573.0,,,4615623.0,,91372120.0,25.0,1621.0,2027797.0,4774929.0,9125.0,427.0,4201128.0,2021-06-30,IN,262.0,889446.0,,882786.0,,2020-07-01 00:00:00,,,,18764015.0,26808869.0,61.56,25.0,2020
ASCENSION ST. VINCENT WARRICK (151325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,836729.0,0.323494,1.0,17849446.0,,,395266.0,,55176986.0,25.0,2229.0,974067.0,5537916.0,9125.0,88.0,1667387.0,2021-06-30,IN,798.0,622111.0,,290763.0,,2020-07-01 00:00:00,,,,13184543.0,9823569.0,62.91,25.0,2020
ASCENSION ST. VINCENT WILLIAMSPORT (151307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1182978.0,0.270381,1.0,19968833.0,,,371636.0,,73854481.0,16.0,1839.0,1441664.0,6869373.0,5840.0,324.0,2322330.0,2021-06-30,IN,1392.0,996635.0,,520691.0,,2020-07-01 00:00:00,,,,11752015.0,13554657.0,66.64,16.0,2020
ASCENSION ST. VINCENTS CLAY COUNTY (100321),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,21184328.0,10469905.0,0.147034,1.0,123423777.0,,23661494.0,5721809.0,,839421513.0,134.0,33046.0,9929179.0,38019586.0,43758.0,7542.0,13286506.0,2021-06-30,FL,9789.0,9797800.0,28.0,8437883.0,159157.0,2020-07-01 00:00:00,,,40237343.0,43377535.0,77179236.0,548.93,106.0,2020
ASCENSION ST. VINCENTS RIVERSIDE (100040),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,83773424.0,22777690.0,0.156683,2.0,429414843.0,,92325641.0,15828238.0,,2740652209.0,420.0,98369.0,31747824.0,122240284.0,150776.0,19519.0,28174064.0,2021-06-30,FL,27933.0,32069656.0,38.0,18055812.0,-216911.0,2020-07-01 00:00:00,28.59,,121862110.0,390845831.0,212460508.0,1846.19,342.0,2020
ASCENSION ST. VINCENTS SOUTHSIDE HO (100307),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,23739335.0,14283914.0,0.161664,2.0,209136558.0,,27118281.0,9040392.0,,1293648566.0,282.0,38046.0,15068192.0,54010599.0,102806.0,9246.0,14317292.0,2021-06-30,FL,8383.0,14952642.0,18.0,11860249.0,-37365.0,2020-07-01 00:00:00,,,57668913.0,69762926.0,117412986.0,785.65,250.0,2020
ASCENSION STANDISH HOSPITAL (231305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,615045.0,0.447124,2.0,21808237.0,,,1567041.0,,48774515.0,25.0,1849.0,1752375.0,8435384.0,9125.0,534.0,497752.0,2021-06-30,MI,925.0,1638963.0,5.0,440742.0,,2020-07-01 00:00:00,,,6349353.0,10311972.0,8354932.0,87.01,20.0,2020
ASH MORGANTOWN (510092),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1693853.0,,0.262005,1.0,3984227.0,,2053269.0,,,15206687.0,25.0,1659.0,,1438910.0,4650.0,59.0,,2020-07-31,WV,996.0,,,,,2020-01-28 00:00:00,,,1682480.0,5417984.0,,33.65,25.0,2020
ASH MORGANTOWN (512004),General Long Term,Proprietary-Partnership,,,,1.0,13771007.0,,,,,53642928.0,25.0,6767.0,,4257582.0,9125.0,244.0,,2021-07-31,WV,2798.0,,,,,2020-08-01 00:00:00,,,,6714366.0,,59.66,25.0,2020
ASHE MEMORIAL HOSPITAL (341325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1754853.0,0.373209,2.0,25624190.0,,,1992279.0,,68659160.0,25.0,4332.0,3214170.0,13784216.0,9150.0,1126.0,4754575.0,2020-12-31,NC,2199.0,2401151.0,,,,2020-01-01 00:00:00,,,,11749509.0,7113703.0,211.67,25.0,2020
ASHEVILLE SPECIALTY HOSPITAL  LLC (342017),General Long Term,Proprietary-Corporation,,,,1.0,14927338.0,,,,,44412747.0,34.0,8513.0,2687.0,6413042.0,12444.0,288.0,,2020-09-30,NC,5495.0,1614.0,,,,2019-10-01 00:00:00,,,,4311345.0,,89.06,34.0,2020
ASHFORD PRESBYTERIAN HOSPITAL (400001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2746278.0,741765.0,0.625291,1.0,54770286.0,,3215565.0,,,87591628.0,173.0,37347.0,1070029.0,20312869.0,63145.0,6944.0,1216045.0,2021-06-30,PR,3008.0,1069987.0,26.0,,,2020-07-01 00:00:00,,,20930507.0,30440092.0,,611.0,147.0,2020
ASHLAND COMMUNITY HOSPITAL (380005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4171011.0,1181782.0,0.351947,1.0,53585957.0,,4677850.0,13269255.0,,152255792.0,43.0,4139.0,5928087.0,22254622.0,15738.0,1189.0,1381598.0,2020-09-30,OR,1520.0,5952348.0,7.0,695747.0,55341.0,2019-10-01 00:00:00,,,18506410.0,21160955.0,29328782.0,57.98,36.0,2020
ASHLAND HEALTH CENTER (171304),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,529482.0,1.87062,2.0,9768207.0,,,78648.0,,5221908.0,25.0,5863.0,731741.0,4159918.0,9150.0,60.0,270524.0,2020-12-31,KS,466.0,865476.0,,24963.0,,2020-01-01 00:00:00,,,,25300878.0,149915.0,59.4,25.0,2020
ASHLEY COUNTY MEDICAL CENTER (041323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1238233.0,0.516089,2.0,30729211.0,,,2998679.0,,59542491.0,25.0,3469.0,1792008.0,19405201.0,9150.0,732.0,2021706.0,2020-09-30,AR,1999.0,2653836.0,6.0,234155.0,,2019-10-01 00:00:00,,,,13819575.0,6770012.0,222.88,19.0,2020
ASHLEY MEDICAL CENTER (351322),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,203109.0,1.178961,2.0,8046590.0,,,69007.0,,6825153.0,20.0,576.0,1039722.0,4622672.0,7300.0,58.0,151017.0,2021-06-30,ND,484.0,910449.0,,27018.0,,2020-07-01 00:00:00,,,,4092498.0,81349.0,57.71,20.0,2020
ASHLEY REGIONAL MEDICAL CENTER (460030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3603404.0,1372071.0,0.220345,2.0,31519960.0,,3208374.0,10565823.0,,143048208.0,39.0,3016.0,2457530.0,15790623.0,14274.0,1123.0,4130664.0,2021-01-31,UT,759.0,2450529.0,4.0,451465.0,33393.0,2020-02-01 00:00:00,,,13436747.0,-188051612.0,32165498.0,,35.0,2020
ASHTABULA COUNTY MEDICAL CENTER (360125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13305803.0,3387538.0,0.316554,2.0,114284624.0,,14712379.0,19755354.0,,361027448.0,113.0,15442.0,15469054.0,62024379.0,42924.0,4170.0,8311719.0,2020-12-31,OH,5673.0,15139692.0,9.0,716332.0,57005.0,2020-01-01 00:00:00,,,41993070.0,74050209.0,79194147.0,773.0,104.0,2020
ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1143099.0,5741.0,0.592093,1.0,15973344.0,,1391156.0,,,26977764.0,126.0,12420.0,167382.0,5877155.0,45990.0,1949.0,16403.0,2021-06-30,PR,1591.0,167382.0,11.0,,,2020-07-01 00:00:00,,,5906376.0,34608242.0,,192.66,115.0,2020
ASPEN HILLS HEALTHCARE CENTER (314023),Psychiatric,Proprietary-Corporation,,,,1.0,21427298.0,,,,,26740839.0,30.0,7498.0,,7863737.0,10980.0,377.0,,2020-12-31,NJ,2800.0,,,,,2020-01-01 00:00:00,,,4511974.0,4612795.0,,31.4,30.0,2020
ASPEN VALLEY HOSPITAL DISTRICT (061324),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,2285359.0,0.700009,2.0,79482798.0,,,1946194.0,,113545386.0,25.0,2310.0,14149393.0,41735402.0,9150.0,593.0,2346451.0,2020-12-31,CO,731.0,14593235.0,4.0,655537.0,,2020-01-01 00:00:00,,,,89895210.0,8547242.0,423.19,21.0,2020
ASPIRE HEALTH PARTNERS INC (104067),Psychiatric,Voluntary Nonprofit-Other,,,,1.0,76122991.0,,,,,161957269.0,90.0,14261.0,,47226072.0,32850.0,2675.0,,2021-06-30,FL,2386.0,,,,,2020-07-01 00:00:00,,,,19788303.0,,1088.0,90.0,2020
ASPIRE HOSPITAL  LLC (670093),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,4713.0,0.298572,1.0,12254528.0,,,38553.0,,41043752.0,6.0,,1322361.0,4894790.0,2196.0,,13466.0,2020-12-31,TX,,1331247.0,,,,2020-01-01 00:00:00,,,3268971.0,1406848.0,284500.0,71.26,6.0,2020
ASPIRUS IRON RIVER HOSPITAL & CLINIC (231318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,641582.0,0.445191,2.0,31348930.0,,,3667228.0,,70416739.0,25.0,1477.0,3827363.0,12625606.0,9128.0,428.0,839380.0,2021-06-30,MI,629.0,2791071.0,3.0,313595.0,,2020-07-01 00:00:00,,,8728992.0,31304065.0,14462276.0,131.85,22.0,2020
