Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
COMMUNITY FIRST MEDICAL CENTER (140251),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,26103330.0,7598547.0,0.172374,1.0,106080257.0,,28851573.0,26637771.0,,615408673.0,213.0,31381.0,7252024.0,46420538.0,77745.0,6571.0,25873568.0,2015-12-31,IL,14254.0,6919482.0,,3010631.0,-135483.0,2015-01-01 00:00:00,1.84,,42305673.0,32439573.0,54649052.0,718.25,193.0,2015
COMMUNITY HEALTH CENTER BRANCH (230022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9591363.0,1638214.0,0.307576,1.0,57471240.0,,10724413.0,6413353.0,,186852219.0,87.0,12635.0,7627224.0,27550275.0,31755.0,3346.0,4824115.0,2015-12-31,MI,5384.0,7569386.0,10.0,127065.0,83075.0,2015-01-01 00:00:00,5.59,,23962728.0,15837518.0,37867981.0,423.9,77.0,2015
COMMUNITY HEALTHCARE SYSTEM (171354),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,477721.0,0.613532,1.0,24001395.0,,,1874476.0,,39120035.0,25.0,3233.0,2850239.0,18354478.0,9150.0,476.0,573423.0,2016-03-31,KS,2512.0,2951141.0,,159297.0,,2015-04-01 00:00:00,,,,9939767.0,3345354.0,364.27,25.0,2015
COMMUNITY HOSP. MONTEREY PENINSULA (050145),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,76869084.0,6021714.0,0.28294,1.0,434620446.0,,85160778.0,,,1536088631.0,227.0,46709.0,28755581.0,184466032.0,82855.0,10118.0,10006463.0,2015-12-31,CA,23549.0,29309046.0,28.0,3168720.0,151999.0,2015-01-01 00:00:00,,,171528168.0,372251907.0,233670878.0,1661.2,199.0,2015
COMMUNITY HOSPITAL (060054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8507935.0,5859069.0,0.302206,1.0,68396689.0,,9769815.0,15033874.0,,226325056.0,45.0,7252.0,7801479.0,45606518.0,15462.0,2141.0,6933832.0,2016-04-30,CO,4034.0,7968446.0,12.0,3748316.0,-35619.0,2015-05-01 00:00:00,,,29636271.0,84826805.0,68001970.0,604.83,33.0,2015
COMMUNITY HOSPITAL (150125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,81318307.0,8997061.0,0.261376,1.0,387372219.0,,91216710.0,20599796.0,,1482049691.0,407.0,92817.0,40404489.0,161183534.0,148962.0,17289.0,9725883.0,2016-06-30,IN,46636.0,40340533.0,39.0,6285680.0,277848.0,2015-07-01 00:00:00,,,144922740.0,124470078.0,183660831.0,2422.86,336.0,2015
COMMUNITY HOSPITAL (370203),General Short Term (Acute Care Hospitals),Proprietary-Partnership,7167962.0,2233346.0,0.181747,1.0,72911354.0,,7905022.0,3290365.0,,401169899.0,49.0,5400.0,6736015.0,21450983.0,17885.0,1778.0,12075742.0,2015-12-31,OK,1797.0,6873034.0,3.0,18241.0,19329.0,2015-01-01 00:00:00,,,20978219.0,30910665.0,21806426.0,328.45,46.0,2015
COMMUNITY HOSPITAL (531307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1466540.0,0.438424,2.0,17270089.0,,,1282305.0,,39391327.0,25.0,2497.0,3338784.0,7919539.0,9125.0,537.0,1948392.0,2015-12-31,WY,1527.0,2967843.0,,622036.0,,2015-01-01 00:00:00,,,,10418403.0,4659067.0,125.29,25.0,2015
COMMUNITY HOSPITAL ANDERSON (150113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26356414.0,5413964.0,0.266235,1.0,117981722.0,,29676294.0,28021778.0,,443148750.0,140.0,23808.0,10839606.0,56291520.0,51100.0,7165.0,8627355.0,2015-12-31,IN,10399.0,10892354.0,12.0,3056017.0,105907.0,2015-01-01 00:00:00,0.4,,55777365.0,24013670.0,56282178.0,1014.45,128.0,2015
COMMUNITY HOSPITAL ASSOCIATION  INC. (261303),Critical Access Hospitals,Voluntary Nonprofit-Other,,1786787.0,0.676712,2.0,12387235.0,,,730725.0,,18305040.0,16.0,2358.0,2050989.0,5316663.0,5856.0,421.0,1172178.0,2016-06-30,MO,1522.0,2187172.0,,1018850.0,,2015-07-01 00:00:00,,,,11801708.0,1763077.0,101.83,16.0,2015
COMMUNITY HOSPITAL ASSOCOCIATION (281363),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1731936.0,0.614304,2.0,37209106.0,,,2092230.0,,60571139.0,25.0,3593.0,7159056.0,15735882.0,9150.0,847.0,1411283.0,2016-06-30,NE,2418.0,7668947.0,,864979.0,,2015-07-01 00:00:00,,,,26595533.0,3452939.0,228.84,25.0,2015
COMMUNITY HOSPITAL INC. (010034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2865292.0,1739288.0,0.426553,1.0,16896473.0,,3004419.0,1892445.0,,39611690.0,37.0,5111.0,1088787.0,14136780.0,13505.0,1154.0,2990475.0,2015-09-30,AL,2305.0,1037984.0,5.0,477693.0,19233.0,2014-10-01 00:00:00,,,7168186.0,6176075.0,4388332.0,160.03,32.0,2015
COMMUNITY HOSPITAL LONG BEACH (050727),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,12796404.0,3475466.0,0.202167,1.0,61775801.0,,14060196.0,11498251.0,,305567660.0,130.0,15568.0,1215480.0,32066018.0,47580.0,3566.0,9761555.0,2016-06-30,CA,6651.0,1191874.0,30.0,1462025.0,-86908.0,2015-07-01 00:00:00,,,27860225.0,48556480.0,89410976.0,402.57,100.0,2015
COMMUNITY HOSPITAL NORTH (150169),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,43518154.0,1485119.0,0.230591,1.0,270687720.0,,48680723.0,30449666.0,,1173887558.0,294.0,77159.0,9586242.0,83766195.0,105650.0,16515.0,4406057.0,2015-12-31,IN,19615.0,9651654.0,24.0,409098.0,-5136.0,2015-01-01 00:00:00,3.49,362198.0,82631728.0,20234679.0,211960344.0,1407.97,227.0,2015
COMMUNITY HOSPITAL OF ANACONDA (271335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4123490.0,0.553307,2.0,31949859.0,,,2425109.0,,57743453.0,25.0,5662.0,3711957.0,21664513.0,9125.0,996.0,6893903.0,2015-12-31,MT,3420.0,3822739.0,,330733.0,,2015-01-01 00:00:00,,,,28083332.0,4722800.0,248.95,25.0,2015
COMMUNITY HOSPITAL OF BREMEN (151300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,626894.0,0.462704,2.0,15586770.0,,,488324.0,,33686255.0,24.0,1333.0,3143905.0,8366687.0,8784.0,379.0,321716.0,2016-04-30,IN,589.0,3023436.0,,499545.0,,2015-05-01 00:00:00,,,,15284170.0,2422362.0,128.13,24.0,2015
COMMUNITY HOSPITAL OF HUNTINGTON PAR (050091),General Short Term (Acute Care Hospitals),Proprietary-Corporation,6647688.0,2878571.0,0.125552,1.0,39523359.0,,7287673.0,31229943.0,,314796611.0,81.0,13710.0,1031887.0,19277190.0,29565.0,3233.0,16965880.0,2015-12-31,CA,3256.0,990997.0,4.0,680946.0,-20873.0,2015-01-01 00:00:00,,19638.0,18947378.0,37677817.0,199463961.0,292.37,77.0,2015
COMMUNITY HOSPITAL OF NOBLE CTY  INC (150146),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3869288.0,3218147.0,0.2102,2.0,34711284.0,,4103449.0,1144459.0,,165134571.0,31.0,6249.0,2551768.0,13060978.0,11315.0,1808.0,9050873.0,2015-12-31,IN,2216.0,2574016.0,,1291363.0,18830.0,2015-01-01 00:00:00,,,11046828.0,1615132.0,17118386.0,213.0,31.0,2015
COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11993387.0,3166852.0,0.222347,1.0,207087334.0,,13697851.0,41987426.0,,931370112.0,185.0,31286.0,2406009.0,101514984.0,67710.0,6882.0,5958062.0,2016-06-30,CA,3945.0,2168238.0,21.0,1804803.0,15844.0,2015-07-01 00:00:00,,,80010338.0,218050958.0,323479422.0,882.33,155.0,2015
COMMUNITY HOSPITAL OF WILLIAMS CITY (360121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7196809.0,2982570.0,0.440549,2.0,53142203.0,,7514678.0,4176481.0,,120627156.0,75.0,6525.0,5078493.0,24036640.0,27375.0,1891.0,1575772.0,2015-09-30,OH,2862.0,5045197.0,7.0,2316891.0,4521.0,2014-10-01 00:00:00,,,18689436.0,76464121.0,25718469.0,450.89,68.0,2015
COMMUNITY HOSPITAL SOUTH (150128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27147669.0,5066751.0,0.178575,1.0,130340881.0,,30932900.0,14089175.0,,729894201.0,166.0,38094.0,10219097.0,49141699.0,60590.0,9539.0,20825588.0,2015-12-31,IN,13041.0,10270972.0,36.0,1276692.0,-38625.0,2015-01-01 00:00:00,4.82,,48899105.0,9346901.0,116389320.0,772.35,130.0,2015
COMMUNITY HOSPITALS OF INDIANA INC (150074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,61016833.0,5438657.0,0.29855,1.0,530862647.0,,65380515.0,62224389.0,,1778138389.0,332.0,71187.0,49968957.0,165553153.0,119189.0,16374.0,5025986.0,2015-12-31,IN,23402.0,50439448.0,28.0,3843581.0,-118236.0,2015-01-01 00:00:00,33.3,,175320191.0,14864228.0,312720628.0,2774.22,281.0,2015
COMMUNITY HOSPT. OF LAGRANGE CTY IN (151323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1731295.0,0.308268,2.0,23735810.0,,,565190.0,,76997349.0,25.0,3667.0,1834525.0,14266786.0,9125.0,937.0,4434778.0,2015-12-31,IN,1390.0,1283077.0,,348138.0,,2015-01-01 00:00:00,,,,27973837.0,6256396.0,174.8,25.0,2015
COMMUNITY HOWARD SPECIALITY HOSPITAL (153039),Rehabilitation,Proprietary-Other,,,,1.0,11928316.0,,,,,32812242.0,30.0,5554.0,125303.0,5896597.0,10950.0,493.0,,2015-12-31,IN,4331.0,169037.0,,,,2015-01-01 00:00:00,,,,1388219.0,,116.15,30.0,2015
COMMUNITY MEDICAL CENTER  INC. (281352),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,757284.0,0.650637,2.0,21615010.0,,,,,33221295.0,24.0,2914.0,3044585.0,8017551.0,8784.0,595.0,323650.0,2016-07-31,NE,2226.0,2998106.0,,552116.0,,2015-08-01 00:00:00,,,,19357165.0,,140.61,24.0,2015
COMMUNITY MEDICAL CENTER (270023),General Short Term (Acute Care Hospitals),Proprietary-Corporation,14152144.0,4121677.0,0.404875,1.0,124191519.0,,15980778.0,15509971.0,,306740754.0,143.0,22022.0,10928100.0,54295474.0,50050.0,4724.0,9242491.0,2015-12-31,MT,5274.0,11137530.0,32.0,386805.0,50812.0,2015-01-16 00:00:00,4.2,,44836261.0,11681586.0,54413601.0,876.55,111.0,2015
COMMUNITY MEDICAL CENTER (310041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,105239575.0,20530438.0,0.17806,1.0,317983680.0,,121597187.0,39991146.0,,1785824143.0,424.0,114901.0,36988086.0,127650233.0,154760.0,21459.0,56162096.0,2015-12-31,NJ,66394.0,37331584.0,159.0,10108142.0,-418749.0,2015-01-01 00:00:00,,,126546259.0,159262714.0,196875618.0,1875.42,251.0,2015
COMMUNITY MEDICAL CENTER (390001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,41488475.0,7318870.0,0.144569,2.0,202946913.0,,47076648.0,22020746.0,,1403806495.0,246.0,51093.0,13464256.0,82912148.0,90036.0,11665.0,6303603.0,2016-06-30,PA,23094.0,14069197.0,18.0,6206862.0,-224043.0,2015-07-01 00:00:00,26.55,,73716488.0,126552017.0,232619207.0,1399.13,228.0,2015
COMMUNITY MEMORIAL HEALTHCARE  INC. (171363),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,227676.0,0.547948,2.0,17326390.0,,,544158.0,,31620492.0,23.0,4151.0,2657869.0,9371652.0,8395.0,609.0,368578.0,2015-12-31,KS,3477.0,2411738.0,,74424.0,,2015-01-01 00:00:00,,,,17317984.0,1412143.0,127.85,23.0,2015
COMMUNITY MEMORIAL HOSPITAL (141306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,677382.0,0.479309,2.0,14092717.0,,,2970000.0,,29402182.0,25.0,1063.0,3409277.0,5811552.0,9150.0,237.0,1429586.0,2016-06-30,IL,827.0,3153325.0,,14882.0,,2015-07-01 00:00:00,,,,13609987.0,6536120.0,106.28,25.0,2015
COMMUNITY MEMORIAL HOSPITAL (161320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,73920.0,0.775248,2.0,12113568.0,,,504658.0,,15625410.0,16.0,1173.0,2920191.0,4568494.0,5840.0,127.0,78882.0,2015-12-31,IA,1007.0,2825098.0,,15505.0,,2015-01-01 00:00:00,,,4293197.0,19884839.0,855902.0,83.03,16.0,2015
COMMUNITY MEMORIAL HOSPITAL (241364),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,554335.0,0.522665,2.0,39001388.0,,,6178583.0,,74620235.0,22.0,3361.0,4181460.0,22543025.0,8030.0,982.0,460416.0,2015-09-30,MN,1770.0,4247339.0,,326373.0,,2014-10-01 00:00:00,,,,35127224.0,14170119.0,293.85,16.0,2015
COMMUNITY MEMORIAL HOSPITAL (281309),Critical Access Hospitals,Governmental-Hospital District,,299068.0,0.711923,2.0,11783117.0,,,189203.0,,16551116.0,18.0,597.0,2625273.0,6400133.0,6588.0,114.0,257829.0,2016-06-30,NE,498.0,2550546.0,,124510.0,,2015-07-01 00:00:00,,,,4254855.0,324166.0,72.0,18.0,2015
COMMUNITY MEMORIAL HOSPITAL (331316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,612887.0,0.533685,2.0,36277712.0,,,3651747.0,,67975929.0,25.0,5049.0,2155075.0,14880799.0,9125.0,1514.0,974623.0,2015-12-31,NY,2472.0,2223888.0,6.0,120482.0,,2015-01-01 00:00:00,,,,14357356.0,10337765.0,251.8,19.0,2015
COMMUNITY MEMORIAL HOSPITAL (361301),General Short Term (Critical Access Hospitals),Governmental-Other,,483609.0,0.54824,2.0,17676470.0,,,1133994.0,,32242213.0,25.0,1897.0,1689309.0,11391596.0,9125.0,471.0,,2015-12-31,OH,856.0,1789375.0,,485400.0,,2015-01-01 00:00:00,,,,17533689.0,6123103.0,200.57,25.0,2015
COMMUNITY MEMORIAL HOSPITAL (431309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,95525.0,0.779799,2.0,3784747.0,,,258978.0,,4853488.0,16.0,1352.0,347813.0,1940048.0,5840.0,142.0,115973.0,2015-12-31,SD,846.0,413243.0,,5089.0,,2015-01-01 00:00:00,,,,340403.0,280867.0,41.49,16.0,2015
COMMUNITY MEMORIAL HOSPITAL (431316),General Short Term (Critical Access Hospitals),Governmental-City-County,,386767.0,0.843455,2.0,10329391.0,,,313342.0,,12246523.0,23.0,1930.0,1447642.0,4965102.0,8395.0,277.0,427707.0,2015-12-31,SD,1698.0,1450703.0,,26015.0,,2015-01-01 00:00:00,,,,10555585.0,645900.0,104.96,23.0,2015
COMMUNITY MEMORIAL HOSPITAL (490098),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9931027.0,5815378.0,0.266915,2.0,65774694.0,,11320861.0,2759677.0,,246425744.0,68.0,13573.0,7595639.0,35848911.0,24888.0,2746.0,17054426.0,2016-06-30,VA,8010.0,7414270.0,,1190457.0,89311.0,2015-07-01 00:00:00,,,22008500.0,26833377.0,15715076.0,510.85,60.0,2015
COMMUNITY MEMORIAL HOSPITAL (520103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,23209871.0,2957128.0,0.338892,1.0,182077450.0,,26577529.0,7558171.0,,537272936.0,169.0,25055.0,9634416.0,65395840.0,61854.0,7508.0,6782758.0,2016-06-30,WI,10127.0,9914655.0,29.0,650509.0,-38870.0,2015-07-01 00:00:00,,,60757924.0,59051138.0,42630525.0,884.64,140.0,2015
COMMUNITY MEMORIAL HOSPITAL (521310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,445099.0,0.421563,2.0,27447782.0,,,420847.0,,65109620.0,22.0,2632.0,1889856.0,13758917.0,8030.0,573.0,511489.0,2015-09-30,WI,1297.0,1811364.0,2.0,235270.0,,2014-10-01 00:00:00,,,,15467739.0,1295896.0,135.54,20.0,2015
COMMUNITY MENTAL HEALTH CENTER (154011),Psychiatric,Voluntary Nonprofit-Other,,,,1.0,6216831.0,,,,,8417518.0,16.0,2011.0,470336.0,9796888.0,5856.0,429.0,,2016-06-30,IN,487.0,479939.0,,,,2015-07-01 00:00:00,,,,4069716.0,,223.0,16.0,2015
COMMUNITY REGIONAL MEDICAL CENTER (050060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,151197736.0,16657293.0,0.205433,1.0,884612179.0,,162661528.0,256910191.0,,4306086621.0,767.0,234260.0,52121045.0,352027812.0,280896.0,38254.0,54599376.0,2016-08-31,CA,49225.0,51513626.0,78.0,4644208.0,-631692.0,2015-09-01 00:00:00,219.66,1582276.0,310373806.0,413208571.0,1972522266.0,6753.16,586.0,2015
COMMUNITY REHABILITATION HOSPITAL NORTH (153043),Rehabilitation,Proprietary-Partnership,,-737.0,0.364666,1.0,19277560.0,,,,,52863580.0,60.0,15888.0,,9509383.0,21900.0,1208.0,,2015-12-31,IN,8000.0,,,,,2015-01-01 00:00:00,,,9509383.0,3291829.0,,170.8,60.0,2015
COMPASS BEHAVIORAL CENTER ALEXANDRIA (194106),Psychiatric,Proprietary-Corporation,,-83497.0,0.468079,2.0,2781795.0,,,,,5943005.0,20.0,3633.0,446612.0,1339311.0,7300.0,350.0,,2015-12-31,LA,2882.0,455722.0,,,,2015-01-01 00:00:00,,,1339311.0,4256053.0,,35.6,20.0,2015
COMPASS BEHAVIORAL CENTER CROWLEY (194085),Psychiatric,Proprietary-Corporation,,-58625.0,0.443944,2.0,9248467.0,,,,,20832504.0,34.0,7581.0,3524175.0,3625805.0,12410.0,689.0,,2015-12-31,LA,6314.0,3549644.0,,,,2015-01-01 00:00:00,,,3625805.0,897836.0,,95.97,34.0,2015
COMPASS BEHAVIORAL HEALTH CENTER (194109),Psychiatric,Proprietary-Corporation,,-60320.0,0.432554,1.0,2997857.0,,,,,6930603.0,20.0,4823.0,299494.0,1414575.0,7300.0,441.0,,2015-12-31,LA,2792.0,305604.0,,,,2015-01-01 00:00:00,,,1414575.0,4820941.0,,38.05,20.0,2015
COMPLEX CARE HOSPITAL AT RIDGELAKE (102018),General Long Term,Proprietary-Corporation,,,,1.0,19309823.0,,,,,48882087.0,40.0,12686.0,589.0,8712936.0,14640.0,450.0,,2016-05-31,FL,9184.0,328.0,,,,2015-06-01 00:00:00,,,,1861968.0,,118.42,40.0,2015
COMPLEX CARE HOSPITAL AT TENAYA (292006),General Long Term,Proprietary-Corporation,,,,1.0,30930228.0,,,,,129713208.0,70.0,21364.0,131629.0,13971771.0,25620.0,785.0,,2016-08-31,NV,16515.0,134304.0,,,,2015-09-01 00:00:00,,,,1896924.0,,188.14,70.0,2015
CONCHO COUNTY HOSPITAL (451325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,272203.0,1.032914,2.0,4128335.0,,,271378.0,,3996783.0,16.0,316.0,598398.0,2671876.0,5840.0,101.0,267097.0,2015-09-30,TX,253.0,670921.0,,57346.0,,2014-10-01 00:00:00,,,,1268661.0,269758.0,43.1,16.0,2015
CONCORD HOSPITAL  INC. (300001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,57805305.0,16071520.0,0.331127,1.0,336015855.0,,65652950.0,14744590.0,,1014763057.0,191.0,56836.0,30875943.0,190178620.0,64587.0,11994.0,16846417.0,2015-09-30,NH,26569.0,31000997.0,18.0,10462693.0,255510.0,2014-10-01 00:00:00,26.82,,156291650.0,245948372.0,134131339.0,2598.0,173.0,2015
CONDELL MEDICAL CENTER (140202),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,62963193.0,13300255.0,0.177942,1.0,265927618.0,,69922981.0,32749235.0,,1494466443.0,271.0,70033.0,21270111.0,98747369.0,98915.0,16698.0,20375058.0,2015-12-31,IL,30591.0,21239788.0,17.0,9364477.0,144622.0,2015-01-01 00:00:00,,,98158081.0,118934000.0,242794283.0,1437.0,254.0,2015
CONEJOS COUNTY HOSPITAL (061308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,51521.0,0.709036,2.0,8925257.0,,,3642081.0,,12587868.0,17.0,690.0,1696376.0,3675623.0,6222.0,287.0,195172.0,2016-06-30,CO,480.0,1554922.0,,6250.0,,2015-07-01 00:00:00,,,,2117681.0,5267416.0,54.15,17.0,2015
CONEY ISLAND HOSPITAL (330196),General Short Term (Acute Care Hospitals),Governmental-City,63097386.0,90451937.0,1.0,1.0,435025332.0,,69997620.0,107902000.0,,435025332.0,292.0,95627.0,6513680.0,190468855.0,106456.0,13226.0,33439397.0,2016-06-30,NY,29870.0,7659537.0,22.0,57123358.0,-5096.0,2015-07-01 00:00:00,132.2,,172123953.0,559993014.0,379086602.0,2794.7,251.0,2015
CONNALLY MEMORIAL MEDICAL CENTER (450108),General Short Term (Acute Care Hospitals),Governmental-Other,3008893.0,1915968.0,0.282284,1.0,21703326.0,,2860916.0,1265077.0,,76884719.0,44.0,3504.0,1708779.0,11363320.0,16060.0,985.0,4578347.0,2015-09-30,TX,1816.0,1744307.0,3.0,615605.0,-3335.0,2014-10-01 00:00:00,,,9293516.0,12839095.0,6900598.0,202.97,41.0,2015
CONNECTICUT CHILDRENS MEDICAL CENTER (073300),Childrens,Voluntary Nonprofit-Other,,,,1.0,256992869.0,,,,,670353363.0,187.0,45010.0,52389.0,117330705.0,68255.0,3453.0,,2015-09-30,CT,205.0,53822.0,90.0,,,2014-10-01 00:00:00,82.39,,,181869675.0,,1448.0,97.0,2015
CONNECTICUT MENTAL HEALTH CENTER (074011),Psychiatric,Governmental-State,,,9.351179,1.0,39512360.0,,,,,4225388.0,32.0,9445.0,190732.0,19113849.0,11712.0,184.0,,2016-06-30,CT,538.0,193971.0,,,,2015-07-01 00:00:00,13.52,,18134484.0,,,235.0,32.0,2015
CONNECTICUT VALLEY HOSPITAL (074003),Psychiatric,Governmental-State,,,229.542914,1.0,284557923.0,,,,,1239672.0,626.0,206612.0,1698569.0,147784847.0,229116.0,3531.0,,2016-06-30,CT,6024.0,-450513.0,,,,2015-07-01 00:00:00,,,146053097.0,,,1529.0,626.0,2015
CONROE REGIONAL MEDICAL CENTER (450222),General Short Term (Acute Care Hospitals),Proprietary-Corporation,49096615.0,34152618.0,0.107172,1.0,207966419.0,,53549650.0,18500314.0,,1940489038.0,276.0,79060.0,7905912.0,73878381.0,100740.0,15684.0,45279715.0,2015-12-31,TX,26777.0,8199668.0,38.0,28788040.0,18096.0,2015-01-01 00:00:00,20.54,,73349307.0,-101823719.0,236431107.0,1061.84,222.0,2015
CONTINUECARE HOSPITAL AT BAPTIST HEA (180153),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,80026.0,,0.645569,2.0,1092878.0,,109694.0,,,1692891.0,37.0,530.0,,499373.0,5254.0,15.0,,2016-01-31,KY,267.0,,,,,2015-09-12 00:00:00,,,800523.0,2080773.0,,14.59,37.0,2015
CONTINUECARE HOSPITAL AT HENDRICK MC (452029),General Long Term,Voluntary Nonprofit-Other,,,,1.0,7519308.0,,,,,29967409.0,19.0,5215.0,,2347071.0,6954.0,185.0,,2016-08-31,TX,3503.0,,,,,2015-09-01 00:00:00,,,,670507.0,,37.21,19.0,2015
CONTINUECARE HOSPITAL AT MEDICAL CEN (670111),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,127152.0,,0.861069,1.0,1244243.0,,140282.0,,,1444998.0,25.0,433.0,,403811.0,4625.0,18.0,,2016-01-31,TX,417.0,,,,,2015-07-31 00:00:00,,,403811.0,2440976.0,,8.73,25.0,2015
CONTINUECARE HOSPITAL MADISONVILLE (180152),General Short Term,Voluntary Nonprofit-Other,137747.0,,0.84158,2.0,1258216.0,,160823.0,,,1495064.0,35.0,417.0,,515242.0,4900.0,14.0,,2016-01-31,KY,355.0,,,,,2015-09-14 00:00:00,,,515242.0,2147455.0,,16.13,35.0,2015
CONTINUECARE HOSPITAL OF MILAND (452117),General Long Term,Voluntary Nonprofit-Other,,,,1.0,10632089.0,,,,,38239485.0,29.0,6856.0,,4216759.0,10614.0,255.0,,2016-04-30,TX,4484.0,,,,,2015-05-01 00:00:00,,,,7293199.0,,59.14,29.0,2015
CONTINUING CARE HOSPITAL (182002),General Long Term,Voluntary Nonprofit-Church,,,,1.0,19171822.0,,,,,41272858.0,57.0,13233.0,6085.0,5618479.0,20862.0,453.0,,2016-06-30,KY,5783.0,6359.0,,,,2015-07-01 00:00:00,,,,4225632.0,,95.97,57.0,2015
CONTINUING CARE HOSPITAL AT ST. LUKE (162002),General Long Term,Voluntary Nonprofit-Church,,,,1.0,8568564.0,,,,,17639969.0,24.0,4167.0,,2575838.0,8784.0,157.0,,2016-04-30,IA,3309.0,,,,,2015-05-01 00:00:00,,,,3622964.0,,56.0,24.0,2015
CONTRA COSTA REGIONAL MEDICAL CENTER (050276),General Short Term (Acute Care Hospitals),Governmental-County,23540481.0,21158654.0,0.624863,1.0,412903636.0,,24662418.0,184833862.0,,660790449.0,124.0,42183.0,19205985.0,221701470.0,45384.0,7771.0,29157083.0,2016-06-30,CA,6192.0,18844866.0,8.0,3027986.0,-6874.0,2015-07-01 00:00:00,33.83,192447.0,163695354.0,379174072.0,401409023.0,2291.35,110.0,2015
CONWAY HOSPITAL (420049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26626370.0,11705695.0,0.234868,1.0,130773708.0,,29894308.0,19704609.0,,556796725.0,166.0,35359.0,12435813.0,53191767.0,60590.0,8547.0,29695908.0,2015-09-30,SC,14412.0,12244262.0,20.0,4594518.0,7961.0,2014-10-01 00:00:00,,298759.0,51075350.0,97553422.0,88050088.0,906.07,146.0,2015
CONWAY REGIONAL MEDICAL CENTER  INC (040029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25464806.0,3742026.0,0.308491,1.0,111858954.0,,29413929.0,5153054.0,,362600346.0,143.0,33015.0,11935567.0,50718342.0,52195.0,8114.0,9713526.0,2015-12-31,AR,15324.0,12182105.0,17.0,728098.0,-1334.0,2015-01-01 00:00:00,,,42481359.0,56418308.0,29967726.0,977.67,126.0,2015
CONWAY REGIONAL REHABILITATION HOSPI (043033),Rehabilitation,Proprietary-Corporation,,,,1.0,5156128.0,,,,,7158705.0,26.0,5683.0,47.0,1654062.0,9490.0,446.0,,2015-12-31,AR,4012.0,86.0,,,,2015-01-01 00:00:00,,,,1292532.0,,35.16,26.0,2015
