Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
CHWC-MONTPELIER (361327),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3747.0,624349.0,,,,,6614446.0,OH,992831.0,25.0,,,376082.0,407069.0,,9125.0,19484368.0,12550287.0,409042.0,1029770.0,,21.0,2454.0,1816041.0,0.644121,68749322.0,2017-10-01 00:00:00,2018-09-30,2018
CIBOLA GENERAL HOSPITAL (321308),General Short Term (Critical Access Hospitals),Governmental-County,,2516.0,2293484.0,,,,,13098298.0,NM,1080147.0,25.0,,,2845046.0,556707.0,4.0,9125.0,61788532.0,23461919.0,4577218.0,1290587.0,,808.0,729.0,6114241.0,0.379713,2086943.0,2018-07-01 00:00:00,2019-06-30,2018
CIMARRON MEMORIAL HOSPITAL (371307),General Short Term (Critical Access Hospitals),Governmental-County,,932.0,1109660.0,,,,,1954678.0,OK,136457.0,25.0,1954678.0,,251881.0,49435.0,,9125.0,6927590.0,3798533.0,1945370.0,208277.0,,151.0,706.0,561542.0,0.54832,3010953.0,2018-01-01 00:00:00,2018-12-31,2018
CIRCLES OF CARE  INC (104024),Psychiatric,Voluntary Nonprofit-Other,,38812.0,,,,,,19953183.0,FL,,172.0,20041323.0,,,,,62780.0,49821030.0,35856736.0,,,,1556.0,4251.0,,,8234760.0,2018-07-01 00:00:00,2019-06-30,2018
CITIZENS BAPTIST MEDICAL CENTER (010101),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,4374320.0,6564.0,4572592.0,,,,1525.0,13975315.0,AL,1441625.0,85.0,12530983.0,3962412.0,2006815.0,4098174.0,6.0,31000.0,251968532.0,30347694.0,3391600.0,1564333.0,,1916.0,2174.0,44437495.0,0.120442,7647328.0,2018-01-01 00:00:00,2018-12-31,2018
CITIZENS MEDICAL CENTER (171362),Critical Access Hospitals,Voluntary Nonprofit-Other,,3953.0,1785871.0,,,,,19448392.0,KS,2768018.0,21.0,,,1297350.0,839033.0,1.0,7665.0,75040675.0,34017201.0,2148430.0,3191533.0,,701.0,2766.0,4227472.0,0.453317,9151008.0,2018-01-01 00:00:00,2018-12-31,2018
CITIZENS MEDICAL CENTER (190184),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2328385.0,1837.0,530735.0,,,23631.0,28765.0,7039099.0,LA,717433.0,40.0,4899231.0,2064982.0,4898181.0,6627.0,,14600.0,23729987.0,11631147.0,1078384.0,703695.0,,426.0,1220.0,7530965.0,0.490146,1617115.0,2018-04-01 00:00:00,2019-03-31,2018
CITIZENS MEDICAL CENTER (450023),General Short Term (Acute Care Hospitals),Governmental-County,23164200.0,27465.0,14181271.0,,,,46577.0,65804316.0,TX,14215567.0,307.0,47686052.0,20274614.0,6399628.0,9365819.0,14.0,112055.0,554702650.0,112834879.0,22832599.0,13920126.0,,5570.0,10951.0,39982315.0,0.203415,31431599.0,2018-07-01 00:00:00,2019-06-30,2018
CITIZENS MEMORIAL HOSPITAL DISTRICT (260195),General Short Term (Acute Care Hospitals),Governmental-Hospital District,11264937.0,9566.0,4545817.0,,,80604.0,22301.0,78666155.0,MO,8758501.0,52.0,33020541.0,10516952.0,7923611.0,451267.0,8.0,18980.0,370407261.0,121236408.0,12473060.0,8641292.0,,3141.0,2675.0,42233647.0,0.327306,55133404.0,2018-06-01 00:00:00,2019-05-31,2018
CITRUS MEMORIAL HOSPITAL (100023),General Short Term (Acute Care Hospitals),Proprietary-Corporation,46311559.0,45670.0,10867572.0,,,,-213260.0,44404951.0,FL,10706906.0,204.0,44209318.0,38689211.0,7241500.0,9383957.0,24.0,74460.0,1821011779.0,128404338.0,16973392.0,11748626.0,4.9,10707.0,21589.0,197132722.0,0.070513,186454677.0,2017-11-01 00:00:00,2018-10-31,2018
CITY HOSPITAL AT WHITE ROCK (450678),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4805352.0,7353.0,2359318.0,,,,-13707.0,9928855.0,TX,932531.0,187.0,10975903.0,4440114.0,1059867.0,1438019.0,20.0,17204.0,181116149.0,27486923.0,5940784.0,913571.0,,1693.0,2052.0,27682331.0,0.151764,43981913.0,2018-03-01 00:00:00,2018-05-31,2018
CITY HOSPITAL AT WHITE ROCK (450678),General Short Term (Acute Care Hospitals),Proprietary-Corporation,16215037.0,26564.0,13524059.0,,,,-2769.0,36804406.0,TX,4697302.0,187.0,38966400.0,13977775.0,9915460.0,12461815.0,20.0,68255.0,690883938.0,104045969.0,5180834.0,4600649.0,,6755.0,6484.0,126011449.0,0.150598,53720366.0,2018-06-01 00:00:00,2019-05-31,2018
CITY HOSPITAL INC. (510008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,28662255.0,35217.0,5204362.0,,,,-25465.0,66095578.0,WV,15193875.0,146.0,59577711.0,25477022.0,23166863.0,2389675.0,24.0,53290.0,484590559.0,177114758.0,7760806.0,15412462.0,3.01,7809.0,14344.0,111528580.0,0.365494,85391713.0,2018-01-01 00:00:00,2018-12-31,2018
CITY OF HOPE NATIONAL MEDICAL CENTER (050146),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,73030.0,,,0.88,,,342275513.0,CA,142989337.0,217.0,,,,,18.0,79205.0,3845446338.0,920790115.0,,119244658.0,27.8,6595.0,21064.0,,,1103072689.0,2017-10-01 00:00:00,2018-09-30,2018
CIVISTA MEDICAL CENTER (210035),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,43968180.0,27218.0,8981878.0,,,,,45184683.0,MD,8810422.0,98.0,46340962.0,39641232.0,26629537.0,600951.0,10.0,35770.0,155956801.0,103740093.0,12599392.0,15686320.0,,6424.0,15877.0,28329295.0,0.665185,82343000.0,2018-07-01 00:00:00,2019-06-30,2018
CJW MEDICAL CENTER (490112),General Short Term (Acute Care Hospitals),Proprietary-Corporation,131637650.0,153424.0,27795278.0,,,1200335.0,-543387.0,190261515.0,VA,37026864.0,612.0,182707442.0,114526693.0,77311757.0,23546031.0,79.0,223380.0,7042162607.0,536342176.0,48187214.0,36642165.0,0.97,30197.0,57845.0,913992526.0,0.076162,-208463045.0,2018-09-01 00:00:00,2019-08-31,2018
CLAIBORNE COUNTY HOSPITAL (251320),General Short Term (Critical Access Hospitals),Governmental-County,,2913.0,1498434.0,,,,,4396493.0,MS,-179679.0,22.0,,,824116.0,15745.0,,8030.0,39125918.0,10413627.0,5520860.0,222168.0,,366.0,2334.0,4614121.0,0.266157,3386950.0,2018-01-01 00:00:00,2018-12-31,2018
CLAIBORNE MEDICAL CENTER (440057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3126551.0,3646.0,2039878.0,,,8784.0,-4991.0,14337979.0,TN,1469009.0,33.0,9377475.0,3190105.0,2237347.0,1313268.0,5.0,12380.0,79233218.0,25642541.0,2215617.0,1545789.0,,1113.0,1334.0,11456497.0,0.323634,5137966.0,2018-07-01 00:00:00,2019-06-30,2018
CLARA BARTON HOSPITAL ASSOCIATION (171333),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3235.0,1104934.0,,,,,11227688.0,KS,2832266.0,18.0,,,496059.0,435556.0,,6570.0,32845229.0,20112214.0,1165131.0,2807620.0,,428.0,2631.0,2470449.0,0.612333,3562173.0,2018-01-01 00:00:00,2018-12-31,2018
CLARA MAASS MEDICAL CENTER (310009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,52580856.0,68843.0,28611350.0,,,,80123.0,114163301.0,NJ,13407634.0,280.0,97872352.0,47567985.0,70268398.0,26317889.0,32.0,102200.0,1401633267.0,248134806.0,10852271.0,13103423.0,,12605.0,24151.0,395914950.0,0.177033,175278983.0,2018-01-01 00:00:00,2018-12-31,2018
CLAREMORE INDIAN HOSPITAL (370173),General Short Term (Acute Care Hospitals),Governmental- Federal,1546841.0,2503.0,,,,,23013.0,30419847.0,OK,3496867.0,46.0,20231964.0,1808702.0,,,,16790.0,800567.0,40717247.0,,4127570.0,,822.0,603.0,,,,2017-10-01 00:00:00,2018-09-30,2018
CLARINDA REGIONAL HEALTH CENTER (161352),General Short Term (Critical Access Hospitals),Governmental-City-County,,1972.0,951864.0,,,,,12954206.0,IA,6908679.0,25.0,,,3705846.0,15188.0,,9125.0,45113976.0,27628116.0,1633326.0,8259610.0,,425.0,1547.0,8437343.0,0.612407,42697962.0,2018-07-01 00:00:00,2019-06-30,2018
CLARION HOSPITAL (390093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5725272.0,5810.0,969635.0,,,,-17247.0,17531353.0,PA,8023537.0,57.0,14948687.0,6685847.0,3645948.0,696086.0,7.0,20805.0,114551296.0,45960006.0,732882.0,7294927.0,10.78,1318.0,2848.0,15358742.0,0.401218,9706462.0,2018-07-01 00:00:00,2019-06-30,2018
CLARION PSYCHIATRIC HOSPITAL (394043),Psychiatric,Proprietary-Corporation,,29673.0,5486.0,,,,,7497980.0,PA,,112.0,,,,,,37748.0,60737070.0,13268969.0,,,,2439.0,2505.0,,0.218469,-85494028.0,2018-07-01 00:00:00,2019-06-30,2018
CLARK FORK VALLEY HOSPITAL (271323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1884.0,787043.0,,,,,10683221.0,MT,2778992.0,16.0,,,4110335.0,356815.0,,5840.0,31032650.0,20134024.0,770817.0,2687513.0,,420.0,1192.0,7074587.0,0.648801,11466000.0,2018-01-01 00:00:00,2018-12-31,2018
CLARK MEMORIAL HOSPITAL (150009),General Short Term (Acute Care Hospitals),Proprietary-Corporation,35519505.0,37259.0,4972634.0,,,298406.0,-205077.0,69403363.0,IN,11448924.0,153.0,52274937.0,31001215.0,31299868.0,2460800.0,22.0,55845.0,663512555.0,124813931.0,12500823.0,11452817.0,0.6,11158.0,13957.0,125277676.0,0.188111,38155780.0,2018-08-01 00:00:00,2019-07-31,2018
CLARK REGIONAL MEDICAL CENTER (180092),General Short Term (Acute Care Hospitals),Proprietary-Individual,8309077.0,10312.0,1879913.0,,,,65257.0,35363961.0,KY,7208750.0,54.0,22300064.0,7430211.0,31350187.0,,8.0,19710.0,456233847.0,59515854.0,13189846.0,7291882.0,,3452.0,2883.0,14267481.0,0.13045,-26883558.0,2018-05-01 00:00:00,2019-04-30,2018
CLARKE COUNTY PUBLIC HOSPITAL (161348),General Short Term (Critical Access Hospitals),Governmental-County,,2558.0,636131.0,,,,,7723675.0,IA,4917441.0,25.0,,,3104144.0,4419.0,,9125.0,28028841.0,22273296.0,818666.0,4878270.0,,206.0,630.0,5583533.0,0.794656,23226525.0,2018-07-01 00:00:00,2019-06-30,2018
CLARKS SUMMIT STATE  HOSPITAL (394012),Psychiatric,Governmental-State,,58333.0,124109.0,,,,,22158885.0,PA,1491858.0,203.0,,,,,,74095.0,51799704.0,50882596.0,351150.0,1430446.0,,61.0,479.0,,,,2018-07-01 00:00:00,2019-06-30,2018
CLAXTON HEPBURN MEDICAL CENTER (330211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7627110.0,11560.0,1730457.0,,,,9204.0,41542631.0,NY,11427033.0,87.0,34034092.0,7434167.0,12839294.0,459670.0,10.0,31755.0,230694304.0,86887878.0,3398503.0,11389526.0,,2046.0,5398.0,43610655.0,0.376636,54406452.0,2018-01-01 00:00:00,2018-12-31,2018
CLAY COUNTY HOSPITAL (010073),General Short Term (Acute Care Hospitals),Governmental-County,3359829.0,4888.0,952033.0,,,,-20657.0,8398775.0,AL,837615.0,46.0,5814053.0,3297714.0,1052146.0,146217.0,4.0,16790.0,32213986.0,15761141.0,1710983.0,894243.0,,1027.0,2816.0,3931118.0,0.489264,4250794.0,2017-10-01 00:00:00,2018-09-30,2018
CLAY COUNTY HOSPITAL (141351),General Short Term (Critical Access Hospitals),Governmental-County,,2256.0,3376143.0,,,,,12481416.0,IL,2302621.0,20.0,,,2894890.0,2205194.0,,7300.0,67419810.0,25613729.0,3209948.0,2469196.0,,536.0,1655.0,13231879.0,0.379914,9896367.0,2018-03-01 00:00:00,2019-02-28,2018
CLAY COUNTY MEDICAL CENTER (171371),General Short Term (Critical Access Hospitals),Governmental-County,,3990.0,624131.0,,,,,11614870.0,KS,3830452.0,17.0,,,844330.0,224639.0,,6205.0,43039103.0,23381426.0,790522.0,3603514.0,,628.0,3176.0,2526020.0,0.54326,19623032.0,2018-01-01 00:00:00,2018-12-31,2018
CLAY COUNTY MEDICAL CORPORATION (250067),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3559457.0,7195.0,3159851.0,,,42949.0,3500.0,14537221.0,MS,5519493.0,49.0,10868702.0,3703222.0,7176798.0,1917494.0,6.0,17885.0,164320468.0,33563230.0,5916305.0,5407662.0,,1526.0,2926.0,30674119.0,0.204255,11891496.0,2017-10-01 00:00:00,2018-09-30,2018
CLAY COUNTY MEMORIAL HOSPITAL (451362),General Short Term (Critical Access Hospitals),Governmental-County,,546.0,1558686.0,,,,,3568932.0,TX,1013448.0,25.0,,,509982.0,1100178.0,,9125.0,13748248.0,7765559.0,811748.0,1072013.0,,127.0,364.0,692239.0,0.56484,-14537626.0,2017-10-01 00:00:00,2018-09-30,2018
CLEAR LAKE REG MED CTR (450617),General Short Term (Acute Care Hospitals),Proprietary-Corporation,88586456.0,153165.0,45859022.0,,,228705.0,18816.0,161283035.0,TX,12575405.0,532.0,166636839.0,79334933.0,48781250.0,39573502.0,86.0,194180.0,4471315753.0,420667124.0,58925586.0,12321820.0,,29895.0,42913.0,573055568.0,0.094081,-977036831.0,2018-01-01 00:00:00,2018-12-31,2018
CLEAR VIEW BEHAVIORAL HEALTH (064027),Psychiatric,Proprietary-Corporation,,16245.0,,,,,,7075766.0,CO,42167.0,92.0,,,,,,33580.0,32037348.0,13830603.0,,41324.0,,2017.0,3144.0,,,1460658.0,2018-01-01 00:00:00,2018-12-31,2018
CLEARFIELD HOSPITAL (390052),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3546450.0,4776.0,1060956.0,,,,-1985.0,15103974.0,PA,4090682.0,40.0,12015640.0,3549117.0,3104816.0,418649.0,,14600.0,127824723.0,36244038.0,2212997.0,4007690.0,,1143.0,2260.0,21325250.0,0.283545,30206271.0,2018-07-01 00:00:00,2019-06-30,2018
CLEARVIEW HOME CORPORATION (521990),Religious Non-Medical,Voluntary Nonprofit-Church,,302.0,,,,,,620882.0,WI,,2.0,,,,,,730.0,392579.0,1007624.0,,,,11.0,210.0,,,552223.0,2018-01-01 00:00:00,2018-12-31,2018
CLEARVIEW REGIONAL MEDICAL CENTER (110046),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4238903.0,5126.0,1536092.0,,,,-11952.0,9192299.0,GA,1601897.0,76.0,9484250.0,3931376.0,680923.0,108162.0,7.0,13832.0,172594933.0,23782758.0,10036433.0,1641778.0,,1316.0,1515.0,27933304.0,0.137795,11375575.0,2017-10-01 00:00:00,2018-03-31,2018
CLEARVISTA HEALTH & WELNESS (364052),Psychiatric,Proprietary-Partnership,,13349.0,,,,,,4185780.0,OH,70419.0,52.0,,,,,,18980.0,17045162.0,10591083.0,,69011.0,,1472.0,4823.0,,,660351.0,2018-04-01 00:00:00,2019-03-31,2018
CLEARWATER VALLEY HOSPITAL (131320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,2239.0,957779.0,,,,,11373016.0,ID,4600124.0,23.0,,,2085513.0,363157.0,,8395.0,30852507.0,18214834.0,1131727.0,4716839.0,,506.0,1752.0,4060565.0,0.590384,5034247.0,2018-07-01 00:00:00,2019-06-30,2018
CLERMONT MERCY HOSPITAL (360236),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,20253262.0,28064.0,7671511.0,,,,50925.0,37940236.0,OH,7543792.0,147.0,38397790.0,17821291.0,16464883.0,3578388.0,16.0,53599.0,548587145.0,108613096.0,19535291.0,7776187.0,,7250.0,8784.0,126539895.0,0.197987,16885133.0,2018-01-01 00:00:00,2018-12-31,2018
CLEVELAND AREA HOSPITAL (371320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2309.0,1720492.0,,,,,7231757.0,OK,1198919.0,14.0,,,609667.0,,,5110.0,22912382.0,11907212.0,3397489.0,1632402.0,,77.0,2098.0,3127000.0,0.519685,2120707.0,2018-01-01 00:00:00,2018-12-31,2018
CLEVELAND CLINIC (363304),Rehabilitation (Childrens),Proprietary-Partnership,,,,,,,,,OH,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00,2018-12-31,2018
CLEVELAND CLINIC AVON HOSPITAL (360364),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22959728.0,23511.0,3747853.0,,,47570.0,22705.0,40324547.0,OH,9949721.0,126.0,38034825.0,18192261.0,5081872.0,2311613.0,12.0,45990.0,460346022.0,111718064.0,5813565.0,9729300.0,,6483.0,10458.0,37533436.0,0.242683,7315357.0,2018-01-01 00:00:00,2018-12-31,2018
CLEVELAND CLINIC HOSPITAL (360180),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,379790437.0,371194.0,56206455.0,530755.0,,,1816856.0,2374428445.0,OH,281876648.0,1285.0,1038488835.0,356018664.0,273242824.0,40589930.0,64.0,467372.0,11318906856.0,2711662563.0,62749388.0,278091560.0,899.0,51373.0,106649.0,1285321075.0,0.239569,4933781143.0,2018-01-01 00:00:00,2018-12-31,2018
CLEVELAND CLINIC REHABILITATION HOSP (363038),Rehabilitation,Proprietary-Corporation,,42340.0,,,,,,26457514.0,OH,12358.0,180.0,26203201.0,,,,,65700.0,131529859.0,58027529.0,,12111.0,,3057.0,20093.0,,,153163194.0,2018-09-01 00:00:00,2019-08-31,2018
CLEVELAND EMERGENCY HOSPITAL (670115),General Short Term (Acute Care Hospitals),Proprietary-Corporation,389972.0,271.0,5421.0,,,3900.0,,13445719.0,TX,1538165.0,16.0,13488419.0,364206.0,828937.0,5421.0,,2870.0,531482275.0,35162827.0,,1507400.0,,67.0,69.0,,0.06616,6487030.0,2018-01-01 00:00:00,2018-12-31,2018
CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5047734.0,14290.0,1169015.0,,,50540.0,22587.0,33670836.0,NY,4463779.0,77.0,20737131.0,4599590.0,17820953.0,1125766.0,6.0,28105.0,136591463.0,52751061.0,123567.0,4374264.0,,1938.0,3526.0,37240651.0,0.386196,15304508.0,2018-01-01 00:00:00,2018-12-31,2018
CLIFTON-FINE HOSPITAL (331307),Critical Access Hospitals,Voluntary Nonprofit-Other,,5460.0,156582.0,,,,,4253124.0,NY,787695.0,20.0,,,3167740.0,8759.0,,7300.0,6752341.0,7262095.0,137447.0,607559.0,,40.0,210.0,2685509.0,1.075493,2533880.0,2018-01-01 00:00:00,2018-12-31,2018
CLINCH MEMORIAL HOSPITAL (111308),General Short Term (Critical Access Hospitals),Governmental-City-County,,2562.0,1365284.0,,,,,5359027.0,GA,1599675.0,15.0,,,760208.0,299936.0,,5475.0,16919183.0,12130901.0,1615452.0,1726916.0,,170.0,1837.0,1425780.0,0.716991,13256000.0,2018-07-01 00:00:00,2019-06-30,2018
CLINCH VALLEY MEDICAL CENTER (490060),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9297598.0,11962.0,2894042.0,,,,100412.0,37188973.0,VA,7620768.0,151.0,24269004.0,8000626.0,8078955.0,496379.0,12.0,55115.0,507639264.0,55636805.0,20332468.0,7726955.0,,3348.0,4733.0,88960961.0,0.109599,14863184.0,2017-12-01 00:00:00,2018-11-30,2018
CLINTON MEMORIAL HOSPITAL (360175),General Short Term (Acute Care Hospitals),Proprietary-Corporation,10422219.0,10579.0,2997901.0,,,,-19471.0,25228612.0,OH,8209952.0,75.0,24925093.0,9477084.0,12374308.0,282214.0,6.0,27375.0,246679589.0,81375309.0,8182031.0,8420629.0,,3071.0,3717.0,50366393.0,0.329883,63344360.0,2018-01-01 00:00:00,2018-12-31,2018
CLOUD COUNTY HEALTH CENTER (171349),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1711.0,533448.0,,,,,8169332.0,KS,2615431.0,22.0,,,377363.0,147641.0,,8030.0,22647247.0,14973198.0,599699.0,2772559.0,,333.0,1486.0,1345565.0,0.661149,1512200.0,2017-10-01 00:00:00,2018-09-30,2018
CLOVIS COMMUNITY MEDICAL CENTER (050492),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,54107728.0,73355.0,5090465.0,,,534664.0,-314283.0,128931080.0,CA,28200583.0,208.0,130061749.0,48546013.0,56837186.0,2682129.0,24.0,75920.0,1827242533.0,323016570.0,11724806.0,28160652.0,3.72,15769.0,22232.0,366480623.0,0.176778,351284543.0,2018-09-01 00:00:00,2019-08-31,2018
CMH OF SAN BUENAVENTURA (050394),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,52950543.0,50701.0,2358015.0,,,,-49253.0,150786000.0,CA,27805854.0,201.0,133027454.0,46141101.0,,1737633.0,21.0,73365.0,1421944625.0,328964490.0,1965967.0,27450253.0,65.0,11698.0,12651.0,,0.231348,415833741.0,2018-01-01 00:00:00,2018-12-31,2018
CO. MENTAL HEALTH INST -  PUEBLO (064001),Psychiatric,Governmental-State,,156398.0,,,,,,65783943.0,CO,2198155.0,452.0,,,,,,164950.0,111751782.0,128980879.0,,612181.0,0.72,979.0,5322.0,,,-13629519.0,2018-07-01 00:00:00,2019-06-30,2018
COAL COUNTY GENERAL HOSPITAL (371319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1554.0,207211.0,,,,,3373082.0,OK,1733607.0,20.0,,,191973.0,75244.0,,7300.0,13560727.0,7813413.0,338407.0,1811285.0,,297.0,1330.0,487004.0,0.57618,897958.0,2018-07-01 00:00:00,2019-06-30,2018
COAST PLAZA HOSPITAL (050771),General Short Term (Acute Care Hospitals),Proprietary-Corporation,11884491.0,10857.0,1859861.0,,,,5593.0,18914936.0,CA,920176.0,117.0,18304807.0,11226321.0,,883127.0,7.0,42705.0,241144350.0,35853155.0,5904636.0,952739.0,,2401.0,4271.0,,0.148679,80087656.0,2018-01-01 00:00:00,2018-12-31,2018
COASTAL CAROLINA MEDICAL CENTER (420101),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7370715.0,10330.0,4838559.0,,,,-4520.0,16861394.0,SC,5440044.0,41.0,17371895.0,6476243.0,6074383.0,2406828.0,4.0,14965.0,382423116.0,47217278.0,18904415.0,5430228.0,,2916.0,3852.0,51016766.0,0.123469,21665781.0,2018-01-01 00:00:00,2018-12-31,2018
COASTAL HARBOR TREATMENT CENTER (114008),Psychiatric,Proprietary-Corporation,,20975.0,,,,,,14304916.0,GA,57666.0,96.0,,,,,,35040.0,82589920.0,22242000.0,,56514.0,,3566.0,2998.0,,,-2913485.0,2018-01-01 00:00:00,2018-12-31,2018
COBALT REHABILITATION HOSPITAL (033039),Rehabilitation,Proprietary-Corporation,,9502.0,,,,,,5456776.0,AZ,110.0,40.0,,,,,,14600.0,34858792.0,12990121.0,,108.0,,882.0,6879.0,,,7257777.0,2018-01-01 00:00:00,2018-12-31,2018
COBALT REHABILITATION HOSPITAL (193098),Rehabilitation,Proprietary-Corporation,,8118.0,,,,,,3954061.0,LA,89.0,60.0,,,,,,21900.0,27499702.0,12207991.0,,87.0,,539.0,3353.0,,,14318859.0,2018-01-01 00:00:00,2018-12-31,2018
COBB HOSPITAL AND MEDICAL CENTER (110143),General Short Term (Acute Care Hospitals),Governmental-Other,56852017.0,94690.0,63349719.0,,,,-314535.0,141908901.0,GA,15299366.0,367.0,145542157.0,50250114.0,37433585.0,52215311.0,26.0,133955.0,2281886539.0,407724634.0,59894817.0,15287106.0,0.25,18504.0,23536.0,311669011.0,0.178679,159520046.0,2018-07-01 00:00:00,2019-06-30,2018
COBRE VALLEY REG. MEDICAL CENTER (031314),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,5587.0,1389388.0,,,,,21373443.0,AZ,3286883.0,25.0,,,14382500.0,4527.0,4.0,9125.0,138931233.0,48380729.0,3976000.0,3693633.0,,1588.0,2258.0,37093500.0,0.348235,41007162.0,2018-01-01 00:00:00,2018-12-31,2018
COCHRAN MEMORIAL HOSPITAL (451366),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,38.0,67815.0,,,,,2193411.0,TX,289007.0,18.0,,,145983.0,11444.0,,6570.0,1064144.0,3752930.0,15984.0,220769.0,,14.0,28.0,145983.0,3.526713,350001.0,2017-10-01 00:00:00,2018-09-30,2018
COFFEE REGIONAL MEDICAL CENTER (110089),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11143482.0,17537.0,10736568.0,,,,22436.0,51805846.0,GA,7280357.0,86.0,29640579.0,10044788.0,9080996.0,6909438.0,10.0,31390.0,347121343.0,71971191.0,17907121.0,7428016.0,,4801.0,6464.0,48294707.0,0.207337,62001296.0,2018-01-01 00:00:00,2018-12-31,2018
COFFEY COUNTY HOSPITAL (171385),General Short Term,Governmental-County,,1749.0,928487.0,,,,,14056002.0,KS,1772128.0,25.0,,,2288671.0,13638.0,,9125.0,38135947.0,23091448.0,1598771.0,2029936.0,,371.0,1428.0,3814993.0,0.605503,6920030.0,2018-01-01 00:00:00,2018-12-31,2018
COFFEYVILLE REG MEDICAL CENTER  INC. (170145),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5532225.0,4320.0,1304742.0,,,,12614.0,20184904.0,KS,5442173.0,47.0,12037416.0,5640105.0,4531197.0,625792.0,7.0,17155.0,99117693.0,35800949.0,1888165.0,5487721.0,,1446.0,2307.0,14415754.0,0.361196,8749845.0,2018-01-01 00:00:00,2018-12-31,2018
COLEMAN COUNTY MEDICAL CENTER (451347),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,2938.0,1871043.0,,,,,5068018.0,TX,819871.0,25.0,,,534940.0,1475411.0,,9125.0,19710796.0,10548117.0,797060.0,653825.0,,530.0,2439.0,2046380.0,0.535144,1037555.0,2017-10-01 00:00:00,2018-09-30,2018
COLISEUM MEDICAL CENTERS (110164),General Short Term (Acute Care Hospitals),Proprietary-Corporation,48996637.0,55736.0,12522125.0,,,115189.0,-85630.0,61904156.0,GA,13587378.0,179.0,57549136.0,43732819.0,26113579.0,10384991.0,28.0,65502.0,1454075081.0,172857228.0,15022052.0,13692162.0,34.93,10985.0,18318.0,194582648.0,0.118878,20104969.0,2018-07-01 00:00:00,2019-06-30,2018
