Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
ASHLEY REGIONAL MEDICAL CENTER (460030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4821613.0,1366100.0,0.189193,2.0,34610789.0,,4216724.0,11693644.0,,182938923.0,39.0,4122.0,3431767.0,16465790.0,14235.0,1524.0,4494728.0,2022-01-31,UT,1032.0,3414893.0,4.0,499549.0,34930.0,2021-02-01 00:00:00,,,13849030.0,-215478755.0,36403960.0,214.03,35.0,2021
ASHTABULA COUNTY MEDICAL CENTER (360125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15254427.0,2614818.0,0.264049,2.0,116326182.0,,16735050.0,19851921.0,,440547198.0,105.0,18232.0,17751290.0,62658068.0,38325.0,4823.0,6116408.0,2021-12-31,OH,6919.0,17285130.0,9.0,925001.0,46123.0,2021-01-01 00:00:00,,,44198003.0,60666868.0,90085373.0,764.0,96.0,2021
ASOCIACION HOSPITAL DEL MAESTRO  INC (400004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1293328.0,14896.0,0.624005,1.0,17341377.0,,1723012.0,,,27790456.0,125.0,13420.0,126351.0,7406041.0,45625.0,2266.0,42561.0,2022-06-30,PR,1615.0,126636.0,11.0,,,2021-07-01 00:00:00,,,7438441.0,33625906.0,,239.0,114.0,2021
ASPEN HILLS HEALTHCARE CENTER (314023),Psychiatric,Proprietary-Corporation,,,,1.0,21341392.0,,,,,28084793.0,30.0,8977.0,,8390996.0,10950.0,377.0,,2021-12-31,NJ,1611.0,,,,,2021-01-01 00:00:00,,,4382788.0,2979792.0,,33.3,30.0,2021
ASPEN VALLEY HOSPITAL DISTRICT (061324),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,2912466.0,0.555172,2.0,82916454.0,,,2756395.0,,149352862.0,25.0,2575.0,15423825.0,39884014.0,9125.0,523.0,3211348.0,2021-12-31,CO,1087.0,14334869.0,4.0,1132301.0,,2021-01-01 00:00:00,,,,75133183.0,11016900.0,415.09,21.0,2021
ASPIRE HEALTH PARTNERS INC (104067),Psychiatric,Voluntary Nonprofit-Other,,,,1.0,73462268.0,,,,,172749596.0,90.0,14795.0,,47743519.0,32850.0,2589.0,,2022-06-30,FL,2413.0,,,,,2021-07-01 00:00:00,,,,15030019.0,,1022.0,90.0,2021
ASPIRE HOSPITAL  LLC (670093),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,2030.0,0.239639,1.0,10945318.0,,,21014.0,,45674283.0,6.0,,1503415.0,4659602.0,2190.0,,8472.0,2021-12-31,TX,,1503393.0,,,,2021-01-01 00:00:00,,,3255982.0,817686.0,128901.0,61.46,6.0,2021
ASPIRUS EAGLE RIVER HOSPITAL (521300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,459183.0,0.362404,2.0,13704393.0,,,1334247.0,,37815237.0,14.0,2110.0,1288132.0,6786187.0,5110.0,332.0,671565.0,2022-06-30,WI,1084.0,1322144.0,,216134.0,,2021-07-01 00:00:00,,,,6783376.0,1932.0,57.2,14.0,2021
ASPIRUS IRON RIVER HOSPITAL & CLINIC (231318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,643145.0,0.430756,2.0,34522877.0,,,3118291.0,,80144779.0,25.0,1981.0,2926843.0,12897422.0,9125.0,475.0,830004.0,2022-06-30,MI,811.0,2680202.0,3.0,302498.0,,2021-07-01 00:00:00,,,10488841.0,27475241.0,15724716.0,135.45,22.0,2021
ASPIRUS IRONWOOD HOSPITAL (231333),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,924938.0,0.36511,2.0,56912398.0,,,7713260.0,,155877211.0,25.0,3930.0,4219780.0,24112012.0,9125.0,764.0,1192584.0,2022-06-30,MI,1447.0,4232672.0,5.0,493277.0,,2021-07-01 00:00:00,,,13755844.0,33372574.0,33640059.0,197.15,20.0,2021
ASPIRUS KEWEENAW HOSPITAL (231319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,593209.0,0.448286,2.0,51539896.0,,,7307260.0,,114971131.0,25.0,4155.0,2836764.0,22786457.0,9125.0,878.0,428297.0,2022-06-30,MI,1238.0,2431898.0,5.0,437687.0,,2021-07-01 00:00:00,,,10513806.0,28683349.0,25676230.0,172.98,20.0,2021
ASPIRUS LANGLADE HOSPITAL (521350),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1509991.0,0.370644,2.0,79990878.0,,,9232654.0,,215815792.0,25.0,4882.0,5122831.0,35241248.0,9125.0,1019.0,2347006.0,2022-06-30,WI,1721.0,5125649.0,4.0,668779.0,,2021-07-01 00:00:00,,,,35615213.0,35837885.0,337.83,21.0,2021
ASPIRUS MEDFORD HOSPITAL AND CLINICS (521324),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1356571.0,0.445919,2.0,70314443.0,,,10658889.0,,157684207.0,25.0,3999.0,3727231.0,32810381.0,9125.0,820.0,1452743.0,2022-06-30,WI,1189.0,3506473.0,,774933.0,,2021-07-01 00:00:00,,,,24356333.0,27483452.0,303.3,25.0,2021
ASPIRUS MERRILL HOSPITAL (521339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,381801.0,0.445819,2.0,17579820.0,,,2497515.0,,39432631.0,12.0,1744.0,1400052.0,7907667.0,4380.0,344.0,877309.0,2022-06-30,WI,597.0,1454317.0,,,,2021-07-01 00:00:00,,,,7426912.0,7872183.0,58.36,12.0,2021
ASPIRUS ONTONAGON HOSPITAL (231309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,141178.0,0.594677,2.0,12470892.0,,,1669465.0,,20970874.0,18.0,931.0,1510643.0,4783484.0,6570.0,81.0,269292.0,2022-06-30,MI,542.0,1523113.0,,,,2021-07-01 00:00:00,,,4322559.0,6502734.0,3748505.0,61.89,18.0,2021
ASPIRUS RHINELANDER HOSPITAL (520019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8709393.0,1829842.0,0.29985,2.0,108110360.0,,8433454.0,21724024.0,,360548341.0,42.0,9866.0,10708660.0,72242242.0,15330.0,2736.0,2646996.0,2022-06-30,WI,3574.0,10457328.0,20.0,1004602.0,22334.0,2021-07-01 00:00:00,0.62,22752.0,30249735.0,40028768.0,46493051.0,335.1,22.0,2021
ASPIRUS RIVERVIEW HOSPITAL & CLINICS (520033),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6173969.0,1733897.0,0.340752,2.0,126209732.0,,6560817.0,15074786.0,,370385353.0,44.0,11181.0,7149378.0,49171593.0,16060.0,2278.0,1637006.0,2022-06-30,WI,2960.0,7167525.0,6.0,1170314.0,13344.0,2021-07-01 00:00:00,,70470.0,32676642.0,52005256.0,64287729.0,402.38,38.0,2021
ASPIRUS STANLEY HOSPITAL (521311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,986924.0,0.552676,2.0,17615364.0,,,1806168.0,,31872874.0,24.0,1257.0,1309113.0,6486916.0,8760.0,170.0,1806168.0,2022-06-30,WI,660.0,1705542.0,,,,2021-07-01 00:00:00,,,,18543490.0,5695695.0,54.03,24.0,2021
ASPIRUS STEVENS POINT HOSPITAL (520002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7232861.0,2778546.0,0.367901,2.0,126015188.0,,8555486.0,18587224.0,,342525021.0,82.0,11342.0,9717692.0,53222839.0,29930.0,3349.0,4487380.0,2022-06-30,WI,1464.0,9770753.0,13.0,1141887.0,28085.0,2021-07-01 00:00:00,,,30840239.0,64562072.0,53190468.0,519.39,69.0,2021
ASPIRUS TOMAHAWK HOSPITAL (521313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,553376.0,0.425639,2.0,13869375.0,,,856188.0,,32584793.0,15.0,1393.0,1120591.0,5685320.0,5475.0,332.0,788188.0,2022-06-30,WI,673.0,1268024.0,,228709.0,,2021-07-01 00:00:00,,,,10926999.0,3005485.0,58.45,15.0,2021
ASPIRUS WAUSAU HOSPITAL (520030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,55508120.0,5812879.0,0.291099,2.0,492910180.0,,60936262.0,34475772.0,,1693275965.0,210.0,71180.0,31929709.0,179990382.0,76650.0,11600.0,4123785.0,2022-06-30,WI,19945.0,32233896.0,48.0,4487003.0,45753.0,2021-07-01 00:00:00,15.31,,125383102.0,231050530.0,218957518.0,8922.34,162.0,2021
ASSURANCE  HEALTH HUDSON (364059),Psychiatric,Proprietary-Corporation,,,,1.0,6064305.0,,,,,10012800.0,22.0,5740.0,,2525224.0,8030.0,352.0,,2021-12-31,OH,3262.0,,,,,2021-01-01 00:00:00,,,,,,39.8,22.0,2021
ASSURANCE HEALTH - CINCINNATI (364056),Psychiatric,Proprietary-Corporation,,,,1.0,7330718.0,,,,,11321394.0,42.0,6873.0,,2699718.0,15330.0,479.0,,2021-12-31,OH,3728.0,,,,,2021-01-01 00:00:00,,,,2367127.0,,33.8,42.0,2021
ASSURANCE HEALTH INDIANAPOLIS (154064),Psychiatric,Proprietary-Corporation,,,,1.0,11754917.0,,,,,21705601.0,43.0,13516.0,,5785337.0,15695.0,807.0,,2021-12-31,IN,10284.0,,,,,2021-01-01 00:00:00,,,,5676914.0,,60.0,43.0,2021
ASTRIA SUNNYSIDE HOSPITAL (501330),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5217250.0,0.325575,2.0,87146025.0,,,,,267667996.0,25.0,6981.0,2655015.0,27814397.0,9125.0,1478.0,13892282.0,2021-12-31,WA,2250.0,3143139.0,7.0,682408.0,,2021-01-01 00:00:00,,,,-30728399.0,,305.02,18.0,2021
ATCHISON HOSPITAL ASSOCIATION (171382),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,912495.0,0.401768,2.0,42172435.0,,,2088761.0,,104967058.0,25.0,3701.0,3063281.0,24861746.0,9125.0,1383.0,2079081.0,2021-09-30,KS,1897.0,2601033.0,,105806.0,,2020-10-01 00:00:00,,,,28604963.0,12354620.0,224.31,25.0,2021
ATHENS LIMESTONE (010079),General Short Term (Acute Care Hospitals),Governmental-Other,9924799.0,4572767.0,0.234636,1.0,88246884.0,,11710749.0,3866090.0,,376100481.0,66.0,14794.0,5602411.0,39135310.0,24090.0,3689.0,16721120.0,2022-06-30,AL,4492.0,5510754.0,10.0,616321.0,-8367.0,2021-07-01 00:00:00,,116433.0,36040892.0,24623682.0,31491520.0,600.55,56.0,2021
ATHENS REGIONAL MEDICAL CENTER (440068),General Short Term (Acute Care Hospitals),Proprietary-Corporation,6235594.0,5486620.0,0.114,2.0,60881246.0,,6520128.0,6521090.0,,534044455.0,172.0,9673.0,5876534.0,30116217.0,62780.0,2191.0,16126636.0,2021-09-30,TN,2610.0,5695578.0,5.0,3499934.0,27695.0,2020-10-01 00:00:00,,,21797469.0,-137298068.0,82154272.0,424.42,167.0,2021
ATHOL MEMORIAL HOSPITAL (221303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,616108.0,0.449158,1.0,34502350.0,,,6620183.0,,76815675.0,21.0,3711.0,3168251.0,9786794.0,7665.0,355.0,1213819.0,2021-09-30,MA,2594.0,2765172.0,,102623.0,,2020-10-01 00:00:00,,,,14878611.0,15187699.0,156.51,21.0,2021
ATLANTA MEDICAL CENTER (110115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32264454.0,82645608.0,0.199182,1.0,401084074.0,,40017127.0,40580705.0,,2013656758.0,466.0,74981.0,4130247.0,146991135.0,170090.0,11390.0,67525473.0,2022-06-30,GA,9133.0,4656193.0,75.0,68958025.0,-21398.0,2021-07-01 00:00:00,73.7,96468.0,141452295.0,164367067.0,407016971.0,1563.5,358.0,2021
ATLANTIC GENERAL HOSPITAL (210061),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,21473926.0,,0.549088,1.0,68603599.0,,23438543.0,16010197.0,,124940993.0,62.0,12097.0,23043310.0,67256935.0,22630.0,2584.0,,2022-06-30,MD,6965.0,10056016.0,6.0,,,2021-07-01 00:00:00,,,36466939.0,71698326.0,17635628.0,776.23,56.0,2021
ATLANTIC REHABILITATION INSTITUTE (313038),Rehabilitation,Proprietary-Partnership,,-731.0,0.423647,1.0,18175916.0,,,,,42903454.0,38.0,12511.0,,9081216.0,13870.0,985.0,,2021-12-31,NJ,7530.0,,,,,2021-01-01 00:00:00,,,8516589.0,24092837.0,,113.2,38.0,2021
ATLANTICARE REGIONAL MEDICAL CENTER (310064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,105545532.0,26508215.0,0.163132,1.0,590052107.0,,114964867.0,103047651.0,,3617032862.0,540.0,127462.0,37912966.0,258806233.0,197100.0,25581.0,28706889.0,2021-12-31,NJ,37692.0,37571699.0,60.0,21164395.0,-277254.0,2021-01-01 00:00:00,73.04,,242767666.0,569787765.0,744507341.0,3375.15,470.0,2021
ATMORE COMMUNITY HOSPITAL (010169),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1484932.0,3186452.0,0.302212,2.0,21905983.0,,1678815.0,923546.0,,72485410.0,49.0,5598.0,681131.0,12128451.0,17885.0,905.0,10444299.0,2021-09-30,AL,1148.0,622454.0,6.0,28410.0,14444.0,2020-10-01 00:00:00,,,10310365.0,4306180.0,7182074.0,193.17,43.0,2021
ATOKA MEMORIAL HOSPITAL (371300),General Short Term (Critical Access Hospitals),Governmental-City-County,,1188256.0,0.489186,2.0,12739125.0,,,730867.0,,26041472.0,25.0,6203.0,1357490.0,5793077.0,9125.0,436.0,2325216.0,2021-12-31,OK,4072.0,976045.0,,61624.0,,2021-01-01 00:00:00,,,,21414642.0,2916291.0,109.35,25.0,2021
ATRIUM HEALTH ANSON (340084),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2393192.0,2796863.0,0.176423,2.0,18617687.0,,1796260.0,3350845.0,,105528539.0,15.0,1873.0,1247348.0,10668434.0,5475.0,609.0,3700848.0,2021-12-31,NC,559.0,1170634.0,,2101681.0,,2021-01-01 00:00:00,,,7925183.0,2268059.0,23287825.0,142.51,15.0,2021
ATRIUM HEALTH CABARRUS (340001),General Short Term (Acute Care Hospitals),Governmental-Hospital District,76694539.0,35303559.0,0.18242,1.0,544118674.0,,83856700.0,61676016.0,,2982787502.0,447.0,133256.0,32001039.0,244143849.0,163155.0,27471.0,61025819.0,2021-12-31,NC,32065.0,31194604.0,35.0,23777141.0,-213736.0,2021-01-01 00:00:00,26.81,200567.0,182200048.0,101509966.0,387679240.0,2746.66,398.0,2021
ATRIUM HEALTH CLEVELAND (340021),General Short Term (Acute Care Hospitals),Governmental-Hospital District,31167086.0,23052612.0,0.191488,2.0,264459755.0,,34340616.0,38250493.0,,1381081011.0,308.0,65880.0,18815994.0,117234901.0,112420.0,13653.0,39017121.0,2021-12-31,NC,16586.0,17641437.0,57.0,15146320.0,-11799.0,2021-01-01 00:00:00,,,90037987.0,10553756.0,241193911.0,1676.82,251.0,2021
ATRIUM HEALTH LINCOLN (340145),General Short Term (Acute Care Hospitals),Governmental-Hospital District,16217262.0,9845150.0,0.166361,2.0,110770294.0,,17944023.0,15065952.0,,665843616.0,101.0,24554.0,8262831.0,50914583.0,36865.0,5212.0,20236690.0,2021-12-31,NC,6589.0,7798699.0,10.0,6320128.0,130757.0,2021-01-01 00:00:00,,,39159143.0,4466149.0,101474390.0,600.15,91.0,2021
ATRIUM HEALTH NAVICENT BALDWIN (110150),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3696005.0,3007950.0,0.294704,2.0,27774248.0,,3784157.0,4277852.0,,94244676.0,86.0,6699.0,1761561.0,10443559.0,15738.0,1476.0,4801970.0,2021-07-02,GA,1762.0,1645292.0,12.0,1578971.0,,2021-01-01 00:00:00,,,11639255.0,29633659.0,14429903.0,154.61,74.0,2021
ATRIUM HEALTH NAVICENT BALDWIN (110150),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3380282.0,3252412.0,0.305427,2.0,30210927.0,,3526289.0,3319749.0,,98913640.0,86.0,7739.0,1519484.0,11179065.0,15652.0,1625.0,4484797.0,2021-12-31,GA,1840.0,1472698.0,12.0,1877794.0,,2021-07-03 00:00:00,,,10944086.0,25034769.0,16874815.0,168.6,74.0,2021
ATRIUM HEALTH NAVICENT PEACH (111310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2791902.0,0.265498,1.0,17655580.0,,,3581902.0,,66499810.0,25.0,6710.0,750806.0,8389251.0,9125.0,1181.0,6801641.0,2021-12-31,GA,1486.0,254156.0,,981731.0,,2021-01-01 00:00:00,,,,3618972.0,9042394.0,139.19,25.0,2021
ATRIUM HEALTH PINEVILLE (340098),General Short Term (Acute Care Hospitals),Governmental-Hospital District,49550698.0,21411169.0,0.164912,1.0,347326356.0,,57360504.0,27659823.0,,2106134999.0,362.0,86455.0,27313839.0,145850322.0,132130.0,17339.0,46919174.0,2021-12-31,NC,24879.0,27012016.0,34.0,13419325.0,-427351.0,2021-01-01 00:00:00,2.38,562805.0,107480938.0,20117252.0,180525239.0,1872.82,318.0,2021
ATRIUM HEALTH STANLY (340119),General Short Term (Acute Care Hospitals),Governmental-Hospital District,11353494.0,6846424.0,0.184038,1.0,86598683.0,,12765607.0,11937759.0,,470548805.0,97.0,17218.0,5906445.0,42462200.0,35405.0,3829.0,11904540.0,2021-12-31,NC,5266.0,5673920.0,10.0,4443300.0,53361.0,2021-01-01 00:00:00,,93239.0,31204726.0,3392854.0,72618646.0,563.26,87.0,2021
ATRIUM HEALTH UNION (340130),General Short Term (Acute Care Hospitals),Governmental-Hospital District,27856914.0,17040004.0,0.179917,1.0,206871882.0,,31268892.0,23367282.0,,1149821220.0,182.0,49569.0,17292012.0,88966349.0,66430.0,8954.0,29310548.0,2021-12-31,NC,13485.0,16843660.0,14.0,11450954.0,83134.0,2021-01-01 00:00:00,4.92,,67743135.0,9473584.0,151432872.0,1167.96,164.0,2021
ATRIUM HEALTH UNIVERSITY CITY (340166),General Short Term (Acute Care Hospitals),Governmental-Hospital District,13333749.0,19570637.0,0.154765,1.0,164626130.0,,15816234.0,24493741.0,,1063719311.0,100.0,38017.0,9890107.0,75991043.0,36500.0,7177.0,42757815.0,2021-12-31,NC,6297.0,9525196.0,8.0,12705991.0,38882.0,2021-01-01 00:00:00,,,58175633.0,6526142.0,167322660.0,996.16,84.0,2021
ATRIUM MEDICAL CENTER (360076),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22728146.0,5745130.0,0.210489,1.0,215543737.0,,25071300.0,28622250.0,,1024012067.0,246.0,34194.0,12741518.0,68923173.0,89790.0,8527.0,20051871.0,2021-12-31,OH,8078.0,12527303.0,28.0,1376749.0,40650.0,2021-01-01 00:00:00,,,70130953.0,304623080.0,192949760.0,892.83,218.0,2021
ATRIUM MEDICAL CENTER (452114),General Long Term,Proprietary-Partnership,,,,1.0,6905570.0,,,,,60477824.0,68.0,4449.0,,1897407.0,24820.0,187.0,,2021-09-30,TX,2451.0,,,,,2020-10-01 00:00:00,,,,12616915.0,,38.19,68.0,2021
ATRIUM MEDICAL CENTER AT CORINTH (452111),General Long Term,Proprietary-Partnership,,,,1.0,46231534.0,,,,,220116119.0,18.0,4455.0,10090510.0,7453030.0,6570.0,144.0,,2021-11-30,TX,2542.0,10090509.0,,,,2020-12-01 00:00:00,,,,10630197.0,,100.22,18.0,2021
AU MEDICAL CENTER  INC (110034),General Short Term (Acute Care Hospitals),Governmental-State,96128729.0,50967750.0,0.210477,1.0,773854194.0,,101489014.0,46014138.0,,3676664018.0,490.0,142915.0,47298841.0,251493898.0,179051.0,20662.0,48814253.0,2022-06-30,GA,20972.0,47019270.0,64.0,40409992.0,-120074.0,2021-07-01 00:00:00,562.43,893236.0,221929710.0,205632474.0,256479729.0,3710.35,345.0,2021
AUBURN MEMORIAL HOSPITAL (330235),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18215698.0,1716580.0,0.345113,2.0,117121605.0,,20107408.0,14929696.0,,339371718.0,85.0,20065.0,6851117.0,52977332.0,31025.0,4893.0,3469727.0,2021-12-31,NY,8087.0,6853871.0,,518142.0,80939.0,2021-01-01 00:00:00,,,43927631.0,50541629.0,73028907.0,690.0,71.0,2021
AUDUBON COUNTY MEMORIAL HOSPITAL (161330),General Short Term (Critical Access Hospitals),Governmental-County,,71772.0,0.898002,2.0,13986874.0,,,1431810.0,,15575555.0,17.0,664.0,3007784.0,6697508.0,6205.0,76.0,87250.0,2022-06-30,IA,454.0,3161612.0,,12796.0,,2021-07-01 00:00:00,,,,7222679.0,1913826.0,72.89,17.0,2021
AUGUSTA MEDICAL CENTER (490018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39665282.0,10491666.0,0.236122,2.0,291089081.0,,42782482.0,27549347.0,,1232793085.0,220.0,39943.0,41914996.0,122743941.0,74243.0,8969.0,14578711.0,2021-12-31,VA,14276.0,41571489.0,14.0,6949100.0,74512.0,2021-01-01 00:00:00,,,109564776.0,-114184282.0,162358029.0,1476.68,206.0,2021
AULTMAN HOSPITAL (360084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,56116602.0,10956823.0,0.277241,2.0,488534222.0,,63381045.0,50846832.0,,1762126838.0,386.0,96234.0,30450302.0,200890134.0,140890.0,20087.0,24192735.0,2021-12-31,OH,17633.0,30390520.0,20.0,4178589.0,-236005.0,2021-01-01 00:00:00,76.98,583981.0,178885550.0,107562714.0,255216704.0,3033.99,322.0,2021
AULTMAN ORRVILLE HOSPITAL (361323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1181263.0,0.370211,2.0,45195531.0,,,3796933.0,,122080592.0,25.0,3550.0,1996430.0,26393484.0,9125.0,1669.0,2270562.0,2021-12-31,OH,475.0,1571602.0,,342578.0,,2021-01-01 00:00:00,,,,-6601469.0,16228865.0,279.67,25.0,2021
AULTMAN SPECIALTY HOSPITAL (362032),General Long Term,Voluntary Nonprofit-Other,,,,1.0,5248202.0,,,,,10577786.0,30.0,3025.0,,2528258.0,10950.0,147.0,,2021-09-30,OH,747.0,,,,,2020-10-01 00:00:00,,,,860842.0,,35.27,30.0,2021
AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),General Short Term (Acute Care Hospitals),Proprietary-Individual,6202665.0,1551327.0,0.397597,2.0,78059498.0,,6196693.0,7169743.0,,196328186.0,53.0,6988.0,7255291.0,32195848.0,19345.0,1509.0,3585933.0,2021-12-31,NY,3549.0,7130594.0,,136269.0,17255.0,2021-01-01 00:00:00,,15449.0,26545414.0,38781543.0,34120794.0,449.66,53.0,2021
AURORA BAYCARE MEDICAL CENTER (520193),General Short Term (Acute Care Hospitals),Proprietary-Corporation,22993877.0,5700435.0,0.253946,1.0,376310382.0,,25353421.0,25265390.0,,1481850111.0,169.0,46515.0,29909403.0,125536710.0,61685.0,8737.0,10022400.0,2021-12-31,WI,9344.0,29399012.0,26.0,3030057.0,116685.0,2021-01-01 00:00:00,,193774.0,101659173.0,172147289.0,173739607.0,1395.83,125.0,2021
AURORA BEHAVIORAL  HEALTHCARE-TEMPE (034028),Psychiatric,Proprietary-Corporation,,,,1.0,35016329.0,,,,,65947445.0,138.0,38606.0,72881.0,18592075.0,50370.0,4400.0,,2021-12-31,AZ,1143.0,72881.0,,,,2021-01-01 00:00:00,,,,4507583.0,,286.6,138.0,2021
AURORA BHS OF ARIZONA (034024),Psychiatric,Proprietary-Corporation,,,,1.0,27989588.0,,,,,51254375.0,100.0,30853.0,149304.0,13971747.0,36500.0,3893.0,,2021-12-31,AZ,1414.0,149304.0,,,,2021-01-01 00:00:00,,,,3372944.0,,207.72,100.0,2021
AURORA CHARTER OAK BHS (054069),Psychiatric,Proprietary-Corporation,,,,1.0,43329541.0,,,,,83209939.0,134.0,47577.0,1168099.0,21737907.0,48910.0,6516.0,,2021-12-31,CA,5162.0,1042499.0,,,,2021-01-01 00:00:00,,,,27900359.0,,336.36,134.0,2021
AURORA HEALTH CARE METRO  INC. (520138),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,169764420.0,25527653.0,0.189377,2.0,1319379413.0,,181881873.0,154328146.0,,6966932337.0,915.0,225126.0,96459704.0,457948811.0,333975.0,32981.0,40583039.0,2021-12-31,WI,56063.0,93907080.0,84.0,16791968.0,-92194.0,2021-01-01 00:00:00,158.26,1679736.0,423562571.0,466603662.0,1340741194.0,5620.39,722.0,2021
AURORA LAKELAND MEDICAL CENTER (520102),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7390700.0,2069135.0,0.226697,2.0,61563996.0,,8222736.0,7414758.0,,271569702.0,54.0,10690.0,4185827.0,22075115.0,19710.0,2428.0,2923817.0,2021-12-31,WI,3379.0,4113009.0,12.0,1365652.0,12712.0,2021-01-01 00:00:00,1.33,81793.0,22447118.0,11914370.0,41837737.0,260.54,42.0,2021
AURORA LAS ENCINAS BHS (054078),Psychiatric,Proprietary-Corporation,,,,1.0,26065151.0,,,,,65313060.0,118.0,31558.0,379458.0,16216694.0,43070.0,3295.0,,2021-12-31,CA,4301.0,360559.0,,,,2021-01-01 00:00:00,,,,8948636.0,,248.87,118.0,2021
AURORA MED CTR OF MANITOWOC COUNTY (520034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6662784.0,1200412.0,0.216327,2.0,60326224.0,,7207843.0,5597002.0,,278865865.0,69.0,7832.0,4540309.0,19229989.0,25185.0,2128.0,2437510.0,2021-12-31,WI,2030.0,4439941.0,6.0,636895.0,56355.0,2021-01-01 00:00:00,,22554.0,20455167.0,11711232.0,35984228.0,247.43,63.0,2021
AURORA MEDICAL CENTER - BAY AREA (520113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8410924.0,2115584.0,0.215962,2.0,93270663.0,,9039244.0,5707941.0,,431885250.0,55.0,12220.0,11216567.0,33957521.0,20075.0,2883.0,4804374.0,2021-12-31,WI,3754.0,11222644.0,10.0,1035237.0,103451.0,2021-01-01 00:00:00,,,30666103.0,104857282.0,58084806.0,416.22,45.0,2021
AURORA MEDICAL CENTER - HARTFORD (520038),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4274825.0,915000.0,0.211439,2.0,53541766.0,,4666247.0,869955.0,,253225727.0,35.0,4839.0,3975338.0,19751370.0,12775.0,1154.0,1772716.0,2021-12-31,WI,1488.0,3908458.0,6.0,513615.0,-2885.0,2021-01-01 00:00:00,,15037.0,19668736.0,8710429.0,21769175.0,239.1,29.0,2021
AURORA MEDICAL CENTER - SUMMIT (520206),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13325890.0,2308850.0,0.251612,2.0,141537380.0,,14903555.0,4688048.0,,562523269.0,91.0,21277.0,10188494.0,44261575.0,33215.0,4508.0,4464613.0,2021-12-31,WI,5978.0,10082461.0,14.0,1155312.0,36144.0,2021-01-01 00:00:00,,149221.0,44123919.0,18281784.0,44737586.0,508.28,70.0,2021
