Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
BAPTIST HEALTH LOUISVILLE (180130),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,92258575.0,6818316.0,0.149633,1.0,479084998.0,,105162886.0,48329552.0,,3201735691.0,454.0,112321.0,38543329.0,170220500.0,166164.0,23250.0,16386268.0,2020-08-31,KY,43172.0,38794455.0,20.0,4049344.0,-592497.0,2019-09-01 00:00:00,,94321.0,164797192.0,31084170.0,261940931.0,2560.39,416.0,2019
BAPTIST HEALTH MADISONVILLE (180093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,21726399.0,3630314.0,0.150536,2.0,148065700.0,,23882673.0,37087988.0,,983586952.0,148.0,29315.0,18360480.0,61271964.0,54168.0,5096.0,9465127.0,2020-08-31,KY,10470.0,18176497.0,21.0,1921570.0,-11902.0,2019-09-01 00:00:00,18.05,,55669022.0,110692164.0,214039422.0,926.31,121.0,2019
BAPTIST HEALTH MED CTR ARKADELPHIA (041321),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1779496.0,0.241124,2.0,19706502.0,,,2901920.0,,81727554.0,25.0,4598.0,866740.0,9037253.0,9125.0,1110.0,994206.0,2019-12-31,AR,1695.0,642605.0,,1505746.0,,2019-01-01 00:00:00,,,,-1560152.0,15853509.0,133.71,25.0,2019
BAPTIST HEALTH MEDICAL CENTER - FS (040055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7430991.0,524684.0,0.144374,1.0,35451168.0,,8266789.0,,,245551009.0,320.0,9738.0,3859714.0,10427886.0,19520.0,2077.0,3304300.0,2018-12-31,AR,4240.0,3969543.0,31.0,,-38562.0,2018-11-01 00:00:00,4.26,,10604362.0,164288586.0,,155.1,289.0,2019
BAPTIST HEALTH MEDICAL CENTER - FS (040055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,44429703.0,3653843.0,0.135322,1.0,214119603.0,,49512416.0,8837327.0,,1582301140.0,280.0,58896.0,25650575.0,62876222.0,102200.0,17851.0,1078054.0,2019-12-31,AR,24558.0,26408888.0,43.0,3430416.0,-223139.0,2019-01-01 00:00:00,25.76,126418.0,63985515.0,188118281.0,127436889.0,1105.62,237.0,2019
BAPTIST HEALTH MEDICAL CENTER - HSC (040076),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4850032.0,1452459.0,0.216088,2.0,17809147.0,,5077856.0,2529504.0,,82416025.0,65.0,8970.0,1469344.0,8861897.0,23725.0,1978.0,817731.0,2019-12-31,AR,2813.0,1499539.0,6.0,1234524.0,37345.0,2019-01-01 00:00:00,,,8955944.0,834893.0,19705519.0,151.22,59.0,2019
BAPTIST HEALTH MEDICAL CENTER - LR (040114),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,111829102.0,16643797.0,0.199237,1.0,422742266.0,,126049347.0,34356576.0,,2121803823.0,764.0,162006.0,38481744.0,152442627.0,278860.0,28589.0,12747828.0,2019-12-31,AR,54568.0,39058034.0,36.0,13666966.0,-1034430.0,2019-01-01 00:00:00,7.84,899310.0,143708700.0,10467119.0,274146841.0,2675.52,594.0,2019
BAPTIST HEALTH MEDICAL CENTER - VB (040018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,262739.0,21057.0,0.09775,1.0,2669348.0,,302255.0,,,27307816.0,39.0,481.0,257972.0,952278.0,2379.0,168.0,159262.0,2018-12-31,AR,134.0,263496.0,8.0,,,2018-11-01 00:00:00,,,1010070.0,10243976.0,,13.62,31.0,2019
BAPTIST HEALTH MEDICAL CENTER - VB (040018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1174646.0,755362.0,0.111116,1.0,16068572.0,,1423131.0,1235364.0,,144610145.0,44.0,2301.0,1206455.0,5204180.0,16060.0,944.0,209458.0,2019-12-31,AR,498.0,1231841.0,,706147.0,,2019-01-01 00:00:00,,,5936840.0,11433718.0,24972568.0,93.04,44.0,2019
BAPTIST HEALTH MEDICAL CENTER- NLR (040036),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,42068442.0,7783693.0,0.186526,1.0,151328583.0,,47242832.0,6209930.0,,811301372.0,182.0,43213.0,17498534.0,57833100.0,66430.0,10173.0,7222259.0,2019-12-31,AR,19005.0,17983352.0,17.0,6239523.0,-367479.0,2019-01-01 00:00:00,11.68,340495.0,55039965.0,6750111.0,84527448.0,955.31,148.0,2019
BAPTIST HEALTH PADUCAH (180104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,34477147.0,4283865.0,0.129252,2.0,231863863.0,,38753440.0,40562661.0,,1793890844.0,227.0,39712.0,25966381.0,72005114.0,83082.0,9812.0,11249883.0,2020-08-31,KY,14207.0,25884081.0,20.0,2458068.0,-183121.0,2019-09-01 00:00:00,,,70294528.0,25002937.0,275363025.0,1163.66,195.0,2019
BAPTIST HEALTH REHABILITATION INSTIT (043026),Rehabilitation,Voluntary Nonprofit-Other,,,,1.0,30294476.0,,,,,123549312.0,120.0,18959.0,2108.0,14554598.0,43800.0,1472.0,,2019-12-31,AR,8370.0,2138.0,,,,2019-01-01 00:00:00,4.34,,,822206.0,,231.43,120.0,2019
BAPTIST HEALTH RICHMOND (180049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9182463.0,2690343.0,0.142614,2.0,89692950.0,,9607583.0,20124024.0,,628921747.0,60.0,12236.0,9234261.0,29200135.0,21960.0,3711.0,6965721.0,2020-08-31,KY,3483.0,9153221.0,8.0,1545890.0,17210.0,2019-09-01 00:00:00,,92840.0,29084235.0,39117503.0,144490383.0,456.84,52.0,2019
BAPTIST HEALTH SYSTEM (450058),General Short Term (Acute Care Hospitals),Proprietary-Corporation,124801365.0,84644181.0,0.095619,1.0,843600132.0,,137863721.0,93591978.0,,8822509033.0,1454.0,259766.0,27209632.0,334816671.0,532310.0,55937.0,232937577.0,2020-06-30,TX,46854.0,27838892.0,147.0,61647706.0,-286158.0,2019-07-01 00:00:00,10.33,,316740521.0,407225318.0,1123612463.0,4110.71,1167.0,2019
BAPTIST HOSPITAL (100008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,85833524.0,62739965.0,0.191213,1.0,1054139624.0,,96057305.0,78254843.0,,5512917724.0,705.0,195651.0,43203301.0,353040531.0,257325.0,30607.0,134389258.0,2019-09-30,FL,38067.0,44097545.0,40.0,36360976.0,-354418.0,2018-10-01 00:00:00,,954153.0,350520106.0,676196611.0,547254820.0,5132.48,629.0,2019
BAPTIST HOSPITAL (100093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,55887642.0,22578226.0,0.155205,1.0,293243900.0,,63118807.0,16363155.0,,1889400152.0,266.0,74371.0,35946476.0,112234575.0,97090.0,15016.0,58365036.0,2019-09-30,FL,23732.0,36447416.0,25.0,13379427.0,117512.0,2018-10-01 00:00:00,,,94855201.0,310027015.0,189800893.0,1820.0,229.0,2019
BAPTIST MEDICAL CENTER (100088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,141594605.0,84801705.0,0.172278,1.0,1041378406.0,,160707363.0,130002881.0,,6044772001.0,855.0,244556.0,65779878.0,358444076.0,312075.0,47629.0,57983281.0,2019-09-30,FL,65752.0,66793810.0,190.0,74399070.0,510986.0,2018-10-01 00:00:00,54.71,1561248.0,334512654.0,996917000.0,957670524.0,5602.0,665.0,2019
BAPTIST MEDICAL CENTER - ATTALA (251336),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1566750.0,0.463669,2.0,14782343.0,,,1090454.0,,31881220.0,25.0,3328.0,2065414.0,5525742.0,9125.0,456.0,2009284.0,2019-09-30,MS,2707.0,2226875.0,,649635.0,,2018-10-01 00:00:00,,,,8486942.0,3812053.0,105.67,25.0,2019
BAPTIST MEDICAL CENTER - LEAKE  INC. (251315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1721303.0,0.51916,2.0,19433711.0,,,1174272.0,,37433010.0,25.0,6012.0,1763228.0,7703895.0,9125.0,479.0,1980150.0,2019-09-30,MS,4530.0,1631273.0,,704420.0,,2018-10-01 00:00:00,,,,31870455.0,4151095.0,111.53,25.0,2019
BAPTIST MEDICAL CENTER - YAZOO (251313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1935102.0,0.448431,2.0,16667002.0,,,1569299.0,,37167394.0,25.0,4244.0,1724436.0,7094046.0,9125.0,417.0,2076460.0,2019-09-30,MS,3098.0,1620741.0,,1017260.0,,2018-10-01 00:00:00,,,,12197952.0,6041335.0,113.09,25.0,2019
BAPTIST MEDICAL CENTER EAST (010149),General Short Term (Acute Care Hospitals),Governmental-Hospital District,12554285.0,10842035.0,0.234742,1.0,130212912.0,,14838275.0,29121223.0,,554706588.0,184.0,54309.0,4644995.0,57857554.0,67344.0,11045.0,25116482.0,2020-06-30,AL,7160.0,4730541.0,12.0,4906963.0,-31763.0,2019-07-01 00:00:00,,,65756213.0,-146064111.0,132345987.0,858.59,147.0,2019
BAPTIST MEDICAL CENTER SOUTH (010023),General Short Term (Acute Care Hospitals),Governmental-Hospital District,48817109.0,36363323.0,0.282433,1.0,445946485.0,,55679958.0,48108611.0,,1578944302.0,326.0,88615.0,42547510.0,130443602.0,119316.0,14979.0,69526985.0,2020-06-30,AL,21092.0,42354084.0,12.0,16559382.0,-179447.0,2019-07-01 00:00:00,41.61,,138949693.0,515592725.0,245089615.0,1807.52,222.0,2019
BAPTIST MEDICAL CENTER-BEACHES (100117),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19808234.0,11312978.0,0.159107,1.0,106719625.0,,24511482.0,3597708.0,,670739370.0,135.0,29041.0,10653326.0,38614631.0,49275.0,8586.0,7524186.0,2019-09-30,FL,11827.0,10790902.0,,10064447.0,32103.0,2018-10-01 00:00:00,,,39231989.0,21697000.0,32361467.0,635.31,135.0,2019
BAPTIST MEDICAL CTR-NASSAU (100140),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9657752.0,5578163.0,0.167175,1.0,57298364.0,,11261028.0,4954930.0,,342744018.0,54.0,11546.0,8130310.0,21047868.0,19710.0,3700.0,4348315.0,2019-09-30,FL,5282.0,8246766.0,,4809585.0,94041.0,2018-10-01 00:00:00,,,21442542.0,11225000.0,22110191.0,409.66,54.0,2019
BAPTIST MEM HOSPITAL BOONEVILLE (250044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,4811332.0,1573195.0,0.217758,2.0,17585827.0,,4292273.0,1280201.0,,80758403.0,39.0,2624.0,2142370.0,7332765.0,14235.0,667.0,2352540.0,2019-09-30,MS,2273.0,2160307.0,,1029466.0,,2018-10-01 00:00:00,,,6556151.0,17694564.0,6814262.0,119.69,28.0,2019
BAPTIST MEM HOSPITAL DESOTO (250141),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,63475575.0,23144356.0,0.169347,1.0,256283906.0,,72162334.0,26789790.0,,1513362615.0,299.0,78417.0,30265485.0,86055410.0,109135.0,15685.0,39430940.0,2019-09-30,MS,36129.0,30228040.0,,16147988.0,-353981.0,2018-10-01 00:00:00,1.78,705683.0,86490729.0,18721803.0,171589772.0,1394.59,263.0,2019
BAPTIST MEM HOSPITAL GOLDEN TRIANGLE (250100),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,36890798.0,13711716.0,0.18041,2.0,152902795.0,,41728863.0,18251384.0,,847529263.0,159.0,26268.0,27777331.0,49735867.0,57671.0,6754.0,20462830.0,2019-09-30,MS,13661.0,28240061.0,18.0,9732423.0,-98468.0,2018-10-01 00:00:00,11.83,,45013036.0,-45167506.0,96852925.0,867.32,141.0,2019
BAPTIST MEM HOSPITAL HUNTINGDON (440016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2776721.0,1154205.0,0.194242,2.0,19753478.0,,3340546.0,1133008.0,,101695387.0,42.0,5107.0,1689027.0,8681439.0,15330.0,870.0,1249465.0,2019-09-30,TN,3242.0,1673694.0,,867247.0,,2018-10-01 00:00:00,,,7969802.0,48606951.0,15335848.0,147.41,36.0,2019
BAPTIST MEM HOSPITAL MEMPHIS (440048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,180296494.0,32144284.0,0.168811,1.0,611703546.0,,204252987.0,36069909.0,,3623608327.0,793.0,225144.0,49091300.0,226159105.0,283113.0,36277.0,57458671.0,2019-09-30,TN,88789.0,49373493.0,113.0,21808085.0,-483942.0,2018-10-01 00:00:00,69.59,1951962.0,214652886.0,295279697.0,450079105.0,3691.42,650.0,2019
BAPTIST MEM HOSPITAL NORTH MISS (250034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,42374104.0,13625426.0,0.210603,2.0,193399099.0,,47706292.0,16714389.0,,918311768.0,171.0,36683.0,33021797.0,47980889.0,62415.0,9374.0,17784969.0,2019-09-30,MS,18673.0,33440012.0,24.0,9605749.0,-458926.0,2018-10-01 00:00:00,,,49100740.0,70365894.0,93368248.0,838.78,147.0,2019
BAPTIST MEM HOSPITAL TIPTON COUNTY (440131),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,3633931.0,4769348.0,0.206885,1.0,105463152.0,,3260117.0,10045877.0,,509767066.0,47.0,2508.0,27700719.0,17237938.0,17155.0,1166.0,7016543.0,2019-09-30,TN,1007.0,27690360.0,,3121772.0,-8722.0,2018-10-01 00:00:00,,,17451342.0,20442990.0,71698819.0,261.3,40.0,2019
BAPTIST MEM HOSPITAL UNION CITY (440130),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,6401631.0,2404307.0,0.177117,2.0,39752613.0,,7382969.0,3044942.0,,224442912.0,63.0,7329.0,4749095.0,13803723.0,22995.0,2333.0,4933270.0,2019-09-30,TN,3631.0,4650392.0,,1427442.0,37621.0,2018-10-01 00:00:00,,,14114113.0,14867391.0,38777442.0,258.0,56.0,2019
BAPTIST MEM HOSPITAL UNION COUNTY (250006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7522553.0,5709058.0,0.191668,2.0,50443866.0,,8110832.0,9297281.0,,263183715.0,92.0,10028.0,8020208.0,16921710.0,33580.0,2594.0,9683167.0,2019-09-30,MS,4221.0,8127776.0,8.0,3784318.0,47113.0,2018-10-01 00:00:00,,,17479149.0,-24548019.0,46893324.0,313.26,84.0,2019
BAPTIST MEM RESTORATIVE CARE HOSP. (442010),General Long Term,Voluntary Nonprofit-Church,,,,1.0,12345895.0,,,,,48234498.0,30.0,6729.0,11881.0,4261572.0,10950.0,206.0,,2019-09-30,TN,4784.0,12255.0,,,,2018-10-01 00:00:00,,,4303726.0,14341529.0,,64.88,30.0,2019
BAPTIST MEMORIAL REHABILITATION HOSP (443034),Rehabilitation,Proprietary-Partnership,,,,1.0,16111988.0,,,,,51983780.0,49.0,14688.0,,8823455.0,17885.0,1242.0,,2019-12-31,TN,10779.0,,,,,2019-01-01 00:00:00,,,8219010.0,3582656.0,,133.8,49.0,2019
BAPTIST SAINT ANTHONYS HOSPITAL (450231),General Short Term (Acute Care Hospitals),Proprietary-Corporation,73290280.0,37123461.0,0.176073,1.0,357638314.0,,81907139.0,18473710.0,,2031197472.0,354.0,91592.0,31180184.0,119376203.0,129210.0,20391.0,72353149.0,2019-12-31,TX,34011.0,32096917.0,,23939719.0,249250.0,2019-01-01 00:00:00,12.7,,114691634.0,-181325531.0,138128394.0,1934.08,282.0,2019
BARAGA COUNTY MEMORIAL HOSPITAL (231307),General Short Term (Critical Access Hospitals),Governmental-County,,105820.0,0.672612,2.0,20231530.0,,,145508.0,,30079054.0,24.0,1671.0,2411041.0,8454488.0,8760.0,331.0,296129.0,2019-09-30,MI,1057.0,2575522.0,,1235.0,,2018-10-01 00:00:00,,,7891308.0,31276603.0,1081733.0,81.81,24.0,2019
BARBOURVILLE ARH HOSPITAL (181328),Critical Access Hospitals,Voluntary Nonprofit-Other,,756525.0,0.265479,2.0,28224728.0,,,9921256.0,,106316215.0,25.0,3035.0,1907069.0,11539978.0,9150.0,652.0,1245630.0,2020-06-30,KY,1482.0,204917.0,6.0,358429.0,,2019-07-01 00:00:00,,,,3817359.0,35516548.0,153.08,19.0,2019
BARLOW RESPIRATORY HOSPITAL (052031),General Long Term,Voluntary Nonprofit-Other,,,,1.0,63738932.0,,,,,547220442.0,105.0,27946.0,360318.0,32619665.0,38430.0,749.0,,2020-08-31,CA,16715.0,373601.0,6.0,,,2019-09-01 00:00:00,,,,27016144.0,,358.47,99.0,2019
BARNES JEWISH ST. PETERS HOSPITAL (260191),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15702973.0,6218853.0,0.223393,1.0,104685484.0,,18165425.0,2984300.0,,468616431.0,113.0,22380.0,11213244.0,37508065.0,41245.0,5750.0,11250075.0,2019-12-31,MO,8825.0,11327728.0,16.0,3643085.0,-27316.0,2019-01-01 00:00:00,,131745.0,37575941.0,6788421.0,16982636.0,552.01,97.0,2019
BARNES JEWISH WEST COUNTY HOSPITAL (260162),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7686229.0,4149156.0,0.233677,1.0,111864119.0,,8464507.0,2179350.0,,478712168.0,68.0,6515.0,14048133.0,35218110.0,27592.0,3141.0,5499659.0,2019-12-31,MO,1855.0,14185357.0,4.0,2831011.0,107902.0,2019-01-01 00:00:00,17.01,,33772559.0,14467300.0,14995586.0,487.0,64.0,2019
BARNES KASSON COUNTY HOSPITAL (391309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,920579.0,0.658937,2.0,17657768.0,,,889607.0,,26797337.0,25.0,2259.0,,10209666.0,9150.0,533.0,1339472.0,2020-06-30,PA,,,,90962.0,,2019-07-01 00:00:00,,,,9937138.0,3596071.0,143.72,25.0,2019
BARNES-JEWISH HOSPITAL (260032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,393956316.0,106825273.0,0.261176,1.0,1738054888.0,,413984829.0,109378452.0,,6654731983.0,1331.0,338225.0,103050833.0,603921435.0,485835.0,52862.0,82850780.0,2019-12-31,MO,109168.0,104447255.0,66.0,84593183.0,362414.0,2019-01-01 00:00:00,762.98,,539904131.0,261424304.0,634326818.0,9099.06,1146.0,2019
BARNESVILLE HOSPITAL (361321),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,996052.0,0.414588,1.0,17441416.0,,,893782.0,,42069284.0,25.0,1701.0,2463875.0,7616291.0,7455.0,339.0,2149169.0,2019-12-31,OH,870.0,2266373.0,,135497.0,,2019-01-01 00:00:00,,,,9057705.0,6406863.0,174.47,25.0,2019
BARRETT HOSPITAL AND HEALTHCARE (271318),Critical Access Hospitals,Voluntary Nonprofit-Other,,941228.0,0.699361,2.0,27006195.0,,,3446336.0,,38615545.0,18.0,2415.0,5315006.0,15960864.0,6588.0,483.0,728648.0,2020-06-30,MT,1532.0,5623078.0,,443766.0,,2019-07-01 00:00:00,,,,39801994.0,5426888.0,201.55,18.0,2019
BARSTOW COMMUNITY HOSPITAL (050298),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5740936.0,1736733.0,0.092596,1.0,43779762.0,,5659511.0,10227483.0,,472803925.0,30.0,6156.0,2276125.0,19100600.0,10950.0,2304.0,10868373.0,2020-01-31,CA,1438.0,2234988.0,4.0,654776.0,-24062.0,2019-02-01 00:00:00,,,19132557.0,-51525702.0,219035469.0,253.19,26.0,2019
BARTLETT REGIONAL HOSPITAL (020008),General Short Term (Acute Care Hospitals),Governmental-City-County,13390627.0,1778251.0,0.55425,2.0,89676824.0,,7271578.0,25481419.0,,161798551.0,45.0,6377.0,5096630.0,50493809.0,16470.0,1619.0,1714420.0,2020-06-30,AK,2501.0,5184677.0,9.0,829333.0,56601.0,2019-07-01 00:00:00,,50887.0,41254005.0,100829750.0,47029862.0,504.78,36.0,2019
BARTON COUNTY MEMORIAL HOSPITAL (261325),General Short Term (Critical Access Hospitals),Governmental-County,,2314192.0,0.384023,2.0,21666642.0,,,1437715.0,,56420231.0,25.0,2345.0,2289430.0,11244939.0,9125.0,390.0,2489336.0,2019-09-30,MO,1492.0,1278752.0,,1364144.0,,2018-10-01 00:00:00,,,,19449088.0,5796943.0,133.54,25.0,2019
BARTON MEMORIAL HOSPITAL (050352),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11011753.0,2988578.0,0.21695,1.0,99792419.0,,10209296.0,11381946.0,,459978174.0,63.0,6752.0,6501569.0,61837091.0,22995.0,2035.0,163177.0,2019-12-31,CA,2434.0,6502039.0,8.0,2931466.0,119441.0,2019-01-01 00:00:00,,,43159745.0,53053854.0,103417518.0,678.94,55.0,2019
BARTOW REGIONAL MEDICAL CENTER (100121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5078708.0,7078263.0,0.14641,1.0,53728424.0,,6142773.0,4813272.0,,366972349.0,72.0,12018.0,2034098.0,22540311.0,26280.0,3413.0,8536251.0,2019-12-31,FL,2620.0,2077940.0,6.0,5793009.0,-15451.0,2019-01-01 00:00:00,,,24082472.0,4517991.0,62037593.0,330.82,66.0,2019
BASS BAPTIST HEALTH CENTER (370016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10474897.0,6144977.0,0.163659,1.0,73805428.0,,11742915.0,7146726.0,,450971152.0,133.0,11192.0,10332883.0,27365021.0,48678.0,2886.0,8464609.0,2020-06-30,OK,4736.0,10513514.0,19.0,4699824.0,16552.0,2019-07-01 00:00:00,,,22408958.0,35272208.0,61125545.0,340.71,114.0,2019
BASSETT HOSPITAL OF SCHOHARIE COUNTY (331320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,46025.0,0.430449,2.0,5668979.0,,,1283685.0,,13169916.0,25.0,891.0,775187.0,2149472.0,1950.0,82.0,,2018-12-31,NY,553.0,738330.0,,46025.0,,2018-10-15 00:00:00,,,,5681078.0,2551490.0,189.81,25.0,2019
BASSETT HOSPITAL OF SCHOHARIE COUNTY (331320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,577891.0,0.381976,2.0,27411667.0,,,3818220.0,,71762871.0,25.0,3780.0,4455005.0,10362135.0,9125.0,440.0,1435645.0,2019-12-31,NY,2431.0,4231165.0,,44821.0,,2019-01-01 00:00:00,,,,6325527.0,13323063.0,185.43,25.0,2019
BASTROP REHABILITATION HOSPITAL (193058),Rehabilitation,Proprietary-Other,,,,1.0,4742710.0,,,,,11177454.0,12.0,3185.0,886494.0,1925579.0,4392.0,249.0,,2020-05-31,LA,2075.0,904178.0,,,,2019-06-01 00:00:00,,,,4576580.0,,42.71,12.0,2019
BATES COUNTY MEMORIAL HOSPITAL (260034),General Short Term (Acute Care Hospitals),Governmental-County,3965118.0,3935248.0,0.328133,2.0,33269254.0,,3433551.0,210770.0,,101389568.0,44.0,2441.0,3307301.0,15664627.0,16060.0,585.0,8705816.0,2019-12-31,MO,1505.0,3339172.0,,1074118.0,24953.0,2019-01-01 00:00:00,,10216.0,12424727.0,4558990.0,8496361.0,185.45,44.0,2019
BATH COUNTY COMMUNITY HOSPITAL (491300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,730420.0,0.861693,2.0,19075971.0,,,663497.0,,22137790.0,14.0,1787.0,2718385.0,11046283.0,5110.0,243.0,589529.0,2019-12-31,VA,1325.0,3175105.0,,275721.0,,2019-01-01 00:00:00,,,,18661646.0,2436759.0,120.25,14.0,2019
BATON ROUGE BEHAVIORAL HOSPITAL (194107),Psychiatric,Proprietary-Corporation,,,,1.0,7618768.0,,,,,19291365.0,47.0,12572.0,,4539397.0,17155.0,2342.0,,2019-09-30,LA,730.0,,,,,2018-10-01 00:00:00,,,4410333.0,13875904.0,,95.37,47.0,2019
BATON ROUGE GENERAL (190065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,61922686.0,5888980.0,0.334783,1.0,319851491.0,,65199963.0,26309417.0,,955399016.0,271.0,60078.0,17843899.0,111395203.0,98915.0,13248.0,12010643.0,2019-09-30,LA,18155.0,19096351.0,24.0,1829643.0,-58676.0,2018-10-01 00:00:00,65.1,,100827869.0,164069000.0,132514668.0,1870.18,230.0,2019
BATON ROUGE REHAB HOSPITAL (193028),Rehabilitation,Proprietary-Corporation,,,,1.0,11458526.0,,,,,29096849.0,81.0,9951.0,236123.0,6685365.0,29565.0,781.0,,2019-09-30,LA,4880.0,240942.0,,,,2018-10-01 00:00:00,,,,859803.0,,124.13,81.0,2019
BATTLE MOUNTAIN GENERAL HOSPITAL (291303),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1101418.0,0.984643,2.0,14668995.0,,,1223781.0,,14897775.0,5.0,323.0,1310269.0,6749685.0,1830.0,55.0,1129447.0,2020-06-30,NV,278.0,1150931.0,,17402.0,,2019-07-01 00:00:00,,,,14869251.0,2646100.0,62.09,5.0,2019
BAXTER BEHAVORIAL HEALTH HSP (244015),Psychiatric,Governmental-State,,,,2.0,7571532.0,,,,,38745.0,16.0,5535.0,,6703209.0,5840.0,106.0,,2020-06-30,MN,1253.0,,,,,2019-07-01 00:00:00,,,,,,67.88,16.0,2019
BAXTER REGIONAL MEDICAL CENTER (040027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36896280.0,4025392.0,0.283465,2.0,190987903.0,,40811360.0,6220863.0,,673762340.0,169.0,33908.0,30449528.0,91466333.0,61685.0,9688.0,9060248.0,2019-12-31,AR,14837.0,31074137.0,17.0,1420991.0,-42527.0,2019-01-01 00:00:00,,,62269668.0,88454067.0,48902224.0,1200.92,152.0,2019
BAY AREA HOSPITAL (380090),General Short Term (Acute Care Hospitals),Governmental-Hospital District,33713111.0,2980573.0,0.349776,2.0,170857969.0,,35450139.0,19664111.0,,488478045.0,134.0,25833.0,26490080.0,74207078.0,49044.0,5484.0,4549340.0,2020-06-30,OR,11382.0,26524445.0,12.0,1389129.0,94664.0,2019-07-01 00:00:00,3.6,,68771309.0,71437778.0,86907898.0,874.26,122.0,2019
BAY AREA REHAB HOSPITAL (673061),Rehabilitation,Proprietary-Partnership,,,,1.0,44088110.0,,,,,133395694.0,151.0,34539.0,30992.0,21495076.0,55266.0,2617.0,,2020-05-31,TX,22414.0,31604.0,,,,2019-06-01 00:00:00,,,,23393986.0,,272.87,151.0,2019
BAY MEDICAL CENTER SACRED HEALTH SYS (100026),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,22603147.0,18212502.0,0.168908,1.0,152102474.0,,29312513.0,6044056.0,,900503557.0,78.0,26263.0,12459063.0,42410130.0,28305.0,5191.0,20057166.0,2019-12-31,FL,9909.0,12308633.0,16.0,14672995.0,-58146.0,2019-01-01 00:00:00,,,45890354.0,48720756.0,88717563.0,645.17,62.0,2019
