Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
FIRST HOSPITAL (394039),Psychiatric,Proprietary-Corporation,,,,1.0,23506093.0,,,,,103953827.0,127.0,32937.0,,13042226.0,46355.0,2893.0,,2018-06-30,PA,3762.0,,,,,2017-07-01 00:00:00,,,,10002019.0,,239.87,127.0,2017
FIRST HOSPITAL HOPKINSVILLE (184014),Psychiatric,Proprietary-Corporation,,,,1.0,11217045.0,,,,,44776200.0,97.0,23358.0,,6487204.0,35405.0,1723.0,,2017-12-31,KY,1397.0,,,,,2017-01-01 00:00:00,,,,3157117.0,,136.47,97.0,2017
FIRST HOSPITAL PANAMERICANO (404004),Psychiatric,Proprietary-Corporation,,,,1.0,28836106.0,,,,,77690277.0,216.0,69401.0,16975.0,13013447.0,78840.0,7872.0,,2017-12-31,PR,3124.0,17322.0,,,,2017-01-01 00:00:00,,,,36076925.0,,405.63,216.0,2017
FIRST LIGHT HEALTH SYSTEM (241367),Critical Access Hospitals,Governmental-County,,2210226.0,0.457966,2.0,58518826.0,,,11336310.0,,127779898.0,25.0,3473.0,8217589.0,25133788.0,9125.0,1192.0,3797840.0,2017-12-31,MN,1609.0,8813818.0,4.0,471940.0,,2017-01-01 00:00:00,,,,48299485.0,32389457.0,359.89,21.0,2017
FIRST TEXAS HOSPITAL CARROLLTON (670110),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1331229.0,20312302.0,0.359883,1.0,128891002.0,,1817327.0,6232812.0,,358146920.0,18.0,2137.0,3630632.0,45562084.0,6570.0,621.0,54922663.0,2017-12-31,TX,394.0,3704899.0,,546569.0,,2017-01-01 00:00:00,,,44074084.0,135674197.0,67599289.0,651.85,18.0,2017
FIRST TEXAS HOSPITAL CY FAIR  LLC (670118),General Short Term (Acute Care Hospitals),Proprietary-Partnership,10547.0,7910236.0,0.279119,1.0,65276294.0,,34409.0,40607.0,,233865767.0,16.0,308.0,371511.0,27150208.0,1312.0,112.0,20461808.0,2016-12-31,TX,7.0,379091.0,,2198957.0,,2016-10-11 00:00:00,,,25656904.0,2977606.0,495540.0,398.18,16.0,2017
FIRST TEXAS HOSPITAL CY FAIR  LLC (670118),General Short Term (Acute Care Hospitals),Proprietary-Partnership,130108.0,12617739.0,0.193699,1.0,77511392.0,,422251.0,6055206.0,,400163557.0,16.0,734.0,1838152.0,31502090.0,5840.0,334.0,63520668.0,2017-12-31,TX,63.0,1875814.0,,313849.0,,2017-01-01 00:00:00,,,30282569.0,14183019.0,73893590.0,443.58,16.0,2017
FIRSTHEALTH MONTGOMERY MEMORIAL CAH (341303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2562758.0,0.284132,2.0,12215497.0,,,995128.0,,42992314.0,4.0,885.0,1494549.0,6434295.0,1460.0,225.0,5855074.0,2017-09-30,NC,537.0,906423.0,,876369.0,,2016-10-01 00:00:00,,,,12263686.0,5261332.0,96.88,4.0,2017
FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,106459596.0,40796072.0,0.240635,2.0,446573858.0,,116200000.0,25342383.0,,1855811961.0,417.0,107609.0,52280604.0,204094687.0,152205.0,23887.0,91812180.0,2017-09-30,NC,51563.0,51305723.0,,18046219.0,1119717.0,2016-10-01 00:00:00,,,145451334.0,395898141.0,189650288.0,2971.52,303.0,2017
FISHER COUNTY HOSPITAL DISTRICT (451313),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,868855.0,1.119288,2.0,9033988.0,,,699962.0,,8071191.0,14.0,631.0,795214.0,4245558.0,5110.0,99.0,263841.0,2017-12-31,TX,514.0,966137.0,,667831.0,,2017-01-01 00:00:00,,,,2811264.0,723554.0,70.39,14.0,2017
FISHER-TITUS MEDICAL CENTER (360065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11630208.0,4968638.0,0.397733,2.0,103789311.0,,13348547.0,13836087.0,,260952081.0,78.0,11769.0,10385693.0,54607905.0,28470.0,3858.0,7361776.0,2017-12-31,OH,5272.0,10445944.0,10.0,2059306.0,135937.0,2017-01-01 00:00:00,,,42254159.0,66252139.0,41245982.0,805.32,68.0,2017
FISHERMENS HOSPITAL (101312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2257404.0,0.374946,2.0,12679288.0,,,775737.0,,33816312.0,5.0,125.0,445400.0,5479667.0,1825.0,44.0,5910824.0,2018-06-30,FL,27.0,1442964.0,1.0,41164.0,,2017-07-01 00:00:00,,,,31507954.0,3403206.0,79.93,4.0,2017
FIVE RIVERS MEDICAL CENTER (040047),General Short Term (Acute Care Hospitals),Governmental-State,1895628.0,777062.0,0.392822,2.0,16225078.0,,1867707.0,748043.0,,41303910.0,32.0,2086.0,1628219.0,9886952.0,11680.0,551.0,1391132.0,2017-12-31,AR,1441.0,1662484.0,2.0,235571.0,,2017-01-01 00:00:00,,,6586604.0,9915314.0,3048471.0,132.58,30.0,2017
FLA HOSPT. WAUCHULA CRITICAL ACCESS (101300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,2831003.0,0.198095,2.0,20617661.0,,,1784383.0,,104079893.0,25.0,8064.0,-356078.0,8365136.0,9125.0,320.0,2156457.0,2017-12-31,FL,6008.0,-440416.0,,2248829.0,,2017-01-01 00:00:00,,,,17124100.0,21719034.0,104.71,25.0,2017
FLAGET MEMORIAL HOSPITAL (180025),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,6766305.0,2043068.0,0.205056,1.0,54258218.0,,6660534.0,10537768.0,,264602437.0,40.0,6601.0,8453228.0,17083890.0,14600.0,1931.0,4565926.0,2018-06-30,KY,2620.0,8627049.0,4.0,1061328.0,57200.0,2017-07-01 00:00:00,,,16407041.0,35605421.0,57540055.0,247.29,36.0,2017
FLAGLER HOSPITAL (100090),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,58325339.0,13591152.0,0.210194,2.0,225972650.0,,66021284.0,10915581.0,,1075066789.0,335.0,67569.0,16998172.0,88555047.0,122275.0,13931.0,19152192.0,2017-09-30,FL,26298.0,17168423.0,47.0,9355706.0,-10839.0,2016-10-01 00:00:00,,659160.0,92163422.0,176899461.0,123175623.0,1609.0,281.0,2017
FLAGSTAFF MEDICAL CENTER (030023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,96551035.0,14452554.0,0.289976,1.0,350608783.0,,100894051.0,73423682.0,,1209096744.0,245.0,57534.0,14846285.0,131685919.0,89071.0,12767.0,17011655.0,2018-06-30,AZ,18709.0,15135405.0,45.0,9493389.0,274183.0,2017-07-01 00:00:00,,11794.0,117677239.0,215369927.0,403737438.0,1783.11,182.0,2017
FLAMBEAU HOSPITAL MCHS (521325),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1859988.0,0.65781,2.0,23180418.0,,,1599535.0,,35238748.0,24.0,1453.0,2571598.0,9304211.0,8760.0,491.0,690529.0,2018-06-30,WI,810.0,3455406.0,4.0,1487448.0,,2017-07-01 00:00:00,,,,2207141.0,4622062.0,153.52,20.0,2017
FLEMING COUNTY HOSPITAL (180053),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2164005.0,97950.0,0.261914,2.0,15810861.0,,2168562.0,3810922.0,,60366622.0,52.0,2603.0,1176399.0,5761833.0,18980.0,692.0,344535.0,2018-07-31,KY,1286.0,1194248.0,3.0,124.0,13819.0,2017-08-01 00:00:00,,,5551741.0,11495556.0,18341041.0,102.44,49.0,2017
FLINT RIVER COMMUNITY HOSPITAL (110190),General Short Term (Acute Care Hospitals),Proprietary-Other,74487.0,315987.0,0.541475,2.0,8334146.0,,94401.0,4904577.0,,15391569.0,22.0,168.0,17811.0,3199657.0,8030.0,40.0,519508.0,2017-12-31,GA,25.0,18174.0,,79254.0,,2017-01-01 00:00:00,,,1598175.0,823400.0,7957517.0,44.26,22.0,2017
FLORENCE HOSPITAL AT ANTHEM (030132),General Short Term (Acute Care Hospitals),Proprietary-Corporation,989390.0,3711787.0,0.183151,1.0,19199788.0,,1189945.0,2515700.0,,104830426.0,36.0,2243.0,705316.0,6165035.0,13140.0,605.0,19736000.0,2017-12-31,AZ,472.0,716918.0,2.0,96246.0,,2017-01-01 00:00:00,,278.0,6165035.0,15043644.0,20964300.0,89.02,34.0,2017
FLORIDA HOSPITAL - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14338570.0,8753037.0,0.191424,1.0,100220194.0,,16292406.0,5464942.0,,523550407.0,136.0,20408.0,5222764.0,38790688.0,49640.0,5384.0,7752693.0,2017-12-31,FL,7359.0,5280756.0,13.0,7210593.0,98129.0,2017-01-01 00:00:00,,,35890068.0,22221000.0,58344558.0,593.8,123.0,2017
FLORIDA HOSPITAL AT CONNERTON (102026),General Long Term,Proprietary-Corporation,,,,1.0,29787114.0,,,,,98854795.0,50.0,17815.0,8008.0,11169013.0,18250.0,689.0,,2017-12-31,FL,8567.0,4748.0,4.0,,,2017-01-01 00:00:00,,,11113123.0,35713930.0,,181.27,46.0,2017
FLORIDA HOSPITAL CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,13125288.0,9091691.0,0.15318,1.0,108372282.0,,14593997.0,5986418.0,,707481360.0,120.0,18042.0,4433426.0,34757537.0,37595.0,4935.0,10021636.0,2017-12-31,FL,4616.0,4367916.0,10.0,7480429.0,-8890.0,2017-01-01 00:00:00,,,34865779.0,77929557.0,90349467.0,556.16,110.0,2017
FLORIDA HOSPITAL FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,25396834.0,10886119.0,0.170952,1.0,123019339.0,,28969332.0,7992759.0,,719612120.0,179.0,43171.0,6558151.0,57756933.0,65335.0,9522.0,12950970.0,2017-12-31,FL,16239.0,6482335.0,21.0,8511966.0,-59612.0,2017-01-01 00:00:00,,,46337195.0,67967514.0,87957315.0,794.98,158.0,2017
FLORIDA HOSPITAL HEARTLAND (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,40895514.0,7760245.0,0.155025,1.0,176767080.0,,47731853.0,8040855.0,,1140245703.0,180.0,50008.0,19843170.0,92898749.0,65700.0,11134.0,14239739.0,2017-12-31,FL,25523.0,19825770.0,22.0,5246093.0,-156966.0,2017-01-01 00:00:00,,358712.0,67213866.0,70919834.0,133080351.0,1301.02,158.0,2017
FLORIDA HOSPITAL MEMORIAL MEDICAL CE (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,53658339.0,10545351.0,0.162412,1.0,232140366.0,,60843458.0,12703815.0,,1429332998.0,344.0,79677.0,20460046.0,150338371.0,114747.0,15735.0,14107814.0,2017-12-31,FL,28956.0,20638098.0,62.0,8013009.0,-95187.0,2017-01-01 00:00:00,,,100410812.0,168082116.0,117216864.0,1769.23,282.0,2017
FLORIDA HOSPITAL NEW SMYRNA (100014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,12787414.0,6172787.0,0.292334,1.0,101335640.0,,15290102.0,6611790.0,,346642857.0,112.0,23635.0,7885764.0,35630554.0,40880.0,5307.0,6007439.0,2017-12-31,FL,8462.0,8089580.0,14.0,4413355.0,-131925.0,2017-01-01 00:00:00,,151007.0,30156277.0,10332691.0,26258576.0,562.78,98.0,2017
FLORIDA HOSPITAL WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,56606936.0,13972258.0,0.157094,1.0,197214709.0,,65032893.0,25249078.0,,1255389062.0,269.0,66372.0,19040835.0,87710428.0,98185.0,15645.0,12651301.0,2017-12-31,FL,31853.0,19168081.0,,11864648.0,-2658.0,2017-01-01 00:00:00,,,81140830.0,121175440.0,246254110.0,1378.33,229.0,2017
FLORIDA HOSPITAL WESLEY CHAPEL (100319),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,15088530.0,6446878.0,0.136725,1.0,126040297.0,,16496654.0,7980334.0,,921853285.0,145.0,22016.0,6516165.0,49704891.0,52925.0,7114.0,11495263.0,2017-12-31,FL,6059.0,6596149.0,24.0,4822993.0,191430.0,2017-01-01 00:00:00,,,47214378.0,153352009.0,121417080.0,720.08,121.0,2017
FLORIDA HOSPITAL ZEPHYRHILLS (100046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,23945173.0,8069407.0,0.137202,1.0,126554168.0,,26941225.0,7810458.0,,922392961.0,149.0,32358.0,10225590.0,51580972.0,54385.0,7748.0,6338934.0,2017-12-31,FL,11220.0,10044549.0,14.0,7078826.0,16370.0,2017-01-01 00:00:00,,,48456117.0,69356165.0,115073749.0,742.17,135.0,2017
FLORIDA STATE HOSPITAL (100298),General Short Term (Acute Care Hospitals),Governmental-State,,,1.159433,1.0,126634270.0,,,,,109220896.0,24.0,1561.0,193.0,58545038.0,8760.0,,,2018-06-30,FL,,197.0,,,,2017-07-01 00:00:00,,,19387649.0,123649094.0,,21.0,24.0,2017
FLOWER HOSPITAL (360074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16517216.0,3615538.0,0.177257,1.0,189683821.0,,18723763.0,20003168.0,,1070106555.0,162.0,27284.0,16618987.0,66102215.0,59130.0,6464.0,11053335.0,2017-12-31,OH,8832.0,16831491.0,12.0,1521592.0,81492.0,2017-01-01 00:00:00,4.88,,66337423.0,72487783.0,170516719.0,937.18,150.0,2017
FLOWERS HOSPITAL (010055),General Short Term (Acute Care Hospitals),Proprietary-Corporation,41088066.0,8196925.0,0.095785,2.0,177870150.0,,46898014.0,7552085.0,,1856978110.0,235.0,52530.0,19795195.0,54304706.0,85775.0,11831.0,46922135.0,2017-09-30,AL,23573.0,19941057.0,32.0,3421564.0,45617.0,2016-10-01 00:00:00,,,57171149.0,34472386.0,145930648.0,1064.58,203.0,2017
FLOYD COUNTY HOSPITAL (161347),General Short Term (Critical Access Hospitals),Governmental-County,,804807.0,0.503842,2.0,24846895.0,,,2124574.0,,49314830.0,25.0,3336.0,3535389.0,11314250.0,9125.0,459.0,1465378.0,2018-06-30,IA,2630.0,3413516.0,,66488.0,,2017-07-01 00:00:00,,,,11435293.0,6746292.0,156.28,25.0,2017
FLOYD MEDICAL CENTER (110054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,50554510.0,36790605.0,0.209256,1.0,305571534.0,,54716818.0,44651874.0,,1460278470.0,228.0,71056.0,16161059.0,144299273.0,84680.0,13766.0,126448247.0,2018-06-30,GA,22190.0,15985386.0,26.0,9914912.0,-157314.0,2017-07-01 00:00:00,21.99,,134798104.0,282269854.0,267297097.0,2122.91,202.0,2017
FLOYD VALLEY HOSPITAL (161368),General Short Term (Critical Access Hospitals),Governmental-City,,594196.0,0.582883,2.0,29038998.0,,,49800.0,,49819564.0,25.0,2308.0,4414376.0,14049843.0,9125.0,517.0,779279.0,2018-06-30,IA,1161.0,4393776.0,,139968.0,,2017-07-01 00:00:00,,,,38892519.0,496086.0,258.76,25.0,2017
FLUSHING HOSPITAL MEDICAL CENTER (330193),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,47678446.0,8072710.0,0.41689,1.0,213082807.0,,53043012.0,83153620.0,,511124828.0,275.0,75700.0,3876514.0,128265265.0,100375.0,14034.0,3888400.0,2017-12-31,NY,19050.0,4031365.0,,6461346.0,-47060.0,2017-01-01 00:00:00,116.97,462290.0,104942187.0,260426000.0,261513108.0,1711.82,261.0,2017
FOND DU LAC COUNTY HEALTH CARE CTR (524025),Psychiatric,Governmental-County,,,,2.0,7420441.0,,,,,8804579.0,25.0,4884.0,,4921337.0,9125.0,911.0,,2017-12-31,WI,1193.0,,,,,2017-01-01 00:00:00,,,5346287.0,6867279.0,,72.0,25.0,2017
FOOTHILL PRESBTYERIAN HOSPITAL (050597),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13950338.0,1545141.0,0.243635,1.0,85674247.0,,15406776.0,19149286.0,,351649597.0,105.0,23417.0,3417819.0,40922673.0,38325.0,5913.0,4203363.0,2017-12-31,CA,6287.0,3458870.0,18.0,510978.0,16925.0,2017-01-01 00:00:00,0.21,,40999943.0,24817000.0,90057264.0,495.33,87.0,2017
FOOTHILL REG MEDICAL CENTER (050780),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5726697.0,2557333.0,0.399856,1.0,116808481.0,,8670225.0,9651707.0,,292126116.0,135.0,11034.0,276911.0,20878714.0,49275.0,2754.0,1821259.0,2017-12-31,CA,2672.0,282562.0,15.0,1843880.0,,2017-01-01 00:00:00,,85150.0,18200198.0,24207595.0,143654477.0,211.0,120.0,2017
FORBES REGIONAL HOSPITAL (390267),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27767869.0,3661203.0,0.239488,1.0,211720913.0,,31347291.0,13402221.0,,884057303.0,234.0,59866.0,6347298.0,76473578.0,85410.0,12787.0,4291484.0,2018-06-30,PA,13389.0,7158742.0,64.0,2598634.0,-251941.0,2017-07-01 00:00:00,53.53,286661.0,70282892.0,57742482.0,96608641.0,1127.9,166.0,2017
FOREST HEALTH MEDICAL CENTER (230144),General Short Term (Acute Care Hospitals),Proprietary-Other,2116492.0,556399.0,0.420928,1.0,49399968.0,,2434730.0,144.0,,117359796.0,24.0,1644.0,4815522.0,4624848.0,8760.0,926.0,1344124.0,2017-12-31,MI,454.0,4913802.0,,,,2017-01-01 00:00:00,,,4624848.0,3257675.0,2045.0,73.32,24.0,2017
FOREST VIEW HOSPITAL (234030),Psychiatric,Proprietary-Corporation,,,,1.0,18563485.0,,,,,39927045.0,108.0,31936.0,130045.0,9797783.0,39528.0,3371.0,,2017-12-31,MI,5491.0,132698.0,,,,2017-01-01 00:00:00,,,9788025.0,-69765929.0,,157.1,108.0,2017
FORKS COMMUNITY HOSPITAL (501325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,3597114.0,0.708107,2.0,27348962.0,,,6885755.0,,38622616.0,25.0,4681.0,2437007.0,13524335.0,7300.0,224.0,687035.0,2017-12-31,WA,1440.0,2399197.0,,3110620.0,,2017-01-01 00:00:00,,,,7416383.0,9287315.0,160.9,25.0,2017
FORREST CITY MEDICAL CENTER (040019),General Short Term (Acute Care Hospitals),Proprietary-Other,2476371.0,812465.0,0.144248,2.0,23964758.0,,2560683.0,3556068.0,,166135704.0,52.0,6349.0,2301679.0,9956226.0,18980.0,1956.0,3704057.0,2017-09-30,AR,1270.0,2349106.0,7.0,232303.0,8231.0,2016-10-01 00:00:00,,,9523518.0,-4280593.0,47430440.0,168.44,45.0,2017
FORREST GENERAL HOSPITAL (250078),General Short Term (Acute Care Hospitals),Governmental-County,100482423.0,36272724.0,0.2442,1.0,359457590.0,,114506474.0,100406523.0,,1471981520.0,426.0,120758.0,35914380.0,165255445.0,155490.0,26572.0,51683046.0,2017-09-30,MS,48293.0,36867535.0,40.0,23419473.0,-210546.0,2016-10-01 00:00:00,16.3,,141526838.0,239643072.0,233362927.0,2969.95,378.0,2017
FORSYTH MEMORIAL HOSPITAL  INC (340014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,106767328.0,57610066.0,0.295201,1.0,940867138.0,,118868808.0,52781532.0,,3187211490.0,783.0,233581.0,68517345.0,393182353.0,285795.0,43329.0,37731370.0,2017-12-31,NC,56389.0,69038420.0,122.0,46234766.0,-28697.0,2017-01-01 00:00:00,22.58,1173183.0,313212167.0,-1392527710.0,335093272.0,5253.91,637.0,2017
FORT ATKINSON MEMORIAL HOSPITAL (520071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7293585.0,5259496.0,0.375246,2.0,81328657.0,,7545776.0,4318978.0,,216734065.0,72.0,5850.0,8712200.0,37384411.0,26280.0,1784.0,2706349.0,2017-09-30,WI,2499.0,8796754.0,16.0,4252064.0,96706.0,2016-10-01 00:00:00,,84105.0,34407582.0,66822518.0,31923731.0,607.58,56.0,2017
FORT BELKNAP HEALTH CENTER (271315),General Short Term (Critical Access Hospitals),Governmental- Federal,,,,2.0,8974094.0,,,,,59633.0,6.0,9.0,718380.0,7969212.0,2190.0,6.0,,2017-09-30,MT,,955253.0,,,,2016-10-01 00:00:00,,,,,,170.0,6.0,2017
FORT DEFIANCE INDIAN HOSPITAL (030071),General Short Term (Acute Care Hospitals),Governmental- Federal,6998980.0,,,2.0,79249451.0,,6142380.0,,,1446838.0,56.0,10252.0,5623144.0,70895826.0,20440.0,2457.0,,2017-09-30,AZ,2536.0,6029765.0,,,,2016-10-01 00:00:00,,,46086608.0,,,1298.0,56.0,2017
FORT DUNCAN MEDICAL CENTER (450092),General Short Term (Acute Care Hospitals),Proprietary-Corporation,11391301.0,6900712.0,0.11883,2.0,49756977.0,,11856646.0,9141952.0,,418722359.0,86.0,16647.0,3865708.0,21351590.0,31390.0,4916.0,15641637.0,2017-12-31,TX,6345.0,3945448.0,10.0,4796555.0,-10846.0,2017-01-01 00:00:00,,,20260264.0,-59773001.0,71138411.0,343.15,76.0,2017
FORT HAMILTON HOSPITAL (360132),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,17134157.0,3754645.0,0.169,1.0,116833039.0,,19276139.0,19652426.0,,691319106.0,138.0,27031.0,7281655.0,48445298.0,50370.0,6598.0,6341384.0,2017-12-31,OH,8802.0,7201716.0,16.0,2563850.0,10555.0,2017-01-01 00:00:00,,,46049551.0,75934124.0,195038840.0,696.95,122.0,2017
FORT LOGAN HOSPITAL (181315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,734812.0,0.339809,2.0,15856814.0,,,4107088.0,,46663863.0,25.0,4818.0,941227.0,7258427.0,9125.0,1277.0,1637904.0,2017-09-30,KY,1976.0,636921.0,,176081.0,,2016-10-01 00:00:00,,,,15807057.0,15860631.0,129.86,25.0,2017
FORT LOUDOUN MEDICAL CENTER (440110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4600072.0,2215523.0,0.235314,1.0,26920533.0,,5187850.0,1689288.0,,114402776.0,30.0,8759.0,2721268.0,12367038.0,10950.0,2170.0,3393291.0,2017-12-31,TN,3126.0,2691122.0,5.0,1380594.0,64526.0,2017-01-01 00:00:00,,,10999275.0,3122075.0,11228358.0,205.54,25.0,2017
FORT MADISON COMMUNITY HOSPITAL (160122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3983876.0,884498.0,0.340777,2.0,43121696.0,,3913577.0,5341592.0,,126539178.0,50.0,5010.0,5190503.0,27466583.0,18250.0,1208.0,1775709.0,2017-09-30,IA,2166.0,5299644.0,3.0,278834.0,43719.0,2016-10-01 00:00:00,,,18568362.0,10189606.0,17266843.0,418.6,47.0,2017
FORT SANDERS REGIONAL MEDICAL CENTER (440125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39963128.0,17256174.0,0.251275,2.0,242581683.0,,44246330.0,19565115.0,,965404061.0,280.0,86231.0,15440753.0,94582613.0,102200.0,16465.0,25220130.0,2017-12-31,TN,22888.0,15378166.0,45.0,10695480.0,178842.0,2017-01-01 00:00:00,,,73059171.0,27764959.0,116216862.0,1391.0,235.0,2017
FORT WALTON BEACH MEDICAL CTR (100223),General Short Term (Acute Care Hospitals),Proprietary-Corporation,46565077.0,16581826.0,0.064193,1.0,171283541.0,,52347556.0,12273167.0,,2668254280.0,189.0,54142.0,13422895.0,50881692.0,68985.0,11170.0,31986439.0,2018-05-31,FL,24107.0,13489723.0,33.0,14261909.0,-335070.0,2017-06-01 00:00:00,,,48270911.0,-163673450.0,349265639.0,683.35,150.0,2017
FORT WASHINGTON MEDICAL CENTER (210060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9129561.0,773879.0,0.81225,1.0,41190977.0,,10563704.0,3181332.0,,50712218.0,31.0,7362.0,5462405.0,20471002.0,11315.0,1817.0,952760.0,2017-12-31,MD,4528.0,3088653.0,4.0,,,2017-01-01 00:00:00,,,20475801.0,16720510.0,3976665.0,292.24,27.0,2017
FOSTORIA COMMUNITY HOSPITAL (361318),Critical Access Hospitals,Voluntary Nonprofit-Other,,1440528.0,0.281601,2.0,26978650.0,,,3028997.0,,95804663.0,25.0,1099.0,3506820.0,8721261.0,9125.0,403.0,3489524.0,2017-12-31,OH,595.0,2627393.0,4.0,398937.0,,2017-01-01 00:00:00,,,,18013136.0,22799441.0,150.61,21.0,2017
FOUNDATION SURGICAL SAN ANTONIO (670054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3059149.0,466491.0,0.134519,1.0,33597910.0,,3409646.0,,,249763016.0,20.0,2501.0,1279922.0,6552176.0,7300.0,1452.0,3467845.0,2017-12-31,TX,605.0,1306085.0,,,51904.0,2017-01-01 00:00:00,,,7214592.0,14100145.0,,121.44,20.0,2017
FOUNDATIONS BEHAVORIAL HEALTH (394038),Psychiatric,Proprietary-Corporation,,,,,,,,,,,,,,,,,,2018-06-30,PA,,,,,,2017-07-01 00:00:00,,,,,,,,2017
FOUNTAIN VALLEY REG MEDICAL CENTER (050570),General Short Term (Acute Care Hospitals),Proprietary-Corporation,64462071.0,5539547.0,0.132402,1.0,320255157.0,,68266893.0,78820127.0,,2418800794.0,400.0,94377.0,7654429.0,131623413.0,146000.0,19189.0,13500308.0,2017-12-31,CA,25353.0,7831891.0,36.0,2980652.0,-314124.0,2017-01-01 00:00:00,2.82,,135672416.0,89203111.0,1067457616.0,1230.3,341.0,2017
FOUR COUNTY COUNSELING CENTER (154035),Psychiatric,Voluntary Nonprofit-Other,,,,2.0,6855482.0,,,,,10101791.0,16.0,3467.0,239068.0,14357762.0,5840.0,526.0,,2018-06-30,IN,863.0,243942.0,,,,2017-07-01 00:00:00,,,,3302257.0,,345.0,16.0,2017
FOUR WINDS  INC. (334002),Psychiatric,Proprietary-Corporation,,,,1.0,48344653.0,,,,,68572845.0,175.0,57315.0,28874.0,31011836.0,63875.0,4286.0,,2017-12-31,NY,625.0,29463.0,,,,2017-01-01 00:00:00,,,31011836.0,38902647.0,,514.7,175.0,2017
FOUR WINDS OF SARATOGA  INC. (334049),Psychiatric,Proprietary-Corporation,,,,1.0,29755926.0,,,,,46425350.0,88.0,31955.0,73522.0,21547832.0,32120.0,2774.0,,2017-12-31,NY,1239.0,75022.0,,,,2017-01-01 00:00:00,,,21492592.0,13372940.0,,317.3,88.0,2017
FRANCES MAHON DEACONESS HOSPITAL (271316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1256662.0,0.620705,2.0,29311898.0,,,3673109.0,,47223549.0,25.0,1836.0,4702403.0,17230278.0,9125.0,488.0,1848612.0,2018-06-30,MT,868.0,4844297.0,,128220.0,,2017-07-01 00:00:00,,,,4763043.0,6204309.0,198.96,25.0,2017
