PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
112000,01-JAN-17,31-DEC-17,Settled,ROOSEVELT WARM SPRINGS LTAC HOSPITAL    ,6135 ROOSEVELT HIGHWAY                  ,1000                                    ,WARM SPRINGS                            ,GA                                      ,31830-0268                              ,MERIWETHER                              ,,,,,,,,,,32,11680,2308,,4625,,39.85,,79,,162,,,,,,,
112003,01-APR-17,31-MAR-18,As Submitted,SHEPHERD CENTER                         ,2020 PEACHTREE RD NW                    ,,ATLANTA                                 ,GA                                      ,30309-1465                              ,FULTON                                  ,,,,,,,,,,152,55480,1737,2315,46917,,1305.1,,48,41,880,29,,,,,,
112004,01-SEP-17,31-AUG-18,Settled,SSH - ES MIDTOWN ATLANTA                ,705 JUNIPER ST                          ,,ATLANTA                                 ,GA                                      ,30308-1307                              ,FULTON                                  ,,,,,,,,,,92,33600,7862,388,17724,,245.58,,219,12,490,15,,,,,,
112006,01-JUL-17,30-JUN-18,As Submitted,DECATUR HOSPITAL                        ,450 CANDLER STREET                      ,,DECATUR                                 ,GA                                      ,30030-                                  ,DEKALB                                  ,,,,,,,,,,38,13870,3898,483,9911,,142.11,,133,11,318,,,,,,,
112007,01-JUL-17,30-JUN-18,As Submitted,KENNESTONE HOSPITAL AT WINDY HILL       ,2540 WINDY HILL ROAD                    ,,MARIETTA                                ,GA                                      ,30067-                                  ,COBB                                    ,,,,,,,,,,55,20075,4393,255,9337,,316.8,,132,8,298,,,,,,,
112009,01-JAN-17,20-OCT-17,As Submitted,SSH - ATLANTA                           ,550 PEACHTREE ST. NE 7TH FLOOR          ,,ATLANTA                                 ,GA                                      ,30365                                   ,FULTON                                  ,,,,,,,,,,30,8220,2610,224,6194,,64.59,,91,5,205,5,,,,,,
112010,01-SEP-17,31-AUG-18,As Submitted,KINDRED HOSPITAL ROME                   ,304 TURNER MCCALL BLVD.                 ,,ROME                                    ,GA                                      ,30165                                   ,FLOYD                                   ,,,,,,,,,,45,16425,4865,372,9164,,93.8,,210,15,382,4,,,,,,
112011,01-MAY-17,30-APR-18,Settled,SSH - SAVANNAH  INC.                    ,5353 REYNOLDS STREET                    ,,SAVANNAH                                ,GA                                      ,31405                                   ,CHATHAM                                 ,,,,,,,,,,40,14600,5849,,9633,,83.81,,236,,390,10,,,,,,
112012,01-JAN-17,30-APR-17,Settled,COLUMBUS SPECIALTY HOSPITAL             ,616 19TH STREET FOURTH FLOOR            ,,COLUMBUS                                ,GA                                      ,31902                                   ,,,,,,,,,,,50,6000,1244,,1889,,75,,48,,49,,,,,,,
112012,01-MAY-17,31-DEC-17,Amended,COLUMBUS SPECIALTY HOSPITAL             ,616 19TH STREET FOURTH FLOOR            ,,COLUMBUS                                ,GA                                      ,31902                                   ,,,,,,,,,,,50,12250,1856,,1856,,83,,80,,80,,,,,,,1856
112013,01-APR-17,31-MAR-18,Settled,SSH - AUGUSTA UH INC                    ,1537 WALTON WAY                         ,,AUGUSTA                                 ,GA                                      ,30904                                   ,RICHMOND                                ,,,,,,,,,,80,29200,10597,,16571,,183.38,,409,,610,15,,,,,,
112014,01-MAR-17,01-MAR-18,Settled,REGENCY HOSPITAL OF SOUTH ATLANTA       ,1170 CLEVELAND AVENUE 4TH FLOOR         ,,EAST POINT                              ,GA                                      ,30344                                   ,FULTON                                  ,,,,,,,,,,40,14600,4024,,9824,,85.04,,106,,213,10,,,,,,
112015,01-JUL-17,30-JUN-18,Settled,SOUTHERN CRESCENT HOSPITAL              ,11 UPPER RIVERDALE RD SW 6TH FLOOR      ,,RIVERDALE                               ,GA                                      ,30274                                   ,CLAYTON                                 ,,,,,,,,,,30,10950,3283,,5248,,68,,106,10,194,,,,,,,
112016,01-NOV-16,31-OCT-17,Settled,REGENCY HOSPITAL OF MACON  LLC          ,700 SPRING STREET                       ,,MACON                                   ,GA                                      ,31201                                   ,BIBB                                    ,,,,,,,,,,60,21900,9748,,16711,,175.23,,293,,456,16,,,,,,
112017,01-JAN-17,31-DEC-17,As Submitted,LANDMARK HOSPITAL OF ATHENS  LLC        ,775 SUNSET DRIVE                        ,,ATHENS                                  ,GA                                      ,30606                                   ,CLARKE                                  ,,,,,,,,,,42,15330,5300,,11278,,90.96,,185,,353,,,,,,,
112018,01-SEP-17,31-AUG-18,As Submitted,LANDMARK HOSPITAL OF SAVANNAH           ,800 E 68TH ST                           ,,SAVANNAH                                ,GA                                      ,31405                                   ,CHATHAM                                 ,,,,,,,,,,25,9125,3810,,7170,,78.6,,141,,257,,,,,,,
113028,01-JUL-17,30-JUN-18,As Submitted,ROOSEVELT WARM SPRINGS REHAB HOSP       ,6135 ROOSEVELT HIGHWAY                  ,1000                                    ,WARM SPRINGS                            ,GA                                      ,31830-0268                              ,MERIWETHER                              ,,,,,,,,,,52,18980,2591,1205,6336,,61.14,,174,74,396,,,,,,,
113029,01-OCT-16,30-SEP-17,As Submitted,CENTRAL GEORGIA REHAB HOSPITAL          ,3351 NORTHSIDE DRIVE                    ,,MACON                                   ,GA                                      ,31210-                                  ,BIBB                                    ,,,,,,,,,,58,21170,8663,,13424,,153.81,,594,,882,,,,,,,
113030,01-APR-17,31-MAR-18,Amended,HEALTHSOUTH WALTON REHABILITATION HO    ,1355 INDEPENDENCE DRIVE                 ,,AUGUSTA                                 ,GA                                      ,30901                                   ,RICHMOND                                ,,,,,,,,,,60,21570,12943,,16795,,150.06,,1088,,1373,9,,,,,,
113031,01-SEP-17,31-AUG-18,Amended,EMORY REHABILITATION HOSPITAL           ,1441 CLIFTON                            ,,ATLANTA                                 ,GA                                      ,30322                                   ,,,,,,,,,,,56,20440,4962,342,14520,,182.83,,365,,1020,,,,,,,
113032,01-OCT-16,30-SEP-17,Amended,HEALTHSOUTH REHABILITATION HOSPITAL     ,2101 E. NEWNAN CROSSING BLVD            ,,NEWNAN                                  ,GA                                      ,30265                                   ,COWETA                                  ,,,,,,,,,,50,18250,8486,,12200,,118.17,,762,,1069,18,,,,,,
113033,01-APR-17,31-MAR-18,As Submitted,REHABILITATION HOSPITAL OF SAVANNAH     ,6510 SEAWRIGHT DRIVE                    ,,SAVANNAH                                ,GA                                      ,31406                                   ,CHATHAM                                 ,,,,,,,,,,50,18250,10229,82,15210,,136.22,,849,7,1246,23,,,,,,
113300,01-JAN-17,31-DEC-17,As Submitted,EGLESTON CHILDRENS HOSPITAL AT EMORY    ,1405 CLIFTON ROAD                       ,,ATLANTA                                 ,GA                                      ,30322-1101                              ,DEKALB                                  ,,,,,,,,,5027,289,107675,620,22301,80104,160,2455.66,,103,2881,11774,3095,,,,,,
113301,01-JAN-17,31-DEC-17,As Submitted,SCOTTISH RITE CHILDRENS MEDICAL CTR     ,1001 JOHNSON FERRY RD                   ,,ATLANTA                                 ,GA                                      ,30329-2303                              ,FULTON                                  ,,,,,,,,,156,304,116435,21,18914,80311,25.8,2714.01,,3,2780,14171,3215,,,,,,
114004,01-JAN-17,31-DEC-17,Settled,SUMMIT RIDGE HOSPITAL                   ,250 SCENIC HIGHWAY                      ,,LAWRENCEVILLE                           ,GA                                      ,30045                                   ,GWINNETT                                ,,,,,,,,,,96,32200,8207,,29382,,158.56,,643,,3701,,,,,,,
114008,01-JAN-17,31-DEC-17,Settled,COASTAL HARBOR TREATMENT CENTER         ,1150 CORNELL AVENUE                     ,,SAVANNAH                                ,GA                                      ,31406                                   ,,,,,,,,,,,96,35040,3088,,21491,,178.95,,319,,3566,,,,,,,
114010,01-JAN-17,31-DEC-17,Settled,PEACHFORD HOSPITAL                      ,2151 PEACHFORD ROAD                     ,,ATLANTA                                 ,GA                                      ,30338                                   ,,,,,,,,,,,246,89790,15701,,77023,,414.8,,1179,,10589,,,,,,,
114012,05-JAN-17,31-DEC-17,As Submitted,RIDGEVIEW INSTITUTE SMYRNA              ,3995 SOUTH COBB DRIVE                   ,,SMYRNA                                  ,GA                                      ,30080                                   ,COBB                                    ,,,,,,,,,,148,45524,6474,,37505,,383.3,,602,,5056,,,,,,,
114013,01-JUL-17,30-JUN-18,As Submitted,WEST CENTRAL GA REGIONAL HOSPITAL       ,3000 SCHATULGA ROAD                     ,,COLUMBUS                                ,GA                                      ,31905                                   ,MUSCOGEE                                ,,,,,,,,,,40,14600,220,,14063,,569,,7,,251,,,,,,,
114016,01-JAN-17,31-DEC-17,As Submitted,ST. SIMONS BY THE SEA                   ,2927 DEMERE ROAD                        ,,ST. SIMONS ISLAND                       ,GA                                      ,31522                                   ,,,,,,,,,,,101,36865,3082,,16373,,112.02,,377,,2574,,,,,,,
114019,01-JUL-17,30-JUN-18,As Submitted,GEORGIA REGIONAL HOSPITAL ATLANTA       ,3073 PANTHERSVILLE ROAD                 ,,DECATUR                                 ,GA                                      ,30034                                   ,DEKALB                                  ,,,,,,,,,,114,41610,126,,40796,,1005,,12,,1071,,,,,,,
114028,01-JUL-17,30-JUN-18,As Submitted,GEORGIA REGIONAL HOSPITAL@ SAVANNAH     ,1915 EISENHOWER DRIVE                   ,,SAVANNAH                                ,GA                                      ,31406                                   ,CHATHAM                                 ,,,,,,,,,,112,40880,572,,37615,,501,,44,,1106,,,,,,,
114029,01-JUL-17,30-JUN-18,Settled,EAST CENTRAL REGIONAL HOSPITAL          ,3405 MIKE PADGETT HIGHWAY               ,,AUGUSTA                                 ,GA                                      ,30906                                   ,RICHMOND                                ,,,,,,,,,,110,40150,980,,25095,,1123,,48,,566,,,,,,,
114032,01-JAN-17,31-DEC-17,Settled,SOUTHERN CRESCENT HOSPITAL              ,255454 YORKTOWNE DRIVE                  ,,COLLEGE PARK                            ,GA                                      ,30349                                   ,CLAYTON                                 ,,,,,,,,,,172,62780,10965,,48318,,280.4,,871,,5884,,,,,,,
114035,01-JAN-17,31-DEC-17,Settled,RIVERWOODS BEHAVIORAL HEALTH SYSTEM     ,223 MEDICAL CENTER DRIVE                ,,RIVERDALE                               ,GA                                      ,30274                                   ,CLAYTON                                 ,,,,,,,,,,155,56575,10943,,50286,,340.1,,1096,,9140,,,,,,,
114036,01-JAN-17,31-DEC-17,As Submitted,ACADIA GREENLEAF HOSPITAL               ,2209 PINEVIEW DRIVE                     ,,VALDOSTA                                ,GA                                      ,31602                                   ,,,,,,,,,,,73,26645,10831,,25510,,149.24,,726,,2710,,,,,,,
114037,15-MAR-17,31-DEC-17,As Submitted,RIDGEVIEW INSTITUTE MONROE              ,709 BREEDLOVE DR.                       ,,MONROE                                  ,GA                                      ,30655                                   ,WALTON                                  ,,,,,,,,,,70,20440,3059,123,13823,,100.43,,249,15,1727,352,,,,,,
120001,01-JUL-17,30-JUN-18,As Submitted,THE QUEENS MEDICAL CENTER               ,1301 PUNCHBOWL STREET                   ,861                                     ,HONOLULU                                ,HI                                      ,96813                                   ,HONOLULU                                ,5364287,1732104,,3536504,1141921,,.2059,3051609,1010179,615,231885,41472,1798,179592,102.22,3940.6,,6294,261,28110,6171,,,,,,
120002,01-JUL-17,31-DEC-17,Amended,MAUI MEMORIAL MEDICAL CENTER            ,221 MAHALANI STREET                     ,,WAILUKU                                 ,HI                                      ,96793                                   ,MAUI                                    ,,,,262453,,,.1617,,,219,40296,3819,238,28820,,1307.01,,601,30,4451,1356,,,,,,
120004,01-JUL-17,30-JUN-18,As Submitted,WAHIAWA GENERAL HOSPITAL                ,128 LEHUA STREET                        ,,WAHIAWA                                 ,HI                                      ,96786                                   ,HONOLULU                                ,201602,,,110006,,,.12,345293,67033,43,15695,1975,1219,5765,.58,267.21,,406,2,1205,236,,,,,2,
120005,01-JUL-17,30-JUN-18,Amended,HILO MEDICAL CENTER                     ,1190 WAIANUENUE AVENUE                  ,,HILO                                    ,HI                                      ,96720                                   ,HAWAII                                  ,439672,,,543431,,,.12,386402,220176,157,57305,10861,107,43911,9.69,988.04,,1852,30,7704,4214,,,,,,
120006,01-JAN-17,31-DEC-17,As Submitted,ADVENTIST HEALTH CASTLE                 ,640 ULUKAHIKI ST                        ,,KAILUA                                  ,HI                                      ,96734                                   ,HONOLULU                                ,,,,851128,,,.1863,,,160,58400,7791,8747,34053,,729.34,,1540,2008,7663,436,,,,,,
120007,01-JUL-17,30-JUN-18,As Submitted,KUAKINI MEDICAL CENTER                  ,347 N. KUAKINI STREET                   ,,HONOLULU                                ,HI                                      ,96717-                                  ,HONOLULU                                ,898211,,,160624,,,.0401,764992,320361,170,62050,7845,75,23330,15.1,806.38,,1181,8,3653,369,,,,,,
120011,01-JAN-17,31-DEC-17,As Submitted,KFH-HAWAII                              ,3288 MOANALUA ROAD                      ,,HONOLULU                                ,HI                                      ,96819-1495                              ,HONOLULU                                ,75282,,,,,,,194568,57778,295,107675,3605,25,64543,28.31,1344,,588,3,11211,1109,,,,,,
120014,01-JUL-17,30-JUN-18,As Submitted,WILCOX MEMORIAL HOSPTIAL                ,3-3420 KUHIO HIGHWAY                    ,,LIHUE                                   ,HI                                      ,96766-                                  ,KAUAI                                   ,,,,274257,,,.12,,,72,26280,4634,89,17423,,492.47,,864,12,3388,953,,,,,,
120019,01-JUL-17,30-JUN-18,Amended,KONA COMMUNITY HOSPITAL                 ,79-1019 HAUKAPILA STREET                ,69                                      ,KEALAKEKUA                              ,HI                                      ,96750                                   ,USA                                     ,,,,198133,,,.12,,,83,30295,3550,4361,16580,,386.43,,733,1023,3419,,,,134,,301,
120022,01-JUL-17,30-JUN-18,As Submitted,STRAUB CLINIC & HOSPITAL                ,888 S. KING STREET                      ,,HONOLULU                                ,HI                                      ,96813-                                  ,HONOLULU                                ,883639,,,854407,,,.1189,245045,220769,159,58035,11856,218,40706,9.13,1804.62,,2013,36,6775,1080,,,,,,
120026,01-JUL-17,30-JUN-18,As Submitted,PALI MOMI MEDICAL CENTER                ,98-1079 MOANALUA ROAD                   ,,AIEA                                    ,HI                                      ,96701-                                  ,HONOLULU                                ,674317,,,635198,,,.0997,239822,120894,118,43070,9925,170,29610,9.72,936.6,,1898,29,5705,870,,,,,,
120028,01-JUL-17,30-JUN-18,As Submitted,NORTH HAWAII COMMUNITY HOSPITAL         ,67-1125 MAMALAHOA HIGHWAY               ,,KAMUELAA                                ,HI                                      ,96743                                   ,HAWAII                                  ,,,,112927,,,.12,,,33,12045,1381,1398,5638,,284.31,,388,497,1778,,,,,,,
121300,01-JUL-17,30-JUN-18,Amended,KAUAI VETERANS MEMORIAL HOSPITAL        ,4643 WAIMEA CANYON ROAD                 ,337                                     ,WAIMEA KAUAI                            ,HI                                      ,96796-0337                              ,HAWAII                                  ,,,,,,,,,,25,9125,933,863,4321,,227.28,,97,323,657,,,,,,,
121301,01-JUL-17,30-JUN-18,As Submitted,KAU HOSPITAL                            ,1 KAMANI STREET                         ,,PAHALA                                  ,HI                                      ,96777                                   ,HAWAII                                  ,,,,,,,,,,5,1825,277,199,853,,26.53,,16,,48,,,,,,,
121302,01-JUL-17,30-JUN-18,As Submitted,KOHALA HOSPITAL                         ,54-383 OLD HOSPITAL ROAD                ,10                                      ,KAPAAU                                  ,HI                                      ,96755                                   ,USA                                     ,,,,,,,,,,6,2190,380,314,1232,,38.98,,6,,14,,,,,,,
121303,01-JUL-17,30-JUN-18,Settled,MOLOKAI GENERAL HOSPITAL                ,280 HOME OLU                            ,408                                     ,KAUNAKAKAI                              ,HI                                      ,96748                                   ,MAUI                                    ,,,,,,,,,,15,5475,90,42,315,,66.45,,15,,57,24,,,,,,
121304,01-JUL-17,30-JUN-18,As Submitted,KAHUKU MEDICAL CENTER                   ,56-117 PUALALEA ST.                     ,,KAHUKU                                  ,HI                                      ,96731                                   ,HONOLULU                                ,,,,,,,,,,15,5475,1880,3,4348,,108.76,,3,1,20,,,,,,,
121305,01-JUL-17,31-DEC-17,Settled,LANAI COMMUNITY HOSPITAL                ,628 7TH STREET                          ,797                                     ,LANAI                                   ,HI                                      ,96763                                   ,MAUI                                    ,,,,,,,,,,4,736,,,,,16.4,,,,,,,,,,,
121306,01-JUL-17,30-JUN-18,As Submitted,SAMUEL MAHELONA MEMORIAL HOSPITAL       ,4800 KAWAIHAU ROAD                      ,,KAPAA  KAUAI                            ,HI                                      ,96746                                   ,HAWAII                                  ,,,,,,,,,,5,1825,,,,,77,,,,,,27,,94,,212,
121307,01-JUL-17,30-JUN-18,As Submitted,HALE HOOLA HAMAKUA                      ,45 - 547 PLUMERIA STREET                ,237                                     ,HONOKAA                                 ,HI                                      ,96727                                   ,HAWAII                                  ,,,,,,,,,,11,4105,1580,5,3332,,55.73,,,2,2,,,,,,,
121308,01-JUL-17,31-DEC-17,Settled,KULA HOSPITAL                           ,100 KEOKEA PLACE                        ,,KULA                                    ,HI                                      ,96790                                   ,MAUI                                    ,,,,,,,,,,9,1656,39,60,252,,85.58,,,,2,,,,,,,
122001,01-JUL-17,30-JUN-18,As Submitted,LEAHI HOSPITAL                          ,3675 KILAUEA AVENUE                     ,,HONOLULU                                ,HI                                      ,96816                                   ,HAWAII                                  ,,,,,,,,,,9,3285,36,,59,,113.74,,2,,4,,,,,,,
123025,01-OCT-16,30-SEP-17,Settled,REHABILITATION HOSPITAL OF THE PACIF    ,226 N. KUAKINI STREET                   ,,HONOLULU                                ,HI                                      ,96817-2421                              ,,,,,,,,,,,76,27740,7186,3284,22621,,371,3,665,219,1936,,,,,,,
123300,01-JUL-17,30-JUN-18,As Submitted,KAPIOLANI MED CTR FOR WOMEN & CHILDR    ,1319 PUNAHOU STREET                     ,,HONOLULU                                ,HI                                      ,96826-                                  ,HONOLULU                                ,,,,,,,,,14359,243,88695,286,90,73968,50,1481.21,,52,32,10431,7389,,,,,,
123301,01-JAN-17,31-DEC-17,Settled,SHRINERS HOSPITAL FOR CHILDREN          ,1310 PUNAHOU STREET                     ,,HONOLULU                                ,HI                                      ,96826                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124001,01-JAN-17,31-DEC-17,Settled,SUTTER PACIFIC KAHI MOHALA HOSP         ,91-2301 FORT WEAVER ROAD                ,,EWA BEACH                               ,HI                                      ,96706-                                  ,HONOLULU                                ,,,,,,,,,,88,32120,,1540,9123,,177.36,,,117,360,,,,,,,
130002,01-OCT-16,30-SEP-17,Amended,ST LUKES MAGIC VALLEY REG MED CTR       ,801 POLE LINE ROAD WEST                 ,409                                     ,TWIN FALLS                              ,ID                                      ,83301                                   ,TWIN FALLS                              ,,,,687364,,,.1085,,,155,56386,13046,6961,37005,,1851.54,,3485,2535,12454,,,,390,53,1217,251
130003,01-MAY-17,30-JUN-18,As Submitted,ST JOSEPH REGIONAL MEDICAL CENTER       ,415 SIXTH STREET                        ,816                                     ,LEWISTON                                ,ID                                      ,83501                                   ,NEZ PERCE                               ,,,,441305,,,.0725,,,94,39999,10669,1512,20133,,808.82,,2523,319,5087,,,,160,,579,
130006,01-OCT-16,30-SEP-17,Amended,ST. LUKES REGIONAL MEDICAL CENTER       ,190 EAST BANNOCK                        ,,BOISE                                   ,ID                                      ,83712-                                  ,ADA                                     ,492579,,,2493775,,,.1502,112349,123687,559,204035,30655,26713,132513,8.37,6735.09,,7213,7352,31827,,,,,,,341
130007,01-JUL-17,30-JUN-18,Amended,ST. ALPHONSUS REGIONAL MED CENTER       ,1055 NORTH CURTIS ROAD                  ,,BOISE                                   ,ID                                      ,83706-1309                              ,ADA                                     ,836699,,,1596648,,,.1368,350507,191987,348,127020,21350,16851,80589,9.79,3195.85,,4593,2933,17428,,,,,69,,438
130013,01-JUL-17,30-JUN-18,Amended,ST. ALPHONSUS MEDICAL CENTER - NAMP     ,1512 12TH AVE ROAD                      ,,NAMPA                                   ,ID                                      ,83686                                   ,CANYON                                  ,,,,384094,,,.1364,,,98,35770,6185,4150,20587,,638.24,,1487,1125,5623,,,,,,,
130014,01-OCT-16,30-SEP-17,As Submitted,WEST VALLEY MEDICAL CENTER              ,1717 ARLINGTON                          ,,CALDWELL                                ,ID                                      ,83605-                                  ,CANYON                                  ,175523,,,438401,,,.1834,82172,56241,112,39468,3989,3160,16362,5.45,423.71,,1084,872,4436,,,,,,,
130018,01-OCT-16,30-SEP-17,Amended,EASTERN IDAHO REGIONAL MEDICAL CENTE    ,3100 CHANNING WAY                       ,2077                                    ,IDAHO FALLS                             ,ID                                      ,83403                                   ,BONNIEVILLE                             ,,,,1363160,,,.1559,,,237,86505,14778,9419,45734,,972.62,,3453,1575,9519,,28,,,21,774,362
130025,01-OCT-16,30-SEP-17,As Submitted,MADISON MEMORIAL HOSPITAL               ,450 EAST MAIN ST                        ,310                                     ,REXBURG                                 ,ID                                      ,83440-0310                              ,MADISON                                 ,,,,102945,,,.12,,,67,24455,1705,3469,9351,,416.88,,503,637,2683,,,,,,,
130028,01-JAN-17,31-DEC-17,As Submitted,PORTNEUF MEDICAL CENTER                 ,651 MEMORIAL DRIVE                      ,,POCATELLO                               ,ID                                      ,83201-4004                              ,BANNOCK                                 ,1504566,,,690753,,,.1095,468713,308006,137,50005,11352,6282,30133,18.59,999.67,,2595,1934,8678,,,,159,1,676,103
130049,01-JAN-17,31-DEC-17,Amended,KOOTENAI HOSPITAL DISTRICT              ,2003 KOOTENAI HEALTH WAY                ,,COEUR DALENE                            ,ID                                      ,83814-                                  ,KOOTENAI                                ,1474671,,,1643308,,,.1252,370832,327848,289,105546,25419,15483,71251,18.12,2620.64,,5299,2178,16588,,,,,,,
130063,01-JAN-17,31-DEC-17,As Submitted,TREASURE VALLEY HOSPITAL                ,8800 WEST EMERALD STREET  100           ,,BOISE                                   ,ID                                      ,83704-                                  ,ADARIS                                  ,,,,,,,,,,10,3650,203,1,1009,,131.36,,131,1,641,,,,,,,
130065,01-JAN-17,31-DEC-17,As Submitted,MOUNTAIN VIEW HOSPITAL                  ,2325 CORONADO STREET                    ,,IDAHO FALLS                             ,ID                                      ,83404-                                  ,BONNEVILLE                              ,,,,188196,,,.12,,,41,14965,1379,2365,8475,,783.69,,546,450,2678,,,,,,,
130066,01-JAN-17,31-DEC-17,As Submitted,NORTHWEST SPECIALTY HOSPITAL            ,1593 E. POLSTON AVENUE                  ,,POST FALLS                              ,ID                                      ,83854                                   ,KOOTENAI                                ,,,,,,,,,,34,12410,657,36,2056,,226.71,,343,18,1134,,,,,,,
130067,01-JAN-17,31-DEC-17,Settled,IDAHO DOCTORS HOSPITAL                  ,350 NORTH MERIDIAN STREET               ,,BLACKFOOT                               ,ID                                      ,93221-1625                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131301,01-JAN-17,31-DEC-17,Settled,BOUNDARY COMMUNITY HOSPITAL             ,6640 KANIKSU                            ,,BONNERS FERRY                           ,ID                                      ,83805                                   ,BOUNDARY                                ,,,,,,,,,,20,7300,859,62,1124,,108.66,,53,8,85,,,,,,,
131302,01-OCT-16,30-SEP-17,Settled,NORTH CANYON MEDICAL CENTER             ,267 NORTH CANYON DRIVE                  ,,GOODING                                 ,ID                                      ,83330-                                  ,GOODING                                 ,,,,,,,,,,17,6205,1484,127,2262,,140.69,,234,33,402,,,,,,,
131303,01-JUL-17,30-JUN-18,Settled,ONEIDA COUNTY HOSPITAL                  ,150 NORTH 200 WEST                      ,126                                     ,MALAD CITY                              ,ID                                      ,83252-0126                              ,ONEIDA                                  ,,,,,,,,,,11,4015,727,15,858,,54.42,,94,3,123,,,,,,,
131304,01-OCT-16,30-SEP-17,Settled,POWER COUNTY HOSPITAL DISTRICT          ,510 ROOSEVELT                           ,,AMERICAN FALLS                          ,ID                                      ,83211-                                  ,POWER                                   ,,,,,,,,,,10,3650,583,1,622,,61.84,,32,1,45,,,,,,,
131305,01-OCT-16,30-SEP-17,Settled,STEELE MEMORIAL MEDICAL CENTER          ,203 S. DAISY STREET                     ,,SALMON                                  ,ID                                      ,83467-                                  ,LEMHI                                   ,,,,,,,,,,18,6570,688,86,1175,,111.89,,183,43,396,,,,,,,
131307,01-JUL-17,30-JUN-18,As Submitted,MEMORIAL HOSPITAL                       ,645 E FIFTH STREET                      ,,WEISER                                  ,ID                                      ,83672                                   ,WASHINGTON                              ,,,,,,,,,,19,6935,727,102,1158,,102.73,,165,39,328,,,,,,,
131308,01-OCT-16,30-SEP-17,Settled,CASCADE MEDICAL CENTER                  ,402 OLD STATE HIGHWAY                   ,1330                                    ,CASCADE                                 ,ID                                      ,83611-0151                              ,VALLEY                                  ,,,,,,,,,,8,2920,40,,71,,34.63,,10,,10,,,,,,,
131309,01-OCT-16,30-SEP-17,Settled w/Audit,CARIBOU MEMORIAL HOSPITAL               ,300 SOUTH THIRD WEST                    ,,SODA SPRINGS                            ,ID                                      ,83276-                                  ,CARIBOU                                 ,,,,,,,,,,25,9125,779,98,1169,,164.34,,162,42,350,,,,,,,
131310,01-OCT-16,30-SEP-17,Settled,ST. LUKES JEROME LTD                    ,709 N. LINCOLN AVE                      ,586                                     ,JEROME                                  ,ID                                      ,83338-1851                              ,JEROME                                  ,,,,,,,,,,25,9125,807,474,2222,,124.32,,51,84,305,,,,,,,
131311,01-OCT-16,30-SEP-17,Settled,ELMORE MEDICAL CENTER                   ,895 N. SIXTH EAST                       ,,MOUNTAIN HOME                           ,ID                                      ,83647-                                  ,ELMORE                                  ,,,,,,,,,,21,7665,1956,416,3297,,191.8,,225,273,901,,,,,,,
131312,01-OCT-16,30-SEP-17,Settled,ST. LUKES MCCALL                        ,1000 STATE STREET                       ,906                                     ,MCCALL                                  ,ID                                      ,83638-                                  ,VALLEY                                  ,,,,,,,,,,15,5475,537,202,1395,,223.13,,187,77,533,,,,,,,
131313,01-OCT-16,30-SEP-17,Settled,TETON VALLEY HOSPITAL                   ,120 EAST HOWARD                         ,,DRIGGS                                  ,ID                                      ,83422-                                  ,TETON                                   ,,,,,,,,,,13,4745,410,31,597,,93.07,,94,15,168,2,,,,,,
131314,01-DEC-16,30-NOV-17,Settled,SHOSHONE MEDICAL CENTER                 ,204 OREGON STREET                       ,,KELLOGG                                 ,ID                                      ,83837                                   ,SHOSHONE                                ,,,,,,,,,,21,7665,1356,22,1589,,73.95,,173,5,240,,,,,,,
131315,01-OCT-16,30-SEP-17,As Submitted,SYRINGA GENERAL HOSPITAL                ,607 W. MAIN STREET                      ,,GRANGEVILLE                             ,ID                                      ,83530-                                  ,IDAHO                                   ,,,,,,,,,,15,5475,1186,148,1632,,115.59,,275,54,449,,,,,,,
131316,01-JAN-17,31-DEC-17,Settled w/Audit,BEAR LAKE MEMORIAL HOSPITAL             ,164 SOUTH 5TH                           ,,MONTPELIER                              ,ID                                      ,83254                                   ,BEAR LAKE                               ,,,,,,,,,,21,7665,1717,129,2300,,133.89,,183,37,332,,,,,,,
