PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
110075,01-OCT-18,30-SEP-19,As Submitted,EAST GEORGIA REGIONAL MEDICAL CENTER    ,1499 FAIR ROAD                          ,,STATESBORO                              ,GA                                      ,30459                                   ,BULLOCH                                 ,,,,942322,,,.2259,,,144,54385,9735,5735,32604,,691.56,,2121,1757,7952,,,,,,,
110076,01-JUL-19,31-AUG-19,As Submitted,EMORY DECATUR                           ,2701 NORTH DECATUR ROAD                 ,,DECATUR                                 ,GA                                      ,30033-                                  ,DEKALB                                  ,88062,,,324655,,,.2683,42011,20502,392,24304,2642,1355,13260,15,1901.48,,568,307,3091,1220,,,,,,132
110087,01-JUL-19,27-AUG-19,As Submitted,GWINNETT HOSPITAL SYSTEM  INC           ,1000 MEDICAL CENTER BLVD                ,1190                                    ,LAWRENCEVILLE                           ,GA                                      ,30046-7694                              ,GWINNETT                                ,530885,,,271537,,,.1195,324541,176893,437,25753,5032,2275,22645,54.48,4725.51,,938,614,4970,665,,,,1,,108
110087,28-AUG-19,30-SEP-19,As Submitted,NORTHSIDE HOSPITAL GWINNETT             ,1000 MEDICAL CENTER BLVD                ,1190                                    ,LAWRENCEVILLE                           ,GA                                      ,30046-7694                              ,GWINNETT                                ,305797,,,166627,,,.1238,135061,74955,437,15814,2787,1424,12839,54,4572.77,,502,173,2403,555,,,,,,58
110092,01-OCT-18,30-SEP-19,As Submitted,DODGE COUNTY HOSPITAL                   ,901 GRIFFIN AVENUE                      ,,EASTMAN                                 ,GA                                      ,31023                                   ,DODGE                                   ,,,,70913,,,.12,,,40,14600,2137,1100,5541,,169.99,,422,173,1212,200,,,,,221,
110095,01-OCT-18,30-SEP-19,As Submitted,TIFT REGIONAL MEDICAL CENTER            ,901 EAST 18TH STREET                    ,747                                     ,TIFTON                                  ,GA                                      ,31793-                                  ,TIFT                                    ,,,,867281,,,.1612,,,181,66065,14955,5862,45686,,1576.97,,2736,735,9327,2453,,,,,,
110105,01-OCT-18,30-SEP-19,As Submitted,COLQUITT REGIONAL MEDICAL CENTER        ,3131 SOUTH MAIN STREET                  ,40                                      ,MOULTRIE                                ,GA                                      ,31768-                                  ,COLQUITT                                ,449883,,,446242,,,.1662,567167,334116,94,34310,8314,2341,23106,10.23,1066.26,,1657,540,4796,721,,,,,,
110107,01-OCT-18,30-SEP-19,As Submitted,MEDICAL CENTER OF CENTRAL GEORGIA       ,777 HEMLOCK STREET                      ,,MACON                                   ,GA                                      ,31201-                                  ,BIBB                                    ,5721136,,,4096501,,,.203,3966954,1603907,619,225935,46488,20033,186664,104.44,4428.11,,7171,2656,32989,4797,,,,,309,
110121,01-OCT-18,30-SEP-19,As Submitted,GRADY GENERAL HOSPITAL                  ,1155 5TH ST SE                          ,360                                     ,CAIRO                                   ,GA                                      ,39828-3142                              ,GRADY                                   ,,,,47704,,,.12,,,44,16060,2015,443,5300,,133.93,,273,159,1024,198,,,,,,
110122,01-OCT-18,30-SEP-19,As Submitted,SOUTH GEORGIA MEDICAL CENTER            ,2501 NORTH PATTERSON STREET             ,1727                                    ,VALDOSTA                                ,GA                                      ,31603-1727                              ,LOWNDES                                 ,,,,1540587,,,.1757,,,257,93805,23852,5520,68886,,2380.89,,4330,1077,14043,2522,,,,,,250
110142,01-OCT-18,30-SEP-19,As Submitted,EVANS MEMORIAL HOSPITAL                 ,200 NORTH RIVER STREET                  ,518                                     ,CLAXTON                                 ,GA                                      ,30417-                                  ,EVANS                                   ,,,,23956,,,.12,,,49,17885,508,213,1212,,113.39,,159,52,408,,,,,,116,
110150,01-OCT-18,30-SEP-19,As Submitted,NAVICENT HEALTH BALDWIN                 ,821 N. COBB STREET                      ,690                                     ,MILLEDGEVILLE                           ,GA                                      ,31061                                   ,BALDWIN                                 ,,,,263217,,,.174,,,103,37595,3905,1415,14204,,356.15,,833,280,3023,912,,,,,,
110161,01-OCT-18,30-SEP-19,As Submitted,NORTHSIDE HOSPITAL                      ,1000 JOHNSON FERRY ROAD  NE             ,,ATLANTA                                 ,GA                                      ,30342-                                  ,FULTON                                  ,,,,1679637,,,.1772,,,506,184690,24883,22467,196272,,8183.8,,3818,5162,31243,16099,,,,,,
110226,01-JUL-19,31-AUG-19,As Submitted,EMORY HILLANDALE HOSPITAL               ,2801 DEKALB MEDICAL PARKWAY             ,,LITHONIA                                ,GA                                      ,30058                                   ,DEKALB                                  ,,,,30993,,,.12,,,90,5580,576,375,3023,,479.44,,130,86,685,,,,,,,
110234,01-OCT-18,30-SEP-19,As Submitted,SGMC BERRIEN CAMPUS                     ,1121 MCPHERSON STREET                   ,,NASHVILLE                               ,GA                                      ,31639                                   ,BERRIEN                                 ,,,,8702,,,.1415,,,51,18615,243,44,575,,46.08,,59,7,126,3,,,,,150,
111303,01-OCT-18,30-SEP-19,As Submitted,JASPER MEMORIAL HOSPITAL                ,898 COLLEGE STREET                      ,,MONTICELLO                              ,GA                                      ,31064                                   ,JASPER                                  ,,,,,,,,,,12,4380,842,4,1399,,73.03,,1,1,5,,,,,,,
111310,01-OCT-18,30-SEP-19,As Submitted,MEDICAL CENTER OF PEACH COUNTY          ,1960 HIGHWAY 247 CONNECTOR              ,,BYRON                                   ,GA                                      ,31008                                   ,PEACH                                   ,,,,,,,,,,25,9125,2616,270,6966,,158.91,,189,73,843,,,,,,,
111311,01-JAN-19,11-AUG-19,As Submitted,JENKINS COUNTY HOSPITAL                 ,931 EAST WINTHORPE AVENUE               ,,MILLEN                                  ,GA                                      ,30442                                   ,JENKINS                                 ,,,,,,,,,,15,3330,8,,264,,67.69,,1,,37,,,,,,,
111313,01-OCT-18,30-SEP-19,As Submitted,PUTNAM GENERAL HOSPITAL                 ,101 LAKE OCONEE PARKWAY                 ,4330                                    ,EATONTON                                ,GA                                      ,31024-                                  ,PUTNAM                                  ,,,,,,,,,,25,9125,1346,54,3502,,105.44,,116,15,259,3,,,,,,
111314,01-OCT-18,30-SEP-19,As Submitted,LIFE BRITE COMMUNITY HOSPITAL OF EA     ,11470 COLUMBIA STREET                   ,,BLAKELY                                 ,GA                                      ,39823                                   ,EARLY                                   ,,,,,,,,,,25,9125,1799,27,3286,,143.25,,91,10,182,7,,,,,,
111318,01-OCT-18,30-SEP-19,As Submitted,MONROE COUNTY HOSPITAL                  ,88 MARTIN LUTHER KING JR DRIVE          ,1068                                    ,FORSYTH                                 ,GA                                      ,31029-                                  ,MONROE                                  ,,,,,,,,,,25,9125,1726,20,4113,,64.28,,87,6,185,,,,,,,
111326,01-OCT-18,30-SEP-19,As Submitted,SGMC  LANIER CAMPUS                     ,116 W. THIGPEN AVENUE                   ,,LAKELAND                                ,GA                                      ,31635-                                  ,LANIER                                  ,,,,,,,,,,25,9125,1957,14,2188,,89.08,,46,6,189,,,,,,,
111331,01-OCT-18,30-SEP-19,As Submitted,MITCHELL COUNTY HOSPITAL                ,90 STEPHENS STREET                      ,360                                     ,CAMILLA                                 ,GA                                      ,31728-                                  ,MITCHELL                                ,,,,,,,,,,25,9125,2379,11,5540,,125.72,,28,5,74,2,,,,,,
111332,01-OCT-18,30-SEP-19,As Submitted,BROOKS COUNTY HOSPITAL                  ,903 N COURT ST                          ,5000                                    ,QUITMAN                                 ,GA                                      ,31643-1315                              ,BROOKS                                  ,,,,,,,,,,25,9125,2279,56,4909,,87.54,,72,18,173,3,,,,,,
111333,01-OCT-18,30-SEP-19,As Submitted,JEFF DAVIS                              ,163 S TALLAHASSEE ST                    ,1690                                    ,HAZLEHURST                              ,GA                                      ,31539-                                  ,JEFF DAVIS                              ,,,,,,,,,,25,9125,1542,326,2982,,107.46,,204,49,448,,,,,,202,
112006,01-JUL-19,31-AUG-19,As Submitted,EMORY LONG TERM ACUTE CARE              ,450 CANDLER STREET                      ,,DECATUR                                 ,GA                                      ,30030-                                  ,DEKALB                                  ,,,,,,,,,,38,2356,517,,1945,,153.37,,19,,52,,,,,,,
113029,01-OCT-18,30-SEP-19,As Submitted,CENTRAL GEORGIA REHAB HOSPITAL          ,3351 NORTHSIDE DRIVE                    ,,MACON                                   ,GA                                      ,31210-                                  ,BIBB                                    ,,,,,,,,,,58,21170,7928,,15990,,192.64,,583,,1128,,,,,,,
113032,01-OCT-18,30-SEP-19,As Submitted,ENCOMPASS HEALTH REHABILITATION HOSP    ,2101 E. NEWNAN CROSSING BLVD            ,,NEWNAN                                  ,GA                                      ,30265                                   ,COWETA                                  ,,,,,,,,,,50,18250,11646,152,16880,,149.12,,1014,12,1462,6,,,,,,
123025,01-OCT-18,30-SEP-19,As Submitted,REHABILITATION HOSPITAL OF THE PACIF    ,226 N. KUAKINI STREEET                  ,,HONOLULU                                ,HI                                      ,96817-2421                              ,,,,,,,,,,,82,29930,7901,4137,23593,,362,5,708,276,2064,,,,,,,
130002,01-OCT-18,30-SEP-19,As Submitted,ST LUKES MAGIC VALLEY REG MED CTR       ,801 POLE LINE ROAD WEST                 ,409                                     ,TWIN FALLS                              ,ID                                      ,83301                                   ,TWIN FALLS                              ,,,,816170,,,.12,,,169,61622,11552,6424,34020,,1676,,3122,2588,11406,,,,257,13,1057,237
130006,01-OCT-18,30-SEP-19,As Submitted,ST. LUKES REGIONAL MEDICAL CENTER       ,190 EAST BANNOCK                        ,,BOISE                                   ,ID                                      ,83712-                                  ,ADA                                     ,509425,,,2321516,,,.1348,107576,144451,559,204035,28469,23865,124826,8.61,6395.78,,6463,5233,29364,,,,,,,344
130014,01-OCT-18,30-SEP-19,As Submitted,WEST VALLEY MEDICAL CENTER              ,1717 ARLINGTON                          ,,CALDWELL                                ,ID                                      ,83605-                                  ,CANYON                                  ,152864,,,364457,,,.1717,80827,66067,112,40880,3715,3071,14082,6.29,399,,910,711,3717,,,,,,,
130018,01-OCT-18,30-SEP-19,As Submitted,EASTERN IDAHO REGIONAL MEDICAL CENTE    ,3100 CHANNING WAY                       ,2077                                    ,IDAHO FALLS                             ,ID                                      ,83403                                   ,,1016882,,,1512869,,,.1708,319594,119127,213,79120,14217,11024,48650,11.84,1024.45,,3393,1619,9947,,,,,18,733,406
130025,01-OCT-18,30-SEP-19,As Submitted,MADISON MEMORIAL HOSPITAL               ,450 EAST MAIN ST                        ,310                                     ,REXBURG                                 ,ID                                      ,83440-0310                              ,MADISON                                 ,,,,110012,,,.12,,,67,24455,1468,3137,8683,,433.48,,466,553,2521,,,,,,,
130071,01-OCT-18,30-SEP-19,As Submitted,ST. LUKES NAMPA MEDICAL CENTER          ,9850 W. ST. LUKES DRIVE                 ,,NAMPA                                   ,ID                                      ,83687                                   ,,40922,,,210981,,,.1199,,,81,29565,3518,2437,12598,.81,569.96,,881,670,3954,,,,,,,
131302,01-OCT-18,30-SEP-19,As Submitted,NORTH CANYON MEDICAL CENTER             ,267 NORTH CANYON DRIVE                  ,,GOODING                                 ,ID                                      ,83330-                                  ,GOODING                                 ,,,,,,,,,,16,5840,1930,120,2683,,182.35,,281,30,491,,,,,,,
131305,01-OCT-18,30-SEP-19,As Submitted,STEELE MEMORIAL MEDICAL CENTER          ,203 S. DAISY STREET                     ,,SALMON                                  ,ID                                      ,83467-                                  ,LEMHI                                   ,,,,,,,,,,18,6570,841,62,1242,,131.85,,215,31,350,,,,,,,
131308,01-OCT-18,30-SEP-19,As Submitted,CASCADE MEDICAL CENTER                  ,402 OLD STATE HIGHWAY                   ,1330                                    ,CASCADE                                 ,ID                                      ,83611-0151                              ,VALLEY                                  ,,,,,,,,,,8,2920,49,3,102,,28.92,,20,,43,,,,,,,
131309,01-OCT-18,30-SEP-19,As Submitted,CARIBOU MEMORIAL HOSPITAL               ,300 SOUTH THIRD WEST                    ,,SODA SPRINGS                            ,ID                                      ,83276-                                  ,CARIBOU                                 ,,,,,,,,,,25,9125,1178,72,1530,,139.23,,167,25,292,,,,,,,
131310,01-OCT-18,30-SEP-19,As Submitted,ST. LUKES JEROME LTD                    ,709 N. LINCOLN AVE                      ,586                                     ,JEROME                                  ,ID                                      ,83338-1851                              ,JEROME                                  ,,,,,,,,,,18,6787,929,664,2684,,110.28,,65,115,359,,,,,,,
131311,01-OCT-18,30-SEP-19,As Submitted,ST. LUKES ELMORE MEDICAL CENTER         ,895 N. SIXTH EAST                       ,,MOUNTAIN HOME                           ,ID                                      ,83647-                                  ,ELMORE                                  ,,,,,,,,,,21,7665,1740,539,3300,,188.55,,243,134,676,,,,,,,
131312,01-OCT-18,30-SEP-19,As Submitted,ST. LUKES MCCALL                        ,1000 STATE STREET                       ,906                                     ,MCCALL                                  ,ID                                      ,83638-                                  ,VALLEY                                  ,,,,,,,,,,15,5475,818,155,1721,,184.54,,225,56,568,,,,,,,
131313,01-OCT-18,30-SEP-19,As Submitted,TETON VALLEY HOSPITAL                   ,120 EAST HOWARD                         ,,DRIGGS                                  ,ID                                      ,83422-                                  ,TETON                                   ,,,,,,,,,,13,4745,416,45,590,,90.51,,79,16,155,,,,,,,
131315,01-OCT-18,30-SEP-19,As Submitted,SYRINGA GENERAL HOSPITAL                ,607 W. MAIN STREET                      ,,GRANGEVILLE                             ,ID                                      ,83530-                                  ,IDAHO                                   ,,,,,,,,,,15,5475,1400,193,1835,,115.18,,258,52,403,,,,,,,
131318,01-OCT-18,30-SEP-19,As Submitted,WALTER KNOX MEMORIAL HOSPITAL           ,1202 EAST LOCUST                        ,,EMMETT                                  ,ID                                      ,83617                                   ,GEM                                     ,,,,,,,,,,13,4745,334,132,898,,118.92,,59,35,197,,,,,,,
131319,01-OCT-18,30-SEP-19,As Submitted,MINIDOKA MEMORIAL HOSPITAL              ,1224 8TH STREET                         ,,RUPERT                                  ,ID                                      ,83350-                                  ,MINIDOKA                                ,,,,,,,,,,16,5840,1155,53,1978,,176.01,,254,19,488,,,,,,,
131322,01-OCT-18,30-SEP-19,As Submitted,FRANKLIN COUNTY MEDICAL CENTER          ,44 NORTH FIRST EAST                     ,,PRESTON                                 ,ID                                      ,83263-                                  ,FRANKLIN                                ,,,,,,,,,,20,7300,1671,270,2506,,111.37,,290,70,529,,,,,,,
131323,01-OCT-18,30-SEP-19,As Submitted,ST. LUKES WOOD RIVER MEDICAL CENTER     ,100 HOSPITAL DRIVE                      ,100                                     ,KETCHUM                                 ,ID                                      ,83340                                   ,BLAINE                                  ,,,,,,,,,,25,9125,1408,428,3579,,346.04,,437,97,1164,,,,,,,
131324,01-OCT-18,30-SEP-19,As Submitted,LOST RIVERS HOSPITAL                    ,551 HIGHLAND DRIVE                      ,,ARCO                                    ,ID                                      ,83213                                   ,BUTTE                                   ,,,,,,,,,,14,5110,158,59,261,,51.91,,18,1,31,,,,,,,
132001,01-OCT-18,30-SEP-19,As Submitted,NORTHERN IDAHO ADVANCED CARE HOSPITA    ,600 NORTH CECIL                         ,,POST FALLS                              ,ID                                      ,83854                                   ,KOOTENAI                                ,,,,,,,,,,40,14600,5757,823,9820,,119.09,,231,31,380,,,,,,,
134002,01-OCT-18,30-SEP-19,As Submitted,INTERMOUNTAIN                           ,303 N ALLUMBAUGH STREET                 ,,BOISE                                   ,ID                                      ,83704                                   ,ADA                                     ,,,,,,,,,,150,54750,5675,6328,31562,,202.77,,461,616,3539,,,,,,,
140010,01-OCT-18,30-SEP-19,As Submitted,NORTHSHORE UNIVERSITY HEALTHSYSTEM      ,2650 RIDGE AVENUE                       ,,EVANSTON                                ,IL                                      ,60201                                   ,COOK                                    ,24416838,,,1513136,,,.0345,5775975,6296265,697,254259,76503,12547,170870,205.58,6235,,17556,2618,39091,2522,86,,27,17,1539,409
140015,01-OCT-18,30-SEP-19,As Submitted,BLESSING HOSPITAL                       ,1005 BROADWAY                           ,,QUINCY                                  ,IL                                      ,62301                                   ,,1551849,,,974526,,,.077,578072,267343,248,90520,25137,1524,46583,16.92,2100.88,,5947,516,11606,1239,793,,409,10,2007,291
140049,28-JAN-19,30-APR-19,As Submitted,WEST SUBURBAN HOSP MED CTR              ,3 ERIE COURT                            ,,OAK PARK                                ,IL                                      ,60302                                   ,COOK                                    ,773013,,,305217,,,.3202,709652,235551,135,12555,1770,510,6863,48.66,748.27,,392,91,1622,509,,,,,,
140052,01-OCT-18,30-SEP-19,As Submitted,OSF SAINT ANTHONYS HEALTH CENTER        ,SAINT ANTHONYS WAY                      ,340                                     ,ALTON                                   ,IL                                      ,62002-0340                              ,MADISON                                 ,,,,264284,,,.12,,,49,17885,4203,265,9330,,441.95,,1122,65,2435,360,,,,,,
140058,01-OCT-18,30-SEP-19,As Submitted,PASSAVANT AREA HOSPITAL                 ,1600 WEST WALNUT                        ,,JACKSONVILLE                            ,IL                                      ,62650-1185                              ,MORGAN                                  ,,,,195693,,,.0844,,,102,37230,4640,423,9539,,692.84,,1315,468,2782,,,,67,,136,
140064,01-OCT-18,30-SEP-19,As Submitted,ST. MARY MEDICAL CENTER                 ,3333 N SEMINARY                         ,,GALESBURG                               ,IL                                      ,61401                                   ,KNOX                                    ,,,,225059,,,.0807,,,81,29565,6580,453,14405,,444.27,,1500,84,3561,572,,,,,,
140067,01-OCT-18,30-SEP-19,As Submitted,SAINT FRANCIS MEDICAL CENTER            ,530 NE GLEN OAK AVENUE                  ,,PEORIA                                  ,IL                                      ,61637                                   ,PEORIA                                  ,14769578,,,5325652,,,.1854,5298719,1772982,629,229585,58637,6143,181429,248.88,5098.56,,10917,1845,32739,6212,,,,23,,396
140082,28-JAN-19,31-MAY-19,As Submitted,LOUIS A. WEISS MEMORIAL HOSPITAL        ,4646 NORTH MARINE DRIVE                 ,,CHICAGO                                 ,IL                                      ,60640                                   ,COOK                                    ,1980838,,,289016,,,.1854,1369144,521104,119,14756,3086,254,7983,82.82,307.34,,638,48,1754,326,7,,1,,81,52
140093,01-OCT-18,30-SEP-19,As Submitted,OSF SACRED HEART MEDICAL CENTER         ,812 NORTH LOGAN AVENUE                  ,,DANVILLE                                ,IL                                      ,61821                                   ,VERMILION                               ,,,,389656,,,.1265,,,174,63510,7718,568,17386,,584.51,,1888,111,5572,,,,,,,
140110,01-OCT-18,30-SEP-19,As Submitted,OTTAWA REGIONAL HOSPITAL & HEALTHCAR    ,1100 EAST NORRIS DRIVE                  ,,OTTAWA                                  ,IL                                      ,61350                                   ,LA SALLE                                ,,,,543327,,,.2251,,,90,32850,4154,925,12010,,482.45,,1436,351,3475,,,,47,,388,
140113,01-OCT-18,30-SEP-19,As Submitted,OSF HEART OF MARY MEDICAL CENTER        ,1400 WEST PARK STREET                   ,,URBANA                                  ,IL                                      ,61801                                   ,CHAMPAIGN                               ,297189,,,387871,,,.1186,277458,107120,179,65335,6858,741,20132,8.29,636.84,,1795,230,6712,,,,,13,,434
140114,01-OCT-18,30-SEP-19,As Submitted,SWEDISH COVENANT HEALTH                 ,5145 NORTH CALIFORNIA AVENUE            ,,CHICAGO                                 ,IL                                      ,60625                                   ,COOK                                    ,3520360,,,1794109,,,.2443,2041874,1108048,216,78840,14376,6500,46901,65.6,1543.62,,3236,1765,10869,2718,332,,64,19,1055,313
140118,01-JAN-19,26-SEP-19,As Submitted,METROSOUTH MEDICAL CENTER               ,12935 SOUTH GREGORY STREET              ,,BLUE ISLAND                             ,IL                                      ,60406                                   ,COOK                                    ,,,,777119,,,.2896,,,300,81900,5004,2894,19513,,626.47,,1159,349,4726,1164,,,4,,265,
140135,01-OCT-18,30-SEP-19,As Submitted,DECATUR MEMORIAL HOSPITAL               ,2300 N. EDWARD ST.                      ,,DECATUR                                 ,IL                                      ,62526                                   ,MACON                                   ,1140164,,,929275,,,.0879,468273,362842,202,73730,21022,2266,37233,15.28,1753.19,,4590,1164,8493,,,,26,,296,
140143,01-OCT-18,30-SEP-19,As Submitted,ST. MARGARETS HOSPITAL                  ,600 EAST FIRST ST                       ,,SPRING VALLEY                           ,IL                                      ,61362                                   ,BUREAU                                  ,,,,,,,,,,44,16060,3544,711,6620,,585.48,,923,255,1830,83,,,,,,
140148,01-OCT-18,30-SEP-19,As Submitted,MEMORIAL MEDICAL CENTER                 ,701 NORTH FIRST STREET                  ,,SPRINGFIELD                             ,IL                                      ,62781                                   ,SANGAMON                                ,10495774,,,1533269,,,.0724,3733957,1336495,390,142502,46558,3718,106819,190.12,3243.54,,8872,864,21681,3193,462,,129,27,1261,524
140161,01-OCT-18,30-SEP-19,As Submitted,SAINT JAMES HOSPITAL                    ,2500 WEST REYNOLDS STREET               ,,PONTIAC                                 ,IL                                      ,61764                                   ,LIVINGSTON                              ,,,,96192,,,.0548,,,42,15330,3557,197,6398,,299.89,,932,62,1780,207,,,,,,
140162,01-OCT-18,30-SEP-19,As Submitted,ST. JOSEPH MEDICAL CENTER               ,2200 E WASHINGTON                       ,,BLOOMINGTON                             ,IL                                      ,61701                                   ,MCLEAN                                  ,,,,194473,,,.0316,,,137,50005,11902,689,30070,,790.29,,2916,174,7154,1451,,,,,,
140167,01-OCT-18,30-SEP-19,As Submitted,IROQUOIS MEMORIAL HOSPITAL              ,200 FAIRMAN AVENUE                      ,,WATSEKA                                 ,IL                                      ,60970                                   ,,,,,11706,,,.0292,,,25,9125,698,6,1005,,231.62,,256,2,402,41,,,,,,
140197,01-OCT-18,30-SEP-19,As Submitted,METHODIST HOSPITAL OF CHICAGO           ,5025 N PAULINA ST                       ,,CHICAGO                                 ,IL                                      ,60640-2772                              ,COOK                                    ,,,,639539,,,.5114,,,145,52925,3971,1136,15462,,437.81,,747,206,3311,1873,,,,,,
140206,01-OCT-18,30-SEP-19,As Submitted,NORWEGIAN AMERICAN HOSPITAL             ,1044 N. FRANSICSO AVENUE                ,,CHICAGO                                 ,IL                                      ,60622                                   ,COOK                                    ,336355,,,1486570,,,.5835,237123,85727,173,63145,7482,4254,32045,15.56,701.26,,1244,771,6045,2984,,,148,,367,
140213,01-OCT-18,30-SEP-19,As Submitted,SILVER CROSS HOSPITAL                   ,1900 SILVER CROSS BLVD.                 ,,NEW LENOX                               ,IL                                      ,60451                                   ,WILL                                    ,,,,568527,,,.0361,,,259,94001,28790,4038,74235,,1817.7,,7164,1522,19341,2144,,,112,7,342,634
140233,01-OCT-18,30-SEP-19,As Submitted,SAINT ANTHONY MEDICAL CENTER            ,5666 EAST STATE STREET                  ,,ROCKFORD                                ,IL                                      ,61108-2472                              ,WINNEBAGO                               ,637201,,,396673,,,.0333,229867,125799,241,87965,21770,1250,50858,5,1904.92,,4853,325,10791,2025,,,,,,
140252,01-OCT-18,30-SEP-19,As Submitted,NORTHWEST COMMUNITY HOSPITAL            ,800 WEST CENTRAL ROAD                   ,,ARLINGTON HEIGHTS                       ,IL                                      ,60005                                   ,COOK                                    ,,,,580897,,,.0289,,,424,154760,36908,4436,86525,,2585.06,,8601,1059,20447,1776,483,,223,11,1945,671
140304,01-JAN-19,31-DEC-19,As Submitted,ADVENTIST BOLINGBROOK HOSPITAL          ,500 REMINGTON BLVD                      ,,BOLINGBROOK                             ,IL                                      ,60440-                                  ,WILL                                    ,,,,453197,,,.1326,,,110,40150,6411,1776,21774,,771.52,,1680,212,5794,968,1,,,,452,
141302,01-OCT-18,30-SEP-19,As Submitted,MIDWEST MEDICAL CENTER                  ,1 MEDICAL CENTER DRIVE                  ,,GALENA                                  ,IL                                      ,61036-                                  ,JO DAVIESS                              ,,,,,,,,,,25,9125,1728,33,2411,,97.22,,102,11,146,,,,,,,
141310,01-OCT-18,30-SEP-19,As Submitted,MENDOTA COMMUNITY HOSPITAL              ,1401 EAST 12TH ST                       ,,MENDOTA                                 ,IL                                      ,61342-9216                              ,LA SALLE                                ,,,,,,,,,,25,9125,1431,15,1970,,156.58,,228,7,336,,,,,,,
141313,01-OCT-18,30-SEP-19,As Submitted,MASON DISTRICT HOSPITAL                 ,615 NORTH PROMENADE STREET              ,,HAVANA                                  ,IL                                      ,62644-0530                              ,MASON                                   ,,,,,,,,,,25,9125,864,2,1181,,172.61,,101,2,140,,,,,,,
141315,01-OCT-18,30-SEP-19,As Submitted,BCC DBA ILLINI COMMUNITY HOSPITAL       ,640 WEST WASHINGTON                     ,,PITTSFIELD                              ,IL                                      ,62363                                   ,,,,,,,,,,,25,9125,792,29,1087,,145.18,,172,13,254,18,34,,9,,196,
141317,01-OCT-18,30-SEP-19,As Submitted,GIBSON AREA HOSPITAL AND HEALTH SVCS    ,1120 N. MELVIN                          ,,GIBSON CITY                             ,IL                                      ,60936-                                  ,FORD                                    ,,,,,,,,,,25,9125,1781,132,3757,,567.97,,293,19,779,106,,,,,,
141318,01-OCT-18,30-SEP-19,As Submitted,OSF HOLY FAMILY MED CTR                 ,1000 WEST HARLEM AVENUE                 ,,MONMOUTH                                ,IL                                      ,61462                                   ,WARREN                                  ,,,,,,,,,,23,8395,852,53,1276,,152,,120,9,199,,,,,,,
141322,01-OCT-18,30-SEP-19,As Submitted,ABRAHAM LINCOLN MEMORIAL HOSPITAL       ,200 STAHLHUT DRIVE                      ,,LINCOLN                                 ,IL                                      ,62656                                   ,LOGAN                                   ,,,,,,,,,,25,9125,2630,135,4691,,288.08,,343,27,759,,,,,,,
141325,01-OCT-18,30-SEP-19,As Submitted,OSF SAINT LUKE MEDICAL CENTER           ,1051 WEST SOUTH STREET                  ,747                                     ,KEWANEE                                 ,IL                                      ,61443                                   ,HENRY                                   ,,,,,,,,,,25,9125,889,35,1481,,160.97,,242,20,553,,,,,,,
141339,01-OCT-18,30-SEP-19,As Submitted,TAYLORVILLE MEMORIAL HOSPITAL           ,201 EAST PLEASANT STREET                ,,TAYLORVILLE                             ,IL                                      ,62568                                   ,CHRISTIAN                               ,,,,,,,,,,25,9125,3673,36,4979,,263.15,,425,13,610,,,,,,,
150045,01-OCT-18,30-SEP-19,As Submitted,DEKALB MEMORIAL HOSPITAL                ,1316 EAST 7TH STREET                    ,,AUBURN                                  ,IN                                      ,46706-                                  ,DEKALB                                  ,,,,72260,,,.1085,,,37,13505,1388,158,5017,,466.97,,473,42,1672,272,,,,,,
150075,01-OCT-18,30-SEP-19,As Submitted,BLUFFTON REGIONAL MEDICAL CENTER        ,303 S. MAIN STREET                      ,,BLUFFTON                                ,IN                                      ,46714-                                  ,WELLS                                   ,,,,24232,,,.0409,,,55,20075,1238,152,3915,,203.41,,370,194,1215,,,,,,,
150082,01-OCT-18,30-SEP-19,As Submitted,DEACONESS HOSPITAL                      ,600 MARY STREET                         ,,EVANSVILLE                              ,IN                                      ,47747-                                  ,VANDERBURGH                             ,2185869,,,2324860,,,.0742,859150,434291,539,199199,62429,4890,143500,19.85,4330.51,,13470,1181,32144,3776,147,,46,,405,
150176,01-JAN-19,07-APR-19,As Submitted,KENTUCKIANA MEDICAL CENTER              ,4601 MEDICAL PLAZA WAY                  ,,CLARKSVILLE                             ,IN                                      ,47129                                   ,CLARK                                   ,,,,23099,,,.0556,,,46,4370,906,27,1283,,261.29,,131,2,227,26,,,,,,
