PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
141338,01-JUL-18,30-JUN-19,As Submitted,MEMORIAL HOSPITAL                       ,1900 STATE STREET                       ,,CHESTER                                 ,IL                                      ,62233                                   ,RANDOLPH                                ,,,,,,,,,,25,9125,758,100,1657,,186.51,,168,16,347,4,,,,,,
141339,01-OCT-17,30-SEP-18,As Submitted,TAYLORVILLE MEMORIAL HOSPITAL           ,201 EAST PLEASANT STREET                ,,TAYLORVILLE                             ,IL                                      ,62568                                   ,CHRISTIAN                               ,,,,,,,,,,25,9125,3700,113,5171,,263.86,,437,31,638,,,,,,,
141340,01-SEP-18,31-AUG-19,As Submitted,VALLEY WEST COMMUNITY HOSPITAL          ,1302 N. MAIN STREET                     ,,SANDWICH                                ,IL                                      ,60548-                                  ,,,,,,,,,,,25,9125,1022,294,2320,,161.9,,271,88,682,,,,,,,
141341,01-JAN-18,31-DEC-18,As Submitted,PANA COMMUNITY HOSPITAL                 ,101 E. 9TH STREET                       ,,PANA                                    ,IL                                      ,62557-1716                              ,CHRISTIAN                               ,,,,,,,,,,22,8030,1211,45,1642,,144.33,,283,18,404,16,,,,,,
141342,01-JAN-18,31-DEC-18,Amended,UNION COUNTY HOSPITAL DISTRICT          ,517 NORTH MAIN STREET                   ,,ANNA                                    ,IL                                      ,62906                                   ,UNION                                   ,,,,,,,,,,25,9125,1656,33,2345,,131.65,,342,16,517,,,,,,,
141343,01-MAY-18,30-APR-19,As Submitted,CRAWFORD MEMORIAL HOSPITAL              ,1000 NORTH ALLEN STREET                 ,,ROBINSON                                ,IL                                      ,62454                                   ,CRAWFORD                                ,,,,,,,,,,25,9125,1722,522,3648,,260.42,,672,190,1312,,,,,,,
141344,01-JUL-18,30-JUN-19,As Submitted,LAWRENCE COUNTY MEMORIAL HOSPITAL       ,2100 STATE STREET                       ,,LAWRENCEVILLE                           ,IL                                      ,62439                                   ,LAWRENCE                                ,,,,,,,,,,25,9125,1599,35,1992,,116.32,,269,35,351,,,,,,,
141345,01-APR-18,31-MAR-19,As Submitted,SALEM TOWNSHIP HOSPITAL                 ,1201 RICKER DRIVE                       ,,SALEM                                   ,IL                                      ,62881                                   ,MARION                                  ,,,,,,,,,,25,9125,2096,118,2669,,157.76,,322,33,454,,,,,,,
141346,01-JAN-18,31-DEC-18,As Submitted,FAYETTE COUNTY HOSPITAL                 ,SEVENTH & TAYLOR                        ,,VANDALIA                                ,IL                                      ,62471-                                  ,FAYETTE                                 ,,,,,,,,,,29,9125,2397,115,3161,,175.75,,339,37,489,,,,,,,
141347,01-AUG-18,31-JUL-19,As Submitted,CARLINVILLE AREA HOSPITAL               ,20733 NORTH BROAD STREET                ,,CARLINVILLE                             ,IL                                      ,62626-                                  ,MACOUPIN                                ,,,,,,,,,,25,9125,1823,99,2455,,152.51,,233,36,362,,,,,,,
141348,01-JUL-18,30-JUN-19,As Submitted,RED BUD REGIONAL HOSPITAL               ,ST. CLEMENT BLVD                        ,,RED BUD                                 ,IL                                      ,62278-                                  ,RANDOLPH                                ,,,,,,,,,,25,9125,3824,12,5526,,133.32,,429,4,658,41,,,,,,
141349,01-JUL-18,30-JUN-19,As Submitted,SPARTA COMMUNITY HOSPITAL               ,818 EAST BROADWAY                       ,,SPARTA                                  ,IL                                      ,62286                                   ,RANDOLPH                                ,,,,,,,,,,25,9125,1350,39,1817,,171.2,,212,13,320,,,,,,,
141350,01-JUL-18,30-JUN-19,As Submitted,ST. FRANCIS HOSPITAL                    ,1215 FRANCISCAN DRIVE                   ,,LITCHFIELD                              ,IL                                      ,62056                                   ,MONTGOMERY                              ,,,,,,,,,,25,9125,2918,230,4661,,222.22,,708,41,1519,,,,,,,
141351,01-MAR-18,28-FEB-19,As Submitted,CLAY COUNTY HOSPITAL                    ,911 STACY BURK DRIVE                    ,,FLORA                                   ,IL                                      ,62839-0280                              ,CLAY                                    ,,,,,,,,,,20,7300,1652,156,2262,,215.8,,384,50,536,,,,,,,
142006,01-SEP-18,31-AUG-19,As Submitted,KINDRED HOSPITAL SYCAMORE               ,225 EDWARD STREET                       ,,SYCAMORE                                ,IL                                      ,60178                                   ,DEKALB                                  ,,,,,,,,,,69,25185,4232,1089,9925,,105.8,,166,44,398,82,,,,,,
142008,01-SEP-18,31-AUG-19,As Submitted,KINDRED HOSPITAL CHICAGO                ,365 EAST NORTH AVENUE                   ,,NORTHLAKE                               ,IL                                      ,60164                                   ,COOK                                    ,,,,,,,,,,245,89425,9461,4943,30656,,338.1,,435,242,1585,649,,,,,,
142009,01-SEP-18,31-AUG-19,As Submitted,KINDRED HOSPITAL CHICAGO CENTRAL        ,4058 WEST MELROSE STREET                ,,CHICAGO                                 ,IL                                      ,60641                                   ,COOK                                    ,,,,,,,,,,187,68255,7226,3542,22812,,238.9,,304,121,859,286,,,,,,
142010,01-JUN-18,31-MAY-19,As Submitted,RML HEALTH PROVIDERS  L.P.              ,5601 SOUTH COUNTY LINE ROAD             ,,HINSDALE                                ,IL                                      ,60521                                   ,COOK                                    ,,,,,,,,,,168,61320,19203,17627,52332,,700.75,,482,456,1357,,,,,,,
142011,01-JAN-18,30-JUN-18,Amended,HOLY FAMILY MEDICAL CENTER              ,100 NORTH RIVER ROAD  SECOND FLOOR      ,,DES PLAINES                             ,IL                                      ,60016                                   ,COOK                                    ,,,,,,,,,109,128,23168,6443,2447,15195,.24,436.52,,236,83,737,,,,,,,
142011,01-JUL-18,30-JUN-19,Amended,HOLY FAMILY MEDICAL CENTER              ,100 NORTH RIVER ROAD  SECOND FLOOR      ,,DES PLAINES                             ,IL                                      ,60016                                   ,COOK                                    ,,,,,,,,,,128,46720,13862,4524,31023,,427.56,,461,140,1409,,,,,,,
142013,01-SEP-18,31-AUG-19,As Submitted,KINDRED HOSPITAL PEORIA                 ,500 WEST ROMEO B GARRETT AVE.           ,,PEORIA                                  ,IL                                      ,61605                                   ,PEORIA                                  ,,,,,,,,,,50,18250,3421,21,8466,,74,,120,1,290,63,,,,,,
142014,01-SEP-18,14-MAR-19,As Submitted,VIBRA HOSPITAL OF SPRINGFIELD           ,701 NORTH WALNUT STREET                 ,,SPRINGFIELD                             ,IL                                      ,62702                                   ,SANGAMON                                ,,,,,,,,,,50,9800,1301,22,1814,,80.26,,51,2,79,9,,,,,,
143025,01-JUL-18,30-JUN-19,As Submitted,SCHWAB REHAB HOSP & CARE NETWORK        ,1401 S. CALIFORNIA AVE                  ,,CHICAGO                                 ,IL                                      ,60608-                                  ,COOK                                    ,,,,,,,,,1484,60,21900,1925,2921,15802,9.71,235.3,,127,176,1009,468,,,,,,
143026,01-SEP-18,31-AUG-19,As Submitted,SHIRLEY RYAN ABILITYLAB                 ,355 E. ERIE                             ,,CHICAGO                                 ,IL                                      ,60611-                                  ,COOK                                    ,,,,,,,,,68233,225,82125,23471,4865,75092,32.07,2359.2,,1210,185,3344,386,,,,,,
143027,01-SEP-18,31-AUG-19,As Submitted,MARIANJOY REHAB HOSPITAL & CLINIC       ,26W171 ROOSEVELT ROAD                   ,,WHEATON                                 ,IL                                      ,60187                                   ,DUPAGE                                  ,,,,,,,,,391,100,36500,17103,1726,34419,11.02,511.6,,1283,110,2380,64,,,,,,
143028,01-JAN-18,31-DEC-18,Amended,VAN MATRE HEALTHSOUTH REHABILITATION    ,950 S MULFORD RD                        ,,ROCKFORD                                ,IL                                      ,61108                                   ,WINNEBAGO                               ,,,,,,,,,,65,23725,11954,561,19921,,174.88,,978,46,1590,153,,,,,,
143300,01-SEP-18,31-AUG-19,As Submitted,ANN & ROBERT H. LURIE CHILDRENS HOS     ,225 EAST CHICAGO AVENUE                 ,,CHICAGO                                 ,IL                                      ,60611-2605                              ,COOK                                    ,,,,,,,,,7477,336,119088,273,18184,88889,255.63,4738.08,,37,1734,10993,,,,,,,
143301,01-JUL-18,30-JUN-19,As Submitted,LARABIDA CHILDRENS HOSPITAL             ,6501 S. PROMONTORY DRIVE                ,,CHICAGO                                 ,IL                                      ,60649                                   ,COOK                                    ,,,,,,,,,,49,17885,,5725,9994,4.4,425.75,,,137,262,101,,,,,,
143302,01-JAN-18,31-DEC-18,Settled,SHRINERS HOSPITAL FOR CHILDREN          ,2211 NORTH OAK PARK AVE                 ,,CHICAGO                                 ,IL                                      ,60707-3351                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144005,01-JAN-18,31-DEC-18,Settled,AURORA CHICAGO LAKESHORE                ,4840 N MARINE DRIVE                     ,,CHICAGO                                 ,IL                                      ,60640-7860                              ,COOK                                    ,,,,,,,,,,161,58765,3499,8858,37032,,334.84,,387,480,4456,,,,,,,
144009,01-JAN-18,31-DEC-18,As Submitted,RIVEREDGE HOSPITAL                      ,8311 WEST ROOSEVELT RD                  ,,FOREST PARK                             ,IL                                      ,60130                                   ,COOK                                    ,,,,,,,,,,210,76650,5923,5224,40162,,259.2,,416,471,4412,,,,,,,
144010,01-JUL-18,30-JUN-19,Settled,CHICAGO REED MENTAL HEALTH CTR          ,4200 N OAK PARK AVE                     ,,CHICAGO                                 ,IL                                      ,60634                                   ,COOK                                    ,,,,,,,,,,24,8760,,,7507,,182.12,,,,134,,,,,,,
144016,01-JUL-18,30-JUN-19,Settled,ALTON MENTAL HEALTH CENTER              ,4500 COLLEGE AVE                        ,,ALTON                                   ,IL                                      ,62002                                   ,MADISON                                 ,,,,,,,,,,24,8760,471,90,4906,,122.79,,8,1,37,,,,,,,
144021,01-JUL-18,30-JUN-19,Settled,MCFARLAND MENTAL HEALTH CENTER          ,901 SOUTHWIND RD                        ,,SPRINGFIELD                             ,IL                                      ,62703                                   ,SANGAMON                                ,,,,,,,,,,147,53655,920,577,49774,,263.58,,23,3,223,,,,,,,
144026,01-JAN-18,31-DEC-18,As Submitted,HARTGROVE HOSPITAL                      ,520 N. RIDGEWAY AVE                     ,,CHICAGO                                 ,IL                                      ,60624-                                  ,COOK                                    ,,,,,,,,,,160,58400,2960,13068,49097,,299.36,,236,941,4342,,,,,,,
144028,01-JUL-18,30-JUN-19,Settled,JOHN J MADDEN MENTAL HEALTH CENTER      ,1200 S FIRST AVE                        ,,HINES                                   ,IL                                      ,60141                                   ,COOK                                    ,,,,,,,,,,28,10220,39,,6488,,169.62,,2,,313,,,,,,,
144029,01-JAN-18,31-DEC-18,As Submitted,THE PAVILION FOUNDATION                 ,809 WEST CHURCH STREET                  ,,CHAMPAIGN                               ,IL                                      ,61820-3999                              ,CHAMPAIGN                               ,,,,,,,,,,69,25185,1949,7554,23014,,171.39,,202,880,2736,,,,,,,
144031,01-JUL-18,30-JUN-19,As Submitted,ALEXIAN BROTHERS BEHAVIORAL HEALTH      ,1650 MOON LAKE BOULEVARD                ,,HOFFMAN ESTATES                         ,IL                                      ,60194-                                  ,COOK                                    ,,,,,,,,,,141,51465,10142,737,44634,,620.83,,732,115,5474,231,,,,,,
144034,01-JUL-18,30-JUN-19,Settled,STREAMWOOD                              ,1400 EAST IRVING PARK                   ,,STREAMWOOD                              ,IL                                      ,60107                                   ,COOK                                    ,,,,,,,,,,178,64970,1097,15794,41805,,292.57,,106,922,4075,2044,,,,,,
144035,01-JUL-18,30-JUN-19,As Submitted,LINDEN OAKS HOSPITAL                    ,852 WEST STREET                         ,,NAPERVILLE                              ,IL                                      ,60540                                   ,DUPAGE                                  ,,,,,,,,,,110,40150,4730,773,29737,,466.47,,420,81,4228,35,,,,,,
144037,01-JUL-18,30-JUN-19,Settled,ELGIN MENTAL HEALTH CENTER              ,750 S STATE                             ,,ELGIN                                   ,IL                                      ,60123                                   ,KANE                                    ,,,,,,,,,,383,139795,,1829,127463,,703.6,,,11,759,,,,,,,
144038,01-JUL-18,30-JUN-19,Settled,CHOATE MENTAL HEALTH CENTER             ,1000 N MAIN                             ,,ANNA                                    ,IL                                      ,62906                                   ,UNION                                   ,,,,,,,,,,88,32120,1070,,14849,,284.15,,21,,86,,,,,,,
144039,01-JUL-18,30-JUN-19,Settled,GARFIELD PARK HOSPITAL  LLC             ,520 NORTH RIDGEWAY AVE                  ,,CHICAGO                                 ,IL                                      ,60624                                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144040,01-JAN-18,31-DEC-18,As Submitted,CHICAGO BEHAVIORAL HOSPITAL             ,555 WILSON LANE                         ,,DES PLAINES                             ,IL                                      ,60016                                   ,COOK                                    ,,,,,,,,,,138,50370,8792,1626,41837,,239.53,,711,362,4855,2509,,,,,,
150001,01-JAN-18,31-DEC-18,Amended,JOHNSON MEMORIAL HOSPITAL               ,1125 WEST JEFFERSON STREET              ,,FRANKLIN                                ,IN                                      ,46131-                                  ,JOHNSON                                 ,,,,111967,,,.0832,,,83,30295,2506,62,6682,,581.14,,705,19,1917,360,,,,,,30
150002,01-JAN-18,31-DEC-18,As Submitted,METHODIST HOSPITALS  INC                ,600 GRANT STREET                        ,,GARY                                    ,IN                                      ,46402                                   ,LAKE                                    ,173130,,,2440671,,,.2277,86297,28761,456,166440,30276,2931,84820,3,1985.81,,5038,389,13960,2532,42,,2,9,226,576
150004,01-JAN-18,31-DEC-18,Amended,FRANCISCAN HEALTH HAMMOND               ,5454 HOMAN AVENUE                       ,,HAMMOND                                 ,IN                                      ,46320                                   ,LAKE                                    ,358969,,,677030,,,.1606,125315,116999,180,65625,9290,3003,22634,7.22,847.48,,1833,1452,4170,,,,829,,1944,
150005,01-JAN-18,31-DEC-18,As Submitted,HENDRICKS REGIONAL HEALTH               ,1000 EAST MAIN STREET                   ,,DANVILLE                                ,IN                                      ,46122-1409                              ,HENDRICKS                               ,,,,219213,,,.0482,,,133,48545,7698,187,21765,,1763,,2122,59,5679,632,,,,,,
150006,01-JAN-18,31-DEC-18,As Submitted,LAPORTE HOSPITAL                        ,STATE & MADISON STREETS                 ,250                                     ,LAPORTE                                 ,IN                                      ,46350-                                  ,,,,,525826,,,.1323,,,129,47085,8469,1669,17561,,613.77,,1882,914,4517,,,,,,,
150007,01-JAN-18,31-DEC-18,As Submitted,COMMUNITY HOWARD REGIONAL HEALTH        ,3500 SOUTH LAFOUNTAIN                   ,,KOKOMO                                  ,IN                                      ,46902                                   ,HOWARD                                  ,,,,509256,,,.1491,,,109,39920,6792,944,17243,,624.79,,1699,89,4529,959,,,,,,
150008,01-JUL-18,30-JUN-19,As Submitted,ST. CATHERINE HOSPITAL                  ,4321 FIR STREET                         ,,EAST CHICAGO                            ,IN                                      ,46312                                   ,LAKE                                    ,,,,1180063,,,.315,,,165,60225,8031,2051,29809,,830.05,,1756,393,6183,2051,114,,30,2,448,555
150009,01-AUG-18,31-JUL-19,As Submitted,CLARK MEMORIAL HOSPITAL                 ,1220 MISSOURI AVENUE                    ,69                                      ,JEFFERSONVILLE                          ,IN                                      ,47130                                   ,CLARK                                   ,88885,,,1358010,,,.1933,41336,17734,153,55845,13875,1982,37259,.6,1064.39,,3495,625,11158,2066,7,,14,,249,
150010,01-JUL-18,30-JUN-19,As Submitted,ST. JOSEPH HOSPITAL & HEALTH CENTER     ,1907 WEST SYCAMORE STREET               ,,KOKOMO                                  ,IN                                      ,46901                                   ,HOWARD                                  ,,,,371450,,,.1175,,,111,40515,6168,724,17557,,470.03,,1489,135,4522,1212,,,,23,,325
150011,01-JUL-18,30-JUN-19,As Submitted,MARION GENERAL HOSPITAL                 ,441 WABASH AVENUE                       ,,MARION                                  ,IN                                      ,46952-                                  ,GRANT                                   ,,,,517896,,,.1519,,,106,38690,7130,707,19173,,695.21,,1856,118,4850,1037,,,,16,,276
150012,01-JUL-18,30-JUN-19,As Submitted,ST. JOSEPHS REG MED CENTER S. BEND      ,5215 HOLY CROSS PARKWAY                 ,,MISHAWAKA                               ,IN                                      ,46545                                   ,SAINT JOSEPH                            ,2702046,,,1036396,,,.095,1577033,605564,253,92345,22772,9815,69907,33.11,1589.89,533,4640,331,14751,2301,,,,1,,191
150015,01-JAN-18,31-DEC-18,Amended,FRANCISCAN HEALTH MICHIGAN CITY         ,301 W. HOMER STREET                     ,,MICHIGAN CITY                           ,IN                                      ,46360                                   ,,,,,603973,,,.1093,,,149,54385,10335,1513,21130,,710.69,,2635,1355,5506,,,,236,6,471,41
150017,01-JUL-18,30-JUN-19,As Submitted,LUTHERAN HOSPITAL OF INDIANA            ,7950 WEST JEFFERSON BLVD                ,,FT WAYNE                                ,IN                                      ,46804                                   ,ALLEN                                   ,1220320,,,1348412,,,.0939,399046,83262,396,144540,29955,2489,100033,21.92,2173.94,,5483,3375,21010,,,,,,,
150018,01-JAN-18,31-DEC-18,As Submitted,ELKHART GENERAL HOSPITAL                ,600 EAST BLVD                           ,,ELKHART                                 ,IN                                      ,46514                                   ,ELKHART                                 ,,,,709593,,,.0866,,,200,73000,14843,849,40628,,1240.95,,3489,249,9920,1631,211,,12,8,535,133
150021,01-JAN-18,31-DEC-18,Amended,PARKVIEW HOSPITAL                       ,11109 PARKVIEW PLAZA DRIVE              ,,FORT WAYNE                              ,IN                                      ,46845                                   ,ALLEN                                   ,716748,,,2265148,,,.1253,361478,177031,566,206590,40923,4521,158002,9.33,4641.4,,8171,767,33427,7998,1589,,130,16,3790,674
150022,01-JAN-18,31-DEC-18,As Submitted,FRANCISCAN HEALTH CRAWFORDSVILLE        ,1710 LAFAYETTE RD                       ,,CRAWFORDSVILLE                          ,IN                                      ,47933                                   ,,,,,,,,,,,29,10585,1682,286,3031,,149.59,,534,75,856,,,,1,,163,
150023,01-JAN-18,31-DEC-18,As Submitted,UNION HOSPITAL  INC.                    ,1606 NORTH SEVENTH ST                   ,,TERRE HAUTE                             ,IN                                      ,47804-                                  ,VIGO                                    ,2490584,,,1850763,,,.1279,666530,674499,233,85045,25547,852,56766,21,1431.07,,6071,222,14958,3486,,,,,,264
150024,01-JAN-18,31-DEC-18,As Submitted,ESKENAZI HEALTH                         ,720 ESKENAZI AVENUE                     ,,INDIANAPOLIS                            ,IN                                      ,46202                                   ,MARION                                  ,6950354,,,3598151,,,.4932,2550310,1568893,316,115340,16515,14757,78212,179.81,4249,10,2861,2179,18038,5026,,,195,,724,
150026,01-JAN-18,31-DEC-18,As Submitted,GOSHEN HOSPITAL                         ,200 HIGH PARK AVENUE                    ,,GOSHEN                                  ,IN                                      ,46526                                   ,ELKHART                                 ,,,,284830,,,.0723,,,122,44530,8038,594,23815,,1059.15,,1752,232,6972,1615,,,,,,
150030,01-JAN-18,31-DEC-18,As Submitted,HENRY COUNTY MEMORIAL HOSPITAL          ,1000 NORTH 16TH STREET                  ,,NEW CASTLE                              ,IN                                      ,47392-                                  ,HENRY                                   ,,,,229262,,,.1118,,,48,17520,3700,115,8712,,348.79,,1051,28,2386,218,,,,,,
150034,01-JUL-18,30-JUN-19,As Submitted,ST. MARY MEDICAL CENTER  INC.           ,1500 SOUTH LAKE AVENUE                  ,,HOBART                                  ,IN                                      ,46342                                   ,LAKE                                    ,,,,370536,,,.037,,,180,65700,20785,1108,47796,,1111.91,,4318,181,9787,1107,,,,1,,578
150035,01-JAN-18,31-DEC-18,As Submitted,PORTER MEMORIAL HOSPITAL                ,85 EAST US HIGHWAY 6                    ,,VALPARAISO                              ,IN                                      ,46383                                   ,PORTER                                  ,,,,549024,,,.055,,,238,86870,22526,1918,56811,,1415.18,,4193,1442,11351,,,,,9,,279
150037,01-JAN-18,31-DEC-18,Amended,HANCOCK REGIONAL HOSPITAL               ,801 NORTH STATE STREET                  ,,GREENFIELD                              ,IN                                      ,46140-                                  ,HANCOCK                                 ,,,,97277,,,.0543,,,61,22265,3024,97,8200,,608.51,,946,24,2388,210,,,,,246,
150042,01-JAN-18,31-DEC-18,Amended,GOOD SAMARITAN HOSPITAL                 ,520 SOUTH 7TH STREET                    ,,VINCENNES                               ,IN                                      ,47591                                   ,KNOX                                    ,,,,257607,,,.0435,,,99,36135,12844,275,21142,,1253.58,,3160,66,5385,619,,,37,,824,556
150044,01-SEP-18,31-AUG-19,As Submitted,BAPTIST HEALTH FLOYD                    ,1850 STATE STREET                       ,,NEW ALBANY                              ,IN                                      ,47150-4990                              ,FLOYD                                   ,,,,662960,,,.0461,,,225,83585,25543,1072,53225,,1559.69,,6188,328,13965,1649,,,,,,
150045,01-OCT-17,30-SEP-18,Amended,DEKALB MEMORIAL HOSPITAL                ,1316 EAST 7TH STREET                    ,,AUBURN                                  ,IN                                      ,46706-                                  ,DEKALB                                  ,,,,81201,,,.098,,,37,13505,1885,128,6480,,485.15,,577,22,1945,258,,,,,,
150046,01-SEP-18,31-AUG-19,As Submitted,TERRE HAUTE REGIONAL HOSPITAL           ,3901 HOSPITAL LANE                      ,,TERRE HAUTE                             ,IN                                      ,47802                                   ,VIGO                                    ,,,,565977,,,.1066,,,164,59860,9803,1288,20166,,512.08,,2416,353,5026,842,,,541,14,1291,137
150047,01-JUN-18,31-MAY-19,As Submitted,ST JOSEPH MEDICAL CENTER                ,700 BROADWAY STREET                     ,,FORT WAYNE                              ,IN                                      ,46802                                   ,ALLEN                                   ,19663,,,478104,,,.3587,67250,29011,88,38485,3212,969,16796,.5,402.96,,645,1694,3901,,,,112,,415,
150048,01-JAN-18,31-DEC-18,As Submitted,REID HOSPITAL & HEALTH CARE SERVICES    ,1401 CHESTER BOULEVARD                  ,,RICHMOND                                ,IN                                      ,47374                                   ,WAYNE                                   ,2401605,,,1371456,,,.1074,464600,257924,163,59495,21241,878,39543,13.48,2386.39,,5641,231,10402,2006,144,,,,752,258
150051,01-JAN-18,31-DEC-18,As Submitted,IU HEALTH BLOOMINGTON HOSPITAL          ,601 WEST SECOND STREET                  ,1149                                    ,BLOOMINGTON                             ,IN                                      ,47402                                   ,MONROE                                  ,,,,1756407,,,.159,,,254,92710,22067,2216,58611,,1696.47,,4643,113,14198,2672,,,,1,,250
150056,01-JAN-18,31-DEC-18,As Submitted,INDIANA UNIVERSITY HEALTH               ,340 W 10TH ST                           ,,INDIANAPOLIS                            ,IN                                      ,46202                                   ,MARION                                  ,34455491,,,10787585,,,.2791,9960080,4669111,1226,447388,79747,20811,322722,667.97,8534,,12414,2215,50673,12461,,,59,8,780,135
150057,01-JAN-18,31-DEC-18,As Submitted,ST FRANCIS H&H - MOORESVILLE            ,1201 HADLEY ROAD                        ,,MOORESVILLE                             ,IN                                      ,46158                                   ,,2283,,,175954,,,.0629,733,805,83,30295,2947,97,7657,,328.82,,1126,18,2753,300,,,,,,
150058,01-JAN-18,31-DEC-18,As Submitted,MEMORIAL HOSPITAL OF SOUTH BEND  INC    ,615 N MICHIGAN ST                       ,,SOUTH BEND                              ,IN                                      ,46601                                   ,ST. JOSEPH                              ,1380782,,,2568953,,,.2134,871697,369749,391,142715,26177,3000,95695,27.86,2308.53,,5111,536,18456,4508,49,,4,1,304,256
150059,01-JAN-18,31-DEC-18,As Submitted,RIVERVIEW HOSPITAL                      ,395 WESTFIELD ROAD                      ,,NOBLESVILLE                             ,IN                                      ,46060-                                  ,HAMILTON                                ,,,,116821,,,.0341,,,109,38600,6267,310,16169,,1047.43,,1572,62,4084,476,,,,,,476
150061,01-JAN-18,31-DEC-18,As Submitted,DAVIESS COMMUNITY HOSPITAL              ,1314 E. WALNUT STREET                   ,760                                     ,WASHINGTON                              ,IN                                      ,47501                                   ,DAVIESS                                 ,,,,114304,,,.12,,,42,15330,2258,166,4960,,269.7,,658,327,1455,,,,33,3,319,121
150064,01-OCT-17,30-SEP-18,As Submitted,FAYETTE REGIONAL HEALTH SYSTEM          ,1941 VIRGINIA AVE                       ,,CONNERSVILLE                            ,IN                                      ,47331                                   ,FAYETTE                                 ,,,,48913,,,.12,,,45,16425,1004,71,3545,,359.26,,292,17,1007,254,,,1,,27,
150065,01-JAN-18,31-DEC-18,As Submitted,SCHNECK MEDICAL CENTER                  ,411 WEST TIPTON STREET                  ,,SEYMOUR                                 ,IN                                      ,47274-                                  ,JACKSON                                 ,,,,194599,,,.12,,,91,33215,3366,2382,10213,,838.68,,817,486,2607,77,,,,,,
150069,01-JAN-18,31-DEC-18,As Submitted,KINGS DAUGHTERS HOSPITAL                ,ONE KINGS DAUGHTERS DRIVE               ,447                                     ,MADISON                                 ,IN                                      ,47250-                                  ,JEFFERSON                               ,,,,308197,,,.1148,,,88,32120,5850,2018,12105,,763.47,,1517,477,3085,209,,,,,,
150072,01-JAN-18,31-DEC-18,As Submitted,MEMORIAL HOSPITAL LOGANSPORT            ,1101 MICHIGAN AVENUE                    ,,LOGANSPORT                              ,IN                                      ,46947-                                  ,CASS                                    ,,,,115474,,,.12,,,44,14784,1888,182,5256,,496.31,,664,79,1659,574,,,,,,
150074,01-JAN-18,31-DEC-18,As Submitted,COMMUNITY HEALTH NETWORK  INC.          ,1500 NORTH RITTER AVENUE                ,,INDIANAPOLIS                            ,IN                                      ,46219                                   ,MARION                                  ,2473009,,,3754690,,,.2997,383257,523869,305,111325,20279,4603,78578,43.16,2753.7,,4786,582,17767,5117,,,,,,
150075,01-OCT-17,30-SEP-18,As Submitted,BLUFFTON REGIONAL MEDICAL CENTER        ,303 S. MAIN STREET                      ,,BLUFFTON                                ,IN                                      ,46714-                                  ,WELLS                                   ,,,,88753,,,.1162,,,62,22630,1559,759,4759,,216.71,,464,306,1652,,,,,,,
150076,01-JUL-18,30-JUN-19,As Submitted,ST. JOSEPHS REG MED CENTER PLYMOUTH     ,1915 LAKE AVENUE                        ,670                                     ,PLYMOUTH                                ,IN                                      ,46563                                   ,MARSHALL                                ,,,,98439,,,.0858,,,45,16425,2338,449,6043,,293.29,100,696,24,2005,326,,,,,,
150082,01-OCT-17,30-SEP-18,As Submitted,DEACONESS HOSPITAL                      ,600 MARY STREET                         ,,EVANSVILLE                              ,IN                                      ,47747-                                  ,VANDERBURGH                             ,2026872,,,2230348,,,.0837,812513,384767,531,179801,55294,4902,126421,19.21,4130.97,,12564,1102,29815,3731,168,,32,,422,
150084,01-JUL-18,30-JUN-19,As Submitted,ST. VINCENT HOSPITAL & HCC              ,2001 WEST 86TH STREET                   ,,INDIANAPOLIS                            ,IN                                      ,46260-                                  ,MARION                                  ,9802916,,,5269106,,,.1815,3503974,1154667,768,280190,53269,13133,180781,159.91,4097.11,,9244,1241,30994,5157,719,,191,1,2733,109
150086,01-JAN-18,31-DEC-18,As Submitted,DEARBORN COUNTY HOSPITAL                ,600 WILSON CREEK ROAD                   ,,LAWRENCEBURG                            ,IN                                      ,47025-                                  ,DEARBORN                                ,,,,249759,,,.0929,,,86,31390,5489,174,11310,,548.01,,1409,43,3089,636,,,,,,
150088,01-JUL-18,30-JUN-19,As Submitted,ST. VINCENT ANDERSON                    ,2015 JACKSON STREET                     ,,ANDERSON                                ,IN                                      ,46016                                   ,,,,,728478,,,.1987,,,144,52560,7895,1821,25394,,562.7,,1660,217,5100,1486,,,,29,,225
