FY 2020 IPPS Impact File -  Final Rule (August 2019)																																																								
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2020 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section  505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	CASETA37	CMIV37	TACMIV37	IME_CASETA37	IME_TACMIV37	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
100154	South Miami Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0	0.037	453	214	0	0.0105	0.4645	0.06884	0.09863	0.06884	0.001074	3035.75	0.000952	2682.61	0.223	0.018	0		2876	2818.62	1.7021	1.6922			2821.86	1.7040	1.6944			0.9637	1	0.1302	0.1411	0.19357	1	1.0038	0.9955	0	0
100156	Lake City Medical Center	10	10	10	10	12023	3	rural	rural	N	0.9728				Y	0.0243	1	0	0	79	54	0	0	0.1619	0.00818	0	0.00818	0.000168	448.31	0.000117	336.93	0.122	0.018	14	8005.38	3360	3284.94	1.2866	1.2780			3288.02	1.2859	1.2774			0.9813	1	0.00012	0.00049	0.61091	1	1.00693	0.9837	0	0
100157	Lakeland Regional Medical Center	29460	29460	35840	10	12105	3	ourban	rural	S	0.8912		YES	YES	N		1	0	0	731	470	0	0	0.2569	0.02602	0	0.02602	0.001275	894.83	0.00135	915.68	0.164	0.016	7		11536	11316.02	1.5720	1.5667			11326.86	1.5750	1.5697			0.9242	1	0.0164	0.02608	0.31575	1	0.98905	0.9700	0	0
100161	Central Florida Regional Hospital	36740	36740	36740	36740	12117	3	lurban	lurban	N	0.8733				N		1	0	0	208	135	0	0	0.2344	0.02138	0.04861	0.02138	0.00061	1540.46	0.000527	1279.01	0.119	0.009	0		3249	3198.64	1.7891	1.7744			3202.15	1.7925	1.7776			0.9114	1	0.00812	0.0085	0.30729	1	0.99666	0.9936	0	0
100166	Doctors Hospital Of Sarasota	35840	35840	35840	35840	12115	3	ourban	ourban	N	0.9205				N		1	0	0	139	76	0	0	0.055	0	0.0112	0		0		0	0.111	0.011	0		3992	3887.69	1.7653	1.7554			3897.28	1.7599	1.7502			0.9449	1	0.01829	0.02769	0.52857	1	0.99678	0.9951	0	0
100167	Plantation General Hospital	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.0184	0.029	589	283	0.01001	0.00822	0.6444	0.10595	0.13939	0.10595	0.00046	1081.92	0.000941	2155.54	0.099	0.009	0		3526	3467.29	1.6025	1.5911	3599.67	1.6223	3471.33	1.6059	1.5946	3603.69	1.6220	0.9598	1	0.04381	0.06211	0.15009	1	0.99851	0.9951	0	0
100168	Boca Raton Regional Hospital	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0.1511	0.1738	365	225	0.07917	0.05027	0.0284	0	0.00577	0		0		0	0.215	0.013	0		10147	10000.05	1.6821	1.6708	1689.68	1.9749	10009.76	1.6827	1.6717	1691.07	1.9731	0.9453	1	0.02628	0.01426	0.5064	1	0.99379	0.9962	0	0
100173	Adventhealth Tampa	45300	45300	45300	45300	12057	3	lurban	lurban	N	0.8814				N		1	0	0.001	471	312	0	0.00028	0.2924	0.03335	0.061	0.03335	0.001029	1593.69	0.000716	1099.01	0.151	0.009	0		5464	5369.60	1.8793	1.8619			5376.67	1.8813	1.8647			0.9172	1	0.04069	0.02382	0.25748	1	1.00005	0.9843	0	0
100175	Desoto Memorial Hospital	10	10	10	10	12027	3	rural	rural	N	0.9485				N		1	0	0	49	8	0	0	0.4158	0.03	0	0.03	0.000115	1868.62	0.000091	1412.77	0.349	0.039	16	5656.45	499	472.57	1.2738	1.2510			473.45	1.2726	1.2499			0.9644	1	0.00376	0.00672	0.35191	1.20106	1.0047	0.9918	0	0
100176	Palm Beach Gardens Medical Center	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0	0	199	130	0	0	0.1292	0	0.02651	0		0		0	0.123	0.009	0		4565	4504.16	1.8441	1.8340			4506.55	1.8547	1.8445			0.9453	1	0.04897	0.04073	0.46793	1	1.00631	0.9857	0	0
100177	Cape Canaveral Hospital	37340	37340	37340	37340	12009	3	ourban	ourban	N	0.9255				N		1	0	0	150	79	0	0	0.1849	0.01192	0.03815	0.01192	0.000306	976.64	0.00024	755.4	0.2	0.023	0		2648	2589.07	1.5161	1.5070			2592.96	1.5100	1.5008			0.9484	1	0.00555	0.01219	0.38573	1	0.99564	0.9964	0	0
100179	Memorial Hospital Jacksonville	27260	27260	27260	27260	12031	3	lurban	lurban	N	0.8737				N		1	0.0027	0.0039	377	253	0.00148	0.0011	0.2927	0.03341	0.06106	0.03341	0.000922	1281.52	0.000774	1010.85	0.086	0.009	0		5509	5434.59	1.8408	1.8209	2835.04	1.7923	5439.57	1.8423	1.8223	2837.54	1.7949	0.9117	1	0.01884	0.04095	0.32431	1	0.9928	0.9862	0	0
100180	St Petersburg General Hospital	45300	45300	45300	45300	12103	3	lurban	lurban	N	0.8814				N		1	0.2203	0.5191	157	69	0.11337	0.15776	0.2762	0.03	0.05752	0.03	0.000453	2304.01	0.000338	1700.42	0.083	0.007	0		1625	1588.34	1.6056	1.5818	939.77	1.4641	1590.31	1.5892	1.5669	940.78	1.4350	0.9172	1	0.01157	0.01626	0.32541	1	0.99664	0.9841	0	0
100181	Larkin Community Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	1.9999	1.5	119	80	0.7565	0.52699	0.5345	0.08328	0.11431	0.08328	0.000152	749.93	0.000204	801.47	0.172	0.015	0		1332	1326.11	1.4096	1.4028	558.23	1.5503	1326.51	1.4217	1.4151	558.33	1.5655	0.9637	1	0.02259	0.02826	0.41832	1	0.99778	0.9981	0	0
100183	Coral Gables Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0	0	245	96	0	0	0.5447	0.08538	0.11661	0.08538	0.000227	880.3	0.000275	984.97	0.09	0.007	0		1890	1870.65	1.3070	1.2945			1871.30	1.3079	1.2956			0.9637	1	0.00601	0.00641	0.34403	1	0.99707	0.9940	0	0
100187	Palmetto General Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0.1456	0.1824	364	233	0.0764	0.05282	0.6347	0.10394	0.13715	0.10394	0.000696	1931.63	0.00085	2145.56	0.129	0.008	0		2890	2829.55	1.6565	1.6389	5039.45	1.7215	2834.13	1.6484	1.6332	5042.90	1.7266	0.9637	1	0.02875	0.02025	0.17575	1	0.99804	0.9978	0	0
100189	Northwest Medical Center	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.0257	0.0241	227	174	0.01395	0.00682	0.3095	0.03687	0.06468	0.03687	0.000465	1241.99	0.000422	1076.93	0.078	0.009	0		2897	2829.37	1.5737	1.5602	2837.89	1.6850	2831.90	1.5757	1.5622	2841.95	1.6841	0.9598	1	0.01197	0.02593	0.22179	1	0.99901	0.9910	0	0
100191	Medical Center Of Trinity	45300	45300	45300	45300	12101	3	lurban	lurban	N	0.8814				N		1	0	0	242	168	0	0	0.2277	0.02	0.04719	0.02	0.000551	1043.29	0.00051	931.46	0.084	0.01	0		4206	4136.22	1.5588	1.5413			4141.78	1.5593	1.5413			0.9172	1	0.00826	0.02304	0.3527	1	0.99529	0.9870	0	0
100200	Broward Health Imperial Point	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0	0	129	73	0	0	0.2445	0.02347	0.05076	0.02347	0.0005	2952.47	0.000344	2009.12	0.247	0.014	0		1349	1328.12	1.6070	1.5968			1329.41	1.6109	1.6005			0.9598	1	0.04056	0.02206	0.2506	1	0.99685	0.9937	0	0
100204	North Florida Regional Medical Center	23540	23540	23540	23540	12001	3	ourban	ourban	N	0.9171				N		1	0.2648	0	379	281	0.13475	0	0.2352	0.02155	0.04878	0.02155	0.000667	469.61	0.00059	416	0.08	0.007	0		11639	11364.20	1.8160	1.8018	2675.83	1.9376	11383.29	1.8168	1.8021	2678.30	1.9411	0.9425	1	0.00534	0.00914	0.47004	1	0.99778	0.9712	0	0
100206	Memorial Hospital Of Tampa	45300	45300	45300	45300	12057	3	lurban	lurban	N	0.8814				N		1	0	0	147	46	0	0	0.1548	0.00703	0.03184	0.00703	0.000517	1775.06	0.000154	872.38	0.116	0.012	0		1415	1393.08	1.5340	1.5297			1394.41	1.5365	1.5325			0.9172	1	0.01465	0.0316	0.41159	1	1.00771	0.9849	0	1
100209	Kendall Regional Medical Center	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0.2226	0.0554	394	292	0.11448	0.01576	0.5909	0.09491	0.12711	0.09491	0.001086	2824.22	0.00103	2543.95	0.079	0.007	0		2916	2850.41	1.9174	1.8857	4699.18	1.8869	2852.97	1.9293	1.8976	4704.44	1.8832	0.9637	1	0.02567	0.03933	0.16092	1	0.99598	0.9862	0	0
100211	Adventhealth Dade City	45300	45300	45300	45300	12101	3	lurban	lurban	N	0.8814				N		1	0	0	120	25	0	0	0.1765	0.01056	0.03639	0.01056	0.000096	1263.66	0.000091	1030.36	0.11	0.013	0		567	552.46	1.5163	1.4988			553.42	1.5120	1.4951			0.9172	1	0.00641	0.01999	0.31128	1	1.01039	0.9995	0	0
100212	Ocala Regional Medical Center	36100	36100	23540	10	12083	3	ourban	rural	S	0.8887		YES	YES	N		1	0.1274	0.0696	316	290	0.06718	0.01984	0.1775	0.01072	0	0.01072	0.000668	590.85	0.000581	555.01	0.098	0.008	0		10075	9870.64	1.7288	1.7092	4919.26	1.7259	9889.42	1.7299	1.7101	4926.72	1.7251	0.9224	1	0.01394	0.01735	0.39932	1	0.98768	0.9940	0	0
100213	Blake Medical Center	35840	35840	35840	35840	12081	3	ourban	ourban	N	0.9205				N		1	0.1325	0	331	189	0.06977	0	0.1424	0	0.02926	0		0		0	0.104	0.008	0		6168	6062.77	1.6775	1.6611	2119.50	1.8804	6071.35	1.6810	1.6645	2122.13	1.8827	0.9449	1	0.0193	0.02061	0.43671	1	0.99358	0.9882	0	0
100217	Steward Sebastian River Medical Center	42680	42680	38940	42680	12061	3	ourban	ourban	W	0.89				N		1	0	0	121	65	0	0	0.0946	0	0.01934	0		0		0	0.114	0.011	0		2238	2203.68	1.5852	1.5703			2208.92	1.5807	1.5668			0.9233	1	0.01406	0.02218	0.51397	1	0.99408	0.9797	0	0
100220	Gulf Coast Medical Center Lee Mem Health System	15980	15980	15980	15980	12071	3	ourban	ourban	N	0.9494				N		1	0	0	349	273	0	0	0.1877	0.01238	0.03874	0.01238	0.000734	658.86	0.000626	542.64	0.182	0.021	0		8839	8693.00	1.7960	1.7867			8704.14	1.7967	1.7878			0.9651	1	0.02383	0.04903	0.4574	1	1.00074	0.9908	0	0
100223	Fort Walton Beach Medical Center	18880	18880	18880	18880	12091	3	ourban	ourban	N	0.8566				N		1	0	0	189	131	0	0	0.2616	0.02699	0.0544	0.02699	0.000432	783.53	0.000404	764.14	0.071	0.005	0		4828	4751.43	1.8558	1.8337			4757.69	1.8585	1.8365			0.8994	1	0.006	0.00491	0.43209	1	0.99259	0.9945	0	0
100224	University Hospital And Medical Center	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.052	0.063	246	101	0.028	0.01794	0.1647	0.00864	0.03391	0.00864	0.000439	1377.06	0.000356	1080.11	0.089	0.007	0		2461	2397.88	1.4062	1.3957	1941.80	1.4834	2400.94	1.4087	1.3984	1945.41	1.4850	0.9598	1	0.00501	0.00585	0.36936	1	0.99749	0.9741	0	0
100226	Orange Park Medical Center	27260	27260	27260	27260	12019	3	lurban	lurban	N	0.8737				N		1	0.2557	0	273	209	0.13041	0	0.3142	0.03784	0.06569	0.03784	0.000667	971.95	0.000595	854.7	0.064	0.007	0		5390	5254.73	1.8342	1.8140	1753.32	1.8290	5262.25	1.8264	1.8060	1755.54	1.8244	0.9117	1	0.00753	0.01768	0.34418	1	0.99662	0.9884	0	0
100228	Westside Regional Medical Center	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.0311	0.0433	224	179	0.01685	0.01229	0.1477	0	0.03036	0		0	0.000299	681.59	0.087	0.006	0		3545	3458.55	1.6635	1.6487	3418.44	1.7223	3463.96	1.6683	1.6529	3422.95	1.7239	0.9598	1	0.02381	0.01768	0.28673	1	0.99963	0.9913	0	0
100230	Memorial Hospital Pembroke	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.0038	0	296	90	0.00208	0	0.3221	0.03947	0.0674	0.03947	0.000635	3754.06	0.000503	3171.77	0.164	0.015	0		1451	1421.48	1.5342	1.5215			1422.66	1.5379	1.5249			0.9598	1	0.08525	0.11443	0.21104	1	1.00313	0.9964	0	0
100231	West Florida Hospital	37860	37860	37860	37860	12033	3	ourban	ourban	N	0.8392				N		1	0	0	400	147	0	0	0.1842	0.01181	0.038	0.01181	0.000422	509.67	0.000336	418.7	0.1	0.008	0		6996	6857.23	1.5848	1.5767			6865.28	1.5875	1.5791			0.8869	1	0.00548	0.00626	0.50911	1	0.99434	0.9845	0	0
100232	Putnam Community Medical Center	10	10	27260	10	12107	3	rural	rural	W	0.8737				N		1	0	0	99	56	0	0	0.2543	0.02549	0	0.02549	0.000171	561.38	0.000163	533.96	0.124	0.012	15	4883.5	2483	2422.26	1.4122	1.3900			2426.67	1.4126	1.3908			0.9117	1	0.00168	0.00363	0.54049	1	1.00361	0.9836	0	0
100236	Fawcett Memorial Hospital	39460	39460	35840	39460	12015	3	ourban	ourban	W	0.8912				N		1	0	0	217	157	0	0	0.0804	0	0.01641	0		0		0	0.077	0.003	0		5641	5521.26	1.7788	1.7630			5536.12	1.7713	1.7572			0.9242	1	0.00828	0.0007	0.56262	1	0.99365	0.9892	0	0
100238	Northside Hospital	45300	45300	45300	45300	12103	3	lurban	lurban	N	0.8814				N		1	0.1251	0.2084	229	146	0.06601	0.06057	0.1867	0.01221	0.03853	0.01221	0.000517	1234.46	0.000376	841.44	0.094	0.006	0		3037	2971.37	1.9294	1.8877	1894.78	2.0304	2976.22	1.9294	1.8865	1897.54	2.0382	0.9172	1	0.01213	0.00713	0.37311	1	0.99842	0.9793	0	0
100240	Umhc - Bascom Palmer Eye Institute	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0.2507	1.5	56	1	0.12802	0.52699	0.0419	0	0	0		0		0	0.167	0.073	0		2	2.00	1.3621	1.3621			2.00	1.4860	1.4860			0.9637	1	0	0	0.33862	1	1	1.0000	0	0
100242	Gulf Coast Regional Medical Center	37460	37460	37460	37460	12005	3	ourban	ourban	N	0.8293				N		1	0	0	216	138	0	0	0.3675	0.04883	0.07726	0.04883	0.000342	674.51	0.000375	737.19	0.088	0.009	0		4171	4086.49	1.6837	1.6650			4091.00	1.6872	1.6675			0.8797	1	0.00715	0.01388	0.34523	1	0.99472	0.9830	0	0
100243	Brandon Regional Hospital	45300	45300	45300	45300	12057	3	lurban	lurban	N	0.8814				N		1	0.2312	0	374	251	0.11865	0	0.3373	0.04261	0.07069	0.04261	0.001081	1625.64	0.000966	1443.24	0.085	0.008	0		5426	5337.77	1.6622	1.6506	3659.61	1.6915	5343.84	1.6627	1.6515	3662.65	1.6936	0.9172	1	0.0061	0.01222	0.2632	1	1.00302	0.9867	0	0
100244	Cape Coral Hospital	15980	15980	15980	15980	12071	3	ourban	ourban	N	0.9494				N		1	0	0	282	190	0	0	0.2006	0.01447	0.04146	0.01447	0.000556	744.17	0.000478	607.74	0.191	0.012	0		5838	5678.04	1.5299	1.5196			5686.89	1.5295	1.5193			0.9651	1	0.01223	0.0075	0.41358	1	0.99448	0.9849	0	0
100246	Lawnwood Regional Medical Center & Heart Institute	38940	38940	38940	38940	12111	3	ourban	ourban	N	0.9087				N		1	0	0	312	250	0	0	0.3501	0.04525	0.07347	0.04525	0.000842	1293.87	0.000804	1198.26	0.075	0.005	0		5076	4982.51	1.8423	1.8271			4989.46	1.8480	1.8321			0.9365	1	0.0249	0.01809	0.32217	1	0.99394	0.9748	0	0
100248	Largo Medical Center	45300	45300	45300	45300	12103	3	lurban	lurban	N	0.8814				N		1	0.428	0.5324	262	205	0.20955	0.16212	0.1331	0	0.02732	0		0		0	0.089	0.007	0		5289	5191.43	1.7013	1.6908	2828.19	1.8837	5196.20	1.7042	1.6931	2832.56	1.8877	0.9172	1	0.01695	0.01948	0.3978	1	0.99045	0.9817	0	0
100249	Bayfront Health Seven Rivers	26140	26140	45300	10	12017	3	ourban	rural	S	0.8814		YES	YES	N		1	0	0	128	61	0	0	0.1752	0.01035	0	0.01035	0.000103	314.85	0.000104	299.23	0.11	0.009	7		2595	2555.53	1.6226	1.6122			2557.72	1.6176	1.6072			0.9172	1	0.00705	0.00907	0.44352	1	0.99849	0.9997	0	0
100252	Raulerson Hospital	10	10	38940	10	12093	3	rural	rural	W	0.89				N		1	0	0	100	54	0	0	0.15178285	0.00654	0	0.00654		0		0	0.118	0.01	16	6883.41	1865	1836.73	1.3342	1.3268			1839.01	1.3315	1.3243			0.9233	1	0.01059	0.01376	0.47627	1	1.00069	0.9816	0	0
100253	Jupiter Medical Center	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0	0	207	123	0	0	0.0819	0	0.01672	0		0		0	0.237	0.021	0		4332	4251.40	1.7780	1.7630			4256.79	1.7784	1.7637			0.9453	1	0.02153	0.0265	0.4284	1	1.00657	0.9999	0	0
100254	Capital Regional Medical Center	45220	45220	45220	45220	12073	3	ourban	ourban	N	0.8341				N		1	0	0	242	137	0	0	0.3428	0.04374	0.07188	0.04374	0.000493	1036.6	0.000442	941.92	0.099	0.01	0		3903	3848.50	1.4684	1.4590			3853.87	1.4708	1.4612			0.8832	1	0.00384	0.00802	0.3289	1	0.99754	0.9902	0	0
100255	Tampa Community Hospital	45300	45300	45300	45300	12057	3	lurban	lurban	N	0.8814				N		1	0	0	166	43	0	0	0.331	0.04131	0.06932	0.04131		0	0.000226	1747.86	0.106	0.012	0		886	870.07	1.3860	1.3710			871.15	1.3839	1.3687			0.9172	1	0.02063	0.04856	0.35335	1	0.9973	0.9932	0	1
100256	Regional Medical Center Bayonet Point	45300	45300	45300	45300	12101	3	lurban	lurban	N	0.8814				N		1	0.2529	0.0259	278	195	0.12907	0.00734	0.1784	0.01087	0.03679	0.01087	0.000498	838.36	0.00041	668.63	0.081	0.006	0		4758	4680.07	1.7632	1.7542	3953.75	1.8361	4686.48	1.7617	1.7523	3959.44	1.8372	0.9172	1	0.00873	0.01011	0.33798	1	0.99735	0.9907	0	0
100258	Delray Medical Center	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0.0562	0.0195	338	209	0.03023	0.00552	0.1005	0	0.02056	0		0		0	0.101	0.005	0		8146	7982.60	1.8355	1.8185	2460.71	1.9143	7992.52	1.8383	1.8218	2463.78	1.9218	0.9453	1	0.04381	0.01389	0.52089	1	0.99849	0.9937	0	0
100259	South Bay Hospital	45300	45300	45300	45300	12057	3	lurban	lurban	N	0.8814				N		1	0	0	131	75	0	0	0.064	0	0.01304	0		0		0	0.093	0.01	0		3240	3180.10	1.3522	1.3427			3183.73	1.3514	1.3423			0.9172	1	0.00617	0.01354	0.55785	1	0.99579	0.9825	0	0
100260	St Lucie Medical Center	38940	38940	38940	38940	12111	3	ourban	ourban	N	0.9087				N		1	0.1675	0.214	207	139	0.08738	0.06225	0.1639	0.00851	0.03375	0.00851	0.000359	560.94	0.000314	488.31	0.084	0.007	0		5241	5141.70	1.4906	1.4880	1797.60	1.4541	5149.03	1.4903	1.4874	1800.95	1.4535	0.9365	1	0.01044	0.01295	0.46334	1	0.99526	0.9700	0	0
100264	Oak Hill Hospital	45300	45300	45300	45300	12053	3	lurban	lurban	N	0.8814				N		1	0.2858	0.0899	275	194	0.14468	0.02569	0.1488	0	0.03059	0		0		0	0.069	0.007	0		6637	6534.57	1.5308	1.5231	4398.76	1.6079	6545.80	1.5284	1.5206	4408.92	1.6067	0.9172	1	0.00714	0.01705	0.43485	1	0.99576	0.9825	0	0
100265	Mease Countryside Hospital	45300	45300	45300	45300	12103	3	lurban	lurban	N	0.8814				N		1	0	0	311	205	0	0	0.1672	0.00905	0.03444	0.00905	0.00035	498.39	0.000423	604.57	0.184	0.011	0		5790	5681.42	1.5669	1.5531			5688.59	1.5647	1.5509			0.9172	1	0.00947	0.00541	0.35942	1	1.00095	1.0000	0	0
100266	Gulf Breeze Hospital	37860	37860	37860	37860	12113	3	ourban	ourban	N	0.8392				N		1	0	0	65	40	0	0	0.090385747	0	0	0		0		0	0.187	0.013	0		1710	1659.06	1.6933	1.6856			1662.60	1.6894	1.6820			0.8869	1	0.00184	0.00126	0.48304	1	1.00901	0.9834	0	0
100267	Englewood Community Hospital	35840	35840	35840	35840	12115	3	ourban	ourban	N	0.9205				N		1	0	0	100	32	0	0	0.0581	0	0.01183	0		0		0	0.102	0.008	0		1767	1693.62	1.4263	1.4072			1697.66	1.4264	1.4078			0.9449	1	0.00154	0.00167	0.58406	1	1.00019	0.9922	0	0
100268	West Boca Medical Center	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0	0	195	110	0	0	0.3028	0.03549	0.06324	0.03549	0.000257	1023.99	0.000292	1148.73	0.179	0.011	0		2053	2009.23	1.3791	1.3694			2010.86	1.3810	1.3713			0.9453	1	0.07666	0.04942	0.18435	1	0.99733	0.9800	0	0
100269	Palms West Hospital	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0.0719	0.0904	204	148	0.0385	0.02584	0.422	0.06008	0.08921	0.06008	0.000451	1631.17	0.000465	1646.34	0.112	0.009	0		2227	2181.51	1.5658	1.5486	1544.41	1.4927	2183.51	1.5698	1.5530	1545.59	1.4936	0.9453	1	0.02459	0.02938	0.19375	1	0.99555	0.9906	0	0
100275	Wellington Regional Medical Center Llc	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0.085	0.1395	230	131	0.04535	0.04015	0.317	0.03842	0.0663	0.03842	0.000333	1164.39	0.000367	1346.78	0.117	0.012	0		2478	2411.70	1.7237	1.6889	1241.22	1.6072	2414.69	1.7304	1.6960	1243.03	1.6121	0.9453	1	0.02241	0.03874	0.18268	1	0.99342	0.9910	0	0
100276	Broward Health Coral Springs	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.0081	0.0098	196	122	0.00442	0.00277	0.3712	0.0496	0.07807	0.0496	0.000623	3171.84	0.000573	2811.96	0.252	0.013	0		1703	1661.28	1.4443	1.4308	1119.62	1.4726	1663.20	1.4492	1.4361	1120.12	1.4735	0.9598	1	0.02216	0.00994	0.14429	1	1	0.9950	0	0
100277	Douglas Gardens Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0	0	32	6	0	0	0.0342	0	0	0		0	0.000022	1702.94	0.816	0.013	0		54	51.78	0.9403	0.9342			51.81	0.9390	0.9330			0.9637	1	0	0	0.14919	1	1	1.0000	0	1
100281	Memorial Hospital West	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.0011	0	375	279	0.0006	0	0.3262	0.04032	0.06829	0.04032	0.00094	2046.89	0.000982	2192.99	0.127	0.007	0		3859	3765.49	1.6597	1.6457			3770.27	1.6635	1.6492			0.9598	1	0.0713	0.04048	0.20436	1	1.007	0.9969	0	0
100284	Westchester General Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0.1597	0.206	125	79	0.08349	0.05986	0.5619	0.08893	0.12051	0.08893	0.000224	960.95	0.00046	1741.28	0.273	0.021	0		1567	1557.27	1.1976	1.1932	318.03	1.0761	1557.86	1.1940	1.1899	318.03	1.0781	0.9637	1	0.00241	0.00238	0.53586	1	0.9991	0.9905	0	0
100285	Memorial Hospital Miramar	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0	0	178	93	0	0	0.5039	0.07697	0.10743	0.07697	0.000361	2988.39	0.000369	3143.9	0.137	0.019	0		985	953.15	1.3737	1.3633			954.70	1.3745	1.3640			0.9598	1	0.02886	0.07279	0.10831	1	1.01077	0.9975	0	0
100286	Physicians Regional Medical Center - Pine Ridge	34940	34940	15980	10	12021	3	ourban	rural	S	0.9237		YES	YES	N		1	0	0	201	94	0	0	0.1033	0	0	0		0		0	0.107	0.018	7		5006	4913.34	1.6734	1.6588			4924.53	1.6742	1.6606			0.9471	1	0.0192	0.07625	0.52016	1	1.00475	0.9993	0	0
100287	Good Samaritan Medical Center	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0	0	333	115	0	0	0.2947	0.03382	0.06149	0.03382	0.000368	928.26	0.000323	744.46	0.118	0.011	0		2898	2846.88	1.5653	1.5521			2849.65	1.5676	1.5544			0.9453	1	0.06705	0.10013	0.35686	1	0.99726	0.9944	0	0
100288	St Mary's Medical Center	48424	48424	22744	48424	12099	3	lurban	lurban	W	0.9212				N		1	0.0074	0	356	221	0.00404	0	0.6627	0.10972	0.14362	0.10972	0.00065	3008.3	0.000918	4362.04	0.138	0.007	0		1880	1841.54	1.6787	1.6425	819.25	1.8240	1843.26	1.6924	1.6561	819.98	1.8436	0.9453	1	0.03191	0.01239	0.10538	1	0.99214	0.9957	0	0
100289	Cleveland Clinic Hospital	22744	22744	22744	22744	12011	3	lurban	lurban	N	0.9419				N		1	0.2647	0.1087	155	123	0.1347	0.03115	0.0841	0	0.01718	0		0		0	0.218	0.014	0		3630	3510.59	2.2770	2.2682	1480.69	2.1320	3525.20	2.2865	2.2780	1483.15	2.1419	0.9598	1	0.04491	0.02741	0.33486	1	0.99522	0.9972	0	0
100290	"Villages Regional Hospital, The"	45540	45540	36740	45540	12119	3	ourban	ourban	W	0.8577				N		1	0	0	277	183	0	0	0.059705674	0	0.01216	0		0		0	0.22	0.026	0		7275	7177.79	1.4971	1.4872			7183.88	1.4928	1.4838			0.9002	1	0.00381	0.01011	0.56474	1	0.98875	0.9975	0	0
100291	Steward Melbourne Hospital	37340	37340	37340	37340	12009	3	ourban	ourban	N	0.9255				N		1	0	0	113	40	0	0	0.182	0.01145	0.03754	0.01145	0.000124	1002.17	0.000122	858.83	0.138	0.01	0		856	841.41	2.0199	1.9918			842.26	2.0161	1.9871			0.9484	1	0.07415	0.06489	0.38901	1	0.995	0.9900	0	0
100292	Sacred Heart Hospital On The Emerald Coast	18880	18880	18880	18880	12131	3	ourban	ourban	N	0.8566				N		1	0	0	57	35	0	0	0.252	0.02501	0	0.02501	0.000288	1255	0.000178	779.62	0.192	0.012	0		1886	1828.29	1.6531	1.6502			1833.00	1.6452	1.6422			0.8994	1	0.02208	0.01658	0.32843	1	1.00482	0.9969	0	0
100296	Doctors Hospital	33124	33124	33124	33124	12086	3	lurban	lurban	N	0.9474				N		1	0	0	281	83	0	0	0.3163	0.03827	0.06615	0.03827	0.000293	1322.84	0.00024	1041.41	0.247	0.034	0		1701	1674.94	1.4859	1.4798			1677.86	1.4860	1.4806			0.9637	1	0.12568	0.31041	0.35214	1	1.00162	0.9976	0	0
