PROV	NAME	FYB	FYE	FC_DATE	MAC	CBSAGEO	MCR_TYPE	CR_IND	Multicamp_IND	maincamp_name1	offcamp_name1	offcamp_name2	offcamp_name3	offcamp_name4	maincamp_county	offcamp_county1	offcamp_county2	offcamp_county3	offcamp_county4	maincamp_st	offcamp_st1	offcamp_st2	offcamp_st3	offcamp_st4	maincamp_zip	offcamp_zip1	offcamp_zip2	offcamp_zip3	offcamp_zip4	maincamp_cbsa	offcamp_cbsa1	offcamp_cbsa2	offcamp_cbsa3	offcamp_cbsa4	maincamp_FTE	offcamp_FTE1	offcamp_FTE2	offcamp_FTE3	offcamp_FTE4	IIWG1	IIWG2	IIWG3	IIWG4	IIWG4_01	IIWG5	IIWG6	IIWG7	IIWG7_01	IIWG8	IIWG9	IIWG10	IIWG11	IIWG12	IIWG13	IIWG14	IIWG14_01	IIWG14_02	IIWG15	IIWG16	IIWG17	IIWG19	IIWG20	IIWG21	IIWG22	IIWG22_01	IIWG23	IIWG24	IIWG25	IIWG25_50	IIWG25_51	IIWG25_52	IIWG25_53	IIWG26	IIWG27	IIWG28	IIWG29	IIWG30	IIWG31	IIWG32	IIWG33	IIWG34	IIWG35	IIWG36	IIWG37	IIWG38	IIWG39	IIWG40	IIWG41	IIWG42	IIWG43	IIHR1	IIHR2	IIHR3	IIHR4	IIHR4_01	IIHR5	IIHR6	IIHR7	IIHR7_01	IIHR8	IIHR9	IIHR10	IIHR11	IIHR12	IIHR13	IIHR14	IIHR14_01	IIHR14_02	IIHR15	IIHR16	IIHR26	IIHR27	IIHR28	IIHR29	IIHR30	IIHR31	IIHR32	IIHR33	IIHR34	IIHR35	IIHR36	IIHR37	IIHR38	IIHR39	IIHR40	IIHR41	IIHR42	IIHR43	IIIWG1	IIIWG2	IIIWG3	IIIWG4	IIIWG5	IIIWG6	IIIWG7	IIIHR1	IIIHR2	IIIHR3	IIIHR4	IIIHR5	IIIHR6	IIIHR7	IVWG8	IVWG8_01	IVWG8_02	IVWG8_03	IVWG9	IVWG10
360247	PARKSIDE BEHAVIORAL HEALTHCARE	20160101	20161231	20180514	15201	18140	1	N	N																										0	0	0	0	0	3616112	0	0	0	0	0	0	0	0	0	0	0	0	0	28000	0	0	0	0	0	778892	0	0	0	0	0	0	0	0	0	0	0	0	0	820321	0	0	104084	0	72794	0	167961	0	0	0	82132	0	0	105029	0	0	207062	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	45785	0	0	6259	0	6143	0	13573	0	0	0	2707	0	0	6019	0	0	3616112	0	3616112	28000	778892	4423004	1352321	207062	0	207062	552	0	207614	80486	0	0	372563	0	0	0
370057	MUSCOGEE CREEK NATION MED CENTER	20151001	20160930	20181107	04011	46140	1	N	N																										0	0	0	0	0	11127767	0	0	0	0	0	0	0	0	0	0	3060229	0	0	0	0	0	0	0	0	617174	234100	0	0	0	0	0	0	0	0	0	0	0	99982	937288	0	0	232236	0	51140	0	255807	0	0	0	288744	24625	207313	607745	0	0	454060.65	0	0	0	0	0	0	0	0	0	0	93845.43	0	0	0	0	0	0	0	0	4700.23	59371.9	0	0	12517.48	0	4624.42	0	20602.79	0	0	0	8138.16	2286.17	5816.59	16268.5	0	0	11127767	3060229	8067538	0	617174	8684712	2704880	454060.65	93845.43	360215.22	0	0	360215.22	134326.24	0	586704	0	0	0	0
370072	LATIMER COUNTY GENERAL HOSPITAL	20160701	20170630	20181102	04011	37	1	N	N																										0	0	0	0	0	1935169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	212291	0	25765	0	0	35053	0	36422	0	0	0	143100	20044	36351	63509	0	0	86680.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11985	0	1658	0	0	3437	0	3384	0	0	0	2888	1738	2241	4372	0	0	1935169	0	1935169	0	1	1935170	572535	86680.26	0	86680.26	0	0	86680.26	31703	0	0	0	0	0	0
370112	SEQUOYAH MEMORIAL HOSPITAL	20160401	20170331	20181115	04011	22900	1	N	N																										0	0	0	0	0	5949592	0	0	0	0	214217	0	0	0	0	0	964606	40232	0	0	0	0	0	0	0	850685	170828	0	0	0	0	32137	0	0	0	0	0	0	92931	781973	110974	0	59939	0	129258	0	72735	0	23226	0	81075	59271	676	155126	0	0	328523	0	0	0	0	685.5	0	0	0	0	0	37696.21	536.43	0	0	0	0	0	0	0	6099.12	52100.58	630.12	0	2939	0	16313.49	0	4658.83	0	5525.59	0	2078.95	2216.22	3099.45	20612.35	0	0	5846349	964606	4881743	40232	850685	5772660	1567184	328467.62	37696.21	290771.41	536.43	0	291307.84	116273.7	0	0	0	473143	0	0
370156	PAULS VALLEY GENERAL HOSPITAL	20160701	20170630	20181105	04011	37	1	N	N																										0	0	0	0	0	6954981	0	0	0	0	0	0	0	0	0	0	1705360	0	0	0	0	0	0	0	0	528802	171783	0	0	0	0	0	0	0	0	0	0	0	66040	259305	0	0	160447	0	170905	0	42769	0	99864	0	180266	45078	86589	67631	60519	0	322498.35	0	0	0	0	0	0	0	0	0	0	52969.68	0	0	0	0	0	0	0	0	2081.31	14103.36	0	0	12186.59	0	15899.24	0	3347.54	0	7816.33	0	3983.83	3726.58	3907.7	4100.81	2021.32	0	6954981	1705360	5249621	0	528802	5778423	1239413	322498.35	52969.68	269528.67	0	0	269528.67	73174.61	0	0	0	0	0	0
370169	EPIC MEDICAL CENTER	20160101	20160524	20181113	07001	37	1	N	N																										0	0	0	0	0	941567	0	0	0	0	217691	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	64384	0	0	0	0	0	19363	0	0	0	0	0	0	0	121011	8000	0	23178	0	9093	0	1928	0	0	0	33559	0	12682	8566	0	0	35647	0	0	0	0	824	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9760	120	0	1774	0	1076	0	120	0	0	0	812	0	829	846	0	0	731876	0	731876	2500	64384	798760	218017	34943	0	34943	10	0	34953	15337	0	0	0	0	0	0
370233	PINNACLE SPECIALTY HOSPITAL	20160101	20161231	20181005	04011	46140	1	N	N																										0	0	0	0	0	1072224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88931	0	0	0	0	0	0	0	0	0	0	0	0	0	341689	0	0	0	0	0	22240	0	12928	0	0	0	0	0	0	0	0	39552.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11002.47	0	0	0	0	0	1708	0	800	0	0	0	0	0	0	0	0	1107392	0	1107392	0	88931	1196323	376857	42060.18	0	42060.18	0	0	42060.18	13510.47	0	0	0	0	0	0
390025	KENSINGTON HOSPITAL	20160701	20170630	20181109	12001	37964	1	N	N																										0	0	0	0	0	4256175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820190	0	0	0	0	0	0	0	0	0	0	0	0	0	721656	0	0	107346	0	98793	0	245644	0	0	0	355353	0	153910	128967	0	0	210331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24120	0	0	11190	0	10024	0	10729	0	0	0	22184	0	5720	8211	0	0	4256175	0	4256175	0	820190	5076365	1811669	210331	0	210331	0	0	210331	92178	0	410095	0	0	0	0
420066	LAKE CITY COMMUNITY HOSPITAL	20160701	20170630	20181114	11001	22500	1	N	N																										0	0	0	0	0	9710590	0	0	0	0	1593487	1611843	0	0	0	0	11467	0	0	18000	0	0	0	0	0	651769	1171	0	0	0	0	162752	176105	0	0	0	0	0	110551	1216276	217562	0	198842	0	221378	0	239221	27189	0	0	100254	51674	305071	244253	0	0	416707	0	0	0	0	12965	48561.76	0	0	0	0	520	0	0	168	0	0	0	0	0	4659	68370	2227	0	9298	0	23358	0	19989	449	0	0	2580	3973	8445	14789	0	0	6750011	11467	6738544	18000	651769	7408313	2932271	357856.24	520	357336.24	168	0	357504.24	158137	0	0	371109	0	0	0
420069	CLARENDON MEMORIAL HOSPITAL	20151001	20160712	20181105	11001	42	1	N	N																										0	0	0	0	0	26215339	0	0	0	0	4774091	1516308	0	0	0	0	4862919	676585	0	404161	0	0	0	0	0	2190076	707087	0	0	0	0	694171	220477	0	0	0	0	0	300927	2327611	210920	0	184786	0	389073	0	304052	0	0	0	480414	122458	730023	585249	83432	0	1030433	0	0	0	0	45173.52	49519.74	0	0	0	0	168180	12376	0	2311	0	0	0	0	0	12289	94910	1128	0	16080	0	40144	0	30564	0	0	0	14082	7594	19916	25185	3945	0	20135860	4862919	15272941	1080746	2190076	18543763	5718945	936867.74	168180	768687.74	14687	0	783374.74	265837	0	1345381	0	0	0	0
440051	MCNAIRY REGIONAL HOSPITAL	20160201	20160517	20181107	05901	44	1	N	N																										0	0	0	0	0	2187003	0	0	0	0	198997	206233	0	0	0	0	0	0	0	0	0	0	0	0	0	398400	0	0	0	0	0	11942	115069	0	0	0	0	0	52561	302919	0	0	28542	0	38589	0	20369	0	7370	0	207052	24916	74749	41236	0	0	65164	0	0	0	0	1120	6126	0	0	0	0	0	0	0	0	0	0	0	0	0	692	10017	0	0	938	0	2748	0	1315.16	0	475.84	0	4427	1066	1384	2590	0	0	1781773	0	1781773	0	398400	2180173	798303	57918	0	57918	0	0	57918	25653	0	0	244744	0	0	3432
450451	GLEN ROSE MEDICAL CENTER	20151001	20160930	20181115	04011	23104	1	N	N																										0	0	0	0	0	9197792	0	0	0	0	0	0	0	0	0	0	2229208	0	0	276628	0	0	0	0	0	1851233	364192	0	0	0	0	0	0	0	0	0	0	0	0	1449702	100643	0	101864	19708	139202	0	49889	0	0	0	140195	0	0	123479	117673	0	332736	0	0	0	0	0	0	0	0	0	0	41566	0	0	8760	0	0	0	0	0	0	76022	747	0	11957	1494	15670	0	1004	0	0	0	2994	0	0	6366	3159	0	9298435	2229208	7069227	276628	1851233	9197088	2242355	333483	41566	291917	8760	0	300677	119413	0	0	0	1419610	0	0
450469	WILSON N JONES REGIONAL MED CENTER	20160101	20161231	20190215	04011	43300	1	N	N																										0	0	0	0	0	26979539	0	0	0	0	0	0	0	0	0	0	1251282	103541	0	73770	0	0	0	0	0	3246146	157950	0	0	0	0	0	0	0	0	0	0	0	97540	3140053	0	0	864761	0	626747	0	316754	0	0	0	1306895	380224	1030066	396738	0	0	1233424	0	0	0	0	0	0	0	0	0	0	78831	1535	0	417	0	0	0	0	0	7119	159289	0	0	58126	0	52413	0	22120	0	0	0	40633	23893	27506	22095	0	0	26979539	1251282	25728257	177311	3246146	29151714	8159778	1233424	78831	1154593	1952	0	1156545	413194	0	0	0	0	0	0
450803	DOCTORS HOSPITAL TIDWELL	20160101	20161231	20170621	04011	26420	1	N	N																										0	0	0	0	0	9946028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216458	0	0	0	0	0	0	0	0	0	0	0	0	135851	576603	0	0	178587	0	69053	0	257645	0	0	0	417961	106384	566755	538818	0	0	427767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6473	21076	0	0	7430	0	8391	0	18327	0	0	0	11822	4914	18674	10532	3641	40945	9946028	0	9946028	0	216458	10162486	2847657	427767	0	427767	0	0	427767	152225	743190	0	0	0	0	0
450831	VISTA MEDICAL CENTER HOSPITAL	20160901	20170831	20181113	04011	26420	1	N	N																										0	0	0	0	0	3627150	0	0	0	0	0	0	0	0	0	0	0	5785	0	650189	0	0	0	0	0	560567	0	0	0	0	0	0	0	0	0	0	0	0	0	634159	20066	0	93907	0	140843	0	109565	0	0	0	92112	0	0	80646	0	0	117294	0	0	0	0	0	0	0	0	0	0	0	65	0	8646	0	0	0	0	0	0	16490	67	0	7144	0	12448	0	5416	0	0	0	2024	0	0	4134	0	0	3647216	0	3647216	655974	560567	4863757	1171298	117361	0	117361	8711	0	126072	47723	0	0	0	255515	0	0
450877	FOUNDATION SURGICAL HOSPITAL EL PASO	20160101	20161231	20181113	04011	21340	1	N	N																										0	0	0	0	0	8535097	0	0	0	0	0	0	0	0	1779689	0	745	0	0	0	0	0	0	0	0	1955334	196	0	0	0	0	0	0	0	0	0	0	0	98753	1093724	0	0	210260	0	39893	0	387346	0	0	0	676707	304311	0	0	0	0	452795	0	0	0	0	0	0	0	0	49463	0	10	0	0	0	0	0	0	0	0	4147	77718	0	0	13907	0	2566	0	14094	0	0	0	16434	18480	0	0	0	0	6755408	745	6754663	0	1955334	8709997	2810994	403332	10	403322	0	0	403322	147346	0	0	0	853050	0	49427
490104	HIRAM W DAVIS MEDICAL CENTER - MS	20160701	20170630	20181115	11301	40060	1	N	N																										0	0	0	0	0	45266924	0	0	2588	0	9155	0	0	0	0	3734514	23292896	0	0	0	0	0	0	0	0	10040336	10999039	0	0	778	0	2595	0	0	0	0	0	0	0	3866547	0	1906895	0	162547	1069782	0	915144	0	0	0	1910226	106061	840382	799082	1340717	2370429	1726138.8	0	0	29	0	231	0	0	0	0	112941.66	611980.22	0	0	0	0	0	0	0	0	0	159453.04	0	112805.09	0	26704.56	103714.53	0	110889.76	0	0	0	78603.22	6093.9	24778.79	45342.89	49346.49	61589.29	45257769	27027410	18230359	0	10041114	28271473	15287812	1725907.8	724921.88	1000985.92	0	0	1000985.92	779321.56	0	0	0	9249635	0	0
490129	CAPITAL HOSPICE	20160101	20161231	20170524	11301	47894	1	N	N																										0	0	0	0	0	21324267	0	0	0	0	0	0	0	0	0	0	20931761	0	0	0	0	0	0	0	0	4860853	4771382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305299	0	0	0	75196	0	12011	0	0	0	0	0	0	0	728464	0	0	0	0	0	0	0	0	0	0	715056	0	0	0	0	0	0	0	0	0	0	0	0	18689	0	0	0	8276	0	1322	0	0	0	0	0	0	0	21324267	20931761	392506	0	4860853	6850895	392506	728464	715056	13408	0	0	13408	28287	1909128	0	0	0	0	83035
510086	WELCH COMMUNITY HOSPITAL	20160701	20170630	20181113	11401	51	1	N	N																										0	0	0	0	0	8926186	0	0	0	0	236420	232999	0	0	0	0	1065797	0	0	0	0	0	0	0	0	3792635	546908	0	0	0	0	121318	119562	0	0	0	0	0	0	1336350	0	293848	0	0	386383	0	232130	0	0	0	459539	50728	0	298841	98083	0	601970.89	0	0	0	0	3096.75	15639.27	0	0	0	0	88474.11	0	0	0	0	0	0	0	0	0	97355.22	0	21134.7	0	0	40435.3	0	24178.57	0	0	0	20683.59	4317.5	0	24192.47	5100.75	0	8456767	1065797	7390970	0	3792635	11183605	3155902	583234.87	88474.11	494760.76	0	0	494760.76	237398.1	0	0	0	2097319	0	0
520195	COLUMBIA CENTER	20160701	20170630	20180510	06001	33340	1	N	N																										0	0	0	0	0	3049926	0	842044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533652	0	0	203522	0	0	0	0	0	0	0	0	0	0	355558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67255	0	9801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2207882	0	2207882	0	533652	2741534	355558	57454	0	57454	0	0	57454	11178	308766	0	0	0	0	17654
670010	MAYHILL HOSPITAL	20160101	20161231	20181115	04011	19124	1	N	N																										0	0	0	0	0	5003935	0	0	0	0	0	0	0	0	0	0	2400915	0	0	0	0	347821	0	0	0	539940	498007	0	0	0	0	0	0	0	76558	0	0	0	48904	1092799	0	0	83817	0	74164	0	163107	0	0	0	798645	0	0	106751	0	0	197774	0	0	0	0	0	0	0	0	0	0	110918	0	0	0	0	3031	0	0	0	2111	41222	0	0	3931	0	6151	0	9064	0	0	0	22069	0	0	3553	0	0	5003935	2400915	2603020	347821	616498	3567339	2368187	197774	110918	86856	3031	0	89887	88101	0	0	455711	0	0	34202
670083	TEXAS GENERAL HOSPITAL	20160101	20161231	20181108	04011	19124	1	N	N																										0	0	0	0	0	13045307	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	1914092	48	0	0	0	0	0	0	0	0	0	0	0	105749	2591027	0	0	450388	0	244858	0	286618	0	0	0	0	257363	0	236453	0	0	1304530.7	0	0	0	0	0	0	0	0	0	0	32.8	0	0	0	0	0	0	0	0	10574.9	259102.7	0	0	45038.8	0	24485.8	0	28661.8	0	0	0	0	25736.3	0	23645.3	0	0	13045307	328	13044979	0	1914092	14959071	4172456	1304530.7	32.8	1304497.9	0	0	1304497.9	417245.6	0	0	507887	0	0	0
670093	"ASPIRE HOSPITAL, LLC"	20160101	20161231	20181115	04011	26420	1	N	N																										0	0	0	0	0	4302897	0	0	0	0	0	0	0	0	0	0	1402274	0	0	106224	0	0	0	0	0	436275	210922	0	0	0	0	0	0	0	0	0	0	0	0	689701	67118	0	36002	0	36406	0	7054	0	0	0	0	0	0	68102	355045	0	161907	0	0	0	0	0	0	0	0	0	0	44708.7	0	0	708.16	0	0	0	0	0	0	30683.02	436.11	0	2081.7	0	3087.95	0	154.82	0	0	0	0	0	0	2066.47	13615.19	0	4370015	1402274	2967741	106224	436275	3510240	1259428	162343.11	44708.7	117634.41	708.16	0	118342.57	52125.26	0	0	0	253724	0	0
670095	EMERUS COMMUNITY HOSPITAL	20160101	20161231	20181031	04011	26420	1	N	N																										0	0	0	0	0	1813471	0	0	48330	0	0	0	0	0	0	0	0	12648	0	0	0	0	0	0	0	311920	0	0	0	9885	0	0	0	0	0	0	0	0	0	349693	7281	0	0	0	0	75576	0	6029	0	0	0	0	0	0	0	0	54733	0	0	2080	0	0	0	0	0	0	0	0	237.5	0	0	0	0	0	0	0	0	13167	31	0	0	0	0	5192	0	92.75	0	0	0	0	0	0	0	0	1902357	0	1902357	12648	321805	2236810	438579	60048.75	0	60048.75	237.5	0	60286.25	18482.75	0	0	114459	0	0	0
670099	"APOLLO HOSPITAL SYSTEMS, LP"	20160101	20161231	20181112	04011	26420	1	N	N																										0	0	0	0	0	8150121	0	0	0	0	0	0	0	0	0	0	0	195577	0	0	0	0	0	0	0	1275269	0	0	0	0	0	0	0	0	0	0	0	0	99865	1016453	0	126591	0	0	0	47235	67863	35715	0	0	231766	83610	239161	41682	0	0	273005	0	0	0	0	0	0	0	0	0	0	0	7833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3245	0	2270	0	0	0	0	0	0	0	0	8233071	0	8233071	195577	1275269	9703917	1989941	278520	0	278520	7833	0	286353	5515	0	0	0	546444	0	0
