PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
100018,01-OCT-20,30-SEP-21,As Submitted,NAPLES COMMUNITY HOSPITAL               ,350 7TH STREET NORTH                    ,,NAPLES                                  ,FL                                      ,34102                                   ,COLLIER                                 ,4808271,,,1491609,,,.0564,1620862,669844,524,191260,51047,6252,131027,39.33,2649.38,,10345,936,29154,4432,,,27,7,955,884
100019,01-OCT-20,30-SEP-21,As Submitted,HOLMES REGL MEDICAL CENTER              ,1350 SOUTH HICKORY STREET               ,,MELBOURNE                               ,FL                                      ,32901                                   ,BREVARD                                 ,,,,1195435,,,.057,,,550,200750,40401,5831,139751,,2123.08,,7607,838,29418,4243,,,,,,
100022,01-OCT-20,30-SEP-21,As Submitted,JACKSON MEMORIAL                        ,1611 NW 12TH AVENUE                     ,,MIAMI                                   ,FL                                      ,33136                                   ,MIAMI-DADE                              ,16023781,,,7063102,,,.4233,15729444,2389447,1504,548960,44652,39969,390165,743.81,11208.17,,5038,6664,55882,,,,690,275,6293,1432
100023,01-NOV-20,31-OCT-21,As Submitted,CITRUS MEMORIAL HOSPITAL                ,502 HIGHLAND BLVD                       ,,INVERNESS                               ,FL                                      ,32652                                   ,CITRUS                                  ,5296030,,,363946,,,.0356,2827984,674584,204,74460,17206,1452,48115,48.96,760.7,,3794,311,10583,836,,,,,,
100028,01-OCT-20,30-SEP-21,As Submitted,PARRISH MEDICAL CENTER                  ,951 N. WASHINGTON AVE                   ,,TITUSVILLE                              ,FL                                      ,32799                                   ,BREVARD                                 ,,,,444686,,,.1095,,,210,76650,9405,1288,30072,,764.6,,1644,188,5383,934,,,,,,
100029,01-JUN-21,31-JUL-21,As Submitted,NORTH SHORE MEDICAL CENTER AND FMC C    ,1100 N.W. 95 ST                         ,,MIAMI                                   ,FL                                      ,33150-2098                              ,MIAMI-DADE                              ,,,,412576,,,.3348,,,748,45628,2691,2094,17964,1.48,1240,,489,216,3796,748,,,,,,
100030,01-OCT-20,30-SEP-21,As Submitted,ORLANDO HEALTH-HEALTH CENTRAL HOSPIT    ,10000 W. COLONIAL DRIVE                 ,,OCOEE                                   ,FL                                      ,34761                                   ,ORANGE                                  ,,,,708570,,,.1136,,,216,78840,13283,2977,62955,,1440,,3020,519,14962,,,,,,,
100032,01-OCT-20,30-SEP-21,Amended,BAYFRONT HEALTH ST. PETERSBURG          ,701 6TH STRRET SOUTH                    ,,ST PETERSBURG                           ,FL                                      ,33701                                   ,HILLSBOROUGH                            ,1278196,,,942146,,,.1955,938317,241664,331,120815,9761,6205,64773,42,1087,,1841,3170,12914,3662,,,,,,
100034,01-JAN-21,31-DEC-21,As Submitted,MOUNT SINAI MEDICAL CENTER OF FLORID    ,4300 ALTON ROAD                         ,,MIAMI BEACH                             ,FL                                      ,33140                                   ,,7658723,,,2631600,,,.2056,5564455,2486123,481,175565,23879,4244,122208,175.78,4039.02,,4402,806,24586,,,,8,3,1219,810
100035,01-JAN-21,31-DEC-21,As Submitted,MANATEE MEMORIAL HOSPITAL               ,206 SECOND STREET EAST                  ,,BRADENTON                               ,FL                                      ,34208-                                  ,MANATEE                                 ,3612275,,,1706998,,,.1478,1899299,682941,295,105235,21173,13831,87972,45.13,1446.04,,3858,1406,18236,,,,,,,
100045,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH DELAND                     ,701 WEST PLYMOUTH AVENUE                ,,DELAND                                  ,FL                                      ,32720-0509                              ,,,,,401877,,,.0865,,,154,56210,10001,1029,36976,,722.16,,2001,254,7731,,,,,,620,
100046,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH ZEPHYRHILLS                ,7050 GALL BOULEVARD                     ,,ZEPHYRHILLS                             ,FL                                      ,33541                                   ,PASCO                                   ,,,,349340,114779,,.0916,,,149,54385,9503,1461,42350,,900,,2129,245,9970,1313,,,,,,
100047,01-OCT-20,30-SEP-21,As Submitted,BAYFRONT HEALTH PUNTA GORDA             ,809 EAST MARION AVENUE                  ,,PUNTA GORDA                             ,FL                                      ,33950                                   ,CHARLOTTE                               ,,,,,,,,,,81,29565,7720,,20857,,340.87,,1510,270,4412,,,,316,,1688,
100048,01-OCT-20,30-SEP-21,As Submitted,JAY HOSPITAL                            ,14114 ALABAMA ST                        ,,JAY                                     ,FL                                      ,32565                                   ,SANTA ROSA                              ,,,,7377,,,.0297,,,21,7665,1051,57,2190,,97.58,,160,12,345,17,,,,,,
100049,01-NOV-20,31-OCT-21,As Submitted,HIGHLANDS REGIONAL MEDICAL CENTER       ,3600 S. HIGHLANDS AVENUE                ,2066                                    ,SEBRING                                 ,FL                                      ,33870                                   ,,,,,183294,,,.0509,,,109,39785,6136,603,16430,,290.49,,1418,143,3962,,,,,,,
100051,01-OCT-20,30-SEP-21,As Submitted,ORLANDO HEALTH SOUTH LAKE HOSPITAL      ,1900 DON WICKHAM DRIVE                  ,,CLERMONT                                ,FL                                      ,34711                                   ,LAKE                                    ,,,,326985,,,.0393,,,156,56940,15923,2534,54854,,1302,,4005,526,16107,448,,,,,,
100052,01-JAN-21,31-DEC-21,As Submitted,WINTER HAVEN HOSPITAL                   ,200 AVE F  NE                           ,,WINTER HAVEN                            ,FL                                      ,33881-                                  ,POLK                                    ,350348,,,2033766,,,.2061,250315,125310,506,184690,21394,16203,104351,7.69,1977.34,,4052,771,19923,2927,,,,,,
100053,01-JUN-21,31-JUL-21,As Submitted,HIALEAH HOSPITAL                        ,651 EAST 25TH STREET                    ,,HIALEAH                                 ,FL                                      ,33013                                   ,MIAMI-DADE                              ,,,,155782,,,.3887,,,340,20740,942,631,7202,,542.4,,180,63,1505,208,,,,,,
100062,01-OCT-20,30-SEP-21,As Submitted,ADVENTHEALTH OCALA                      ,1500 SW 1ST AVE                         ,6000                                    ,OCALA                                   ,FL                                      ,34474                                   ,MARION                                  ,,,,1862214,,,.163,,,385,148761,23057,4377,90909,,1511.37,,4270,576,17316,,,,,,,
100063,01-JAN-21,31-DEC-21,As Submitted,MORTON PLANT NORTH BAY HOSPITAL         ,6600 MADISON STREET                     ,,NEW PORT RICHEY                         ,FL                                      ,34652-1971                              ,PASCO                                   ,,,,1138068,,,.2724,,,208,75920,11139,11458,59838,,908.12,,2100,498,11723,2187,,,,,,200
100067,01-JAN-21,31-DEC-21,As Submitted,ST. ANTHONYS HOSPITAL                   ,1200 7TH AVENUE NORTH                   ,,ST. PETERSBURG                          ,FL                                      ,33705-                                  ,PINELLAS                                ,,,,1517689,,,.1496,,,328,119720,21990,10863,76443,,1773.07,,4523,415,15805,1393,388,,96,,1924,
100068,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH DAYTONA BEACH              ,301 MEMORIAL MEDICAL PARKWAY            ,,DAYTONA                                 ,FL                                      ,32117                                   ,VOLUSIA                                 ,,,,805358,179961,,.0658,,,330,120450,28676,2628,99725,,2172.32,,5237,385,18031,,,,,5,,712
100069,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH CARROLLWOOD                ,7171 NORTH DALE MABRY HIGHWAY           ,,TAMPA                                   ,FL                                      ,33614                                   ,,100840,,,420065,,,.14,47941,27801,103,37595,5407,871,30083,,687.19,,1077,143,6566,,,,,,,
100071,01-OCT-20,30-SEP-21,As Submitted,BROOKSVILLE REGIONAL HOSPTAL            ,17240 CORTEZ BLVD                       ,P.O. BOX 37                             ,BROOKSVILLE                             ,FL                                      ,34601                                   ,HERNANDO                                ,,,,294893,,,.0859,,,244,89060,8284,2108,39556,,640.16,,1627,1273,8590,,,,,,,
100072,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH FISH MEMORIAL              ,1055 SAXON BLVD                         ,,ORANGE CITY                             ,FL                                      ,32673                                   ,VOLUSIA                                 ,,,,263531,53076,,.0564,,,257,93805,12908,904,51168,,851.25,,2376,254,9628,,,,,,,
100075,01-JAN-21,31-DEC-21,As Submitted,ST. JOSEPHS HOSPITAL                    ,3001 W. MARTIN LUTHER KING JR. BLVD.    ,,TAMPA                                   ,FL                                      ,33607-4227                              ,HILLSBOROUGH                            ,,,,5820509,,,.2605,,,1382,504430,48862,46134,278733,,5727.11,,9411,1641,51341,8128,,,,,,
100087,01-OCT-20,30-SEP-21,As Submitted,SARASOTA MEMORIAL HOSPITAL              ,1700 S. TAMIAMI TRAIL                   ,,SARASOTA                                ,FL                                      ,34239-3509                              ,SARASOTA                                ,8846978,,,3996572,,,.0865,2650803,946911,713,265197,77287,11711,199066,60.59,5422.58,,16418,1521,39029,3606,808,,62,19,1243,1411
100088,01-OCT-20,30-SEP-21,As Submitted,BAPTIST MEDICAL CENTER                  ,800 PRUDENTIAL DRIVE                    ,,JACKSONVILLE                            ,FL                                      ,32207                                   ,DUVAL                                   ,2983157,,,3765573,,,.1208,784347,477497,882,321930,67870,9010,275644,54.94,6121,,11818,895,42129,5228,,,59,,2494,
100090,01-OCT-20,30-SEP-21,As Submitted,FLAGLER HOSPITAL                        ,STREET: 400 HEALTH PARK BLVD            ,,ST AUGUSTINE                            ,FL                                      ,32086                                   ,ST. JOHNS                               ,,,,542294,,,.0479,,,335,122275,21954,8919,67879,,1384.9,,4370,2342,13328,420,,,,,,
100092,01-JAN-21,31-DEC-21,As Submitted,ROCKLEDGE REGIONAL MEDICAL CENTER       ,110 LONGWOOD AVENUE                     ,,ROCKLEDGE                               ,FL                                      ,32955                                   ,BREVARD                                 ,,,,705770,,,.1221,,,274,100010,10304,1851,38876,,705.78,,2138,188,7453,1417,270,,29,,1207,
100093,01-OCT-20,30-SEP-21,As Submitted,BAPTIST HOSPITAL                        ,1000 WEST MORENO STREET                 ,,PENSACOLA                               ,FL                                      ,32501-2316                              ,ESCAMBIA                                ,,,,1456394,,,.1237,,,279,101835,20785,4333,79345,,2405.32,,4048,590,15256,2095,432,,181,,2319,
100109,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH SEBRING                    ,4200 SUN N LAKE BLVD                    ,,SEBRING                                 ,FL                                      ,33872-                                  ,HIGHLANDS                               ,395835,,,824438,,,.0947,,,204,74460,19903,3071,58893,3.66,1356.17,,3711,988,11167,,,,,,,
100117,01-OCT-20,30-SEP-21,As Submitted,BAPTIST MEDICAL CENTER-BEACHES          ,1350 THIRTEENTH AVENUE SOUTH            ,,JACKSONVILLE BEACH                      ,FL                                      ,32250                                   ,DUVAL                                   ,,,,,,,,,,135,49275,11879,648,35997,,691.11,,2431,117,7721,,,,,,,
100118,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH PALM COAST                 ,60 MEMORIAL MEDICAL PARKWAY             ,,PALM COAST                              ,FL                                      ,32614                                   ,FLAGLER                                 ,,,,,,,,,,99,36135,15832,915,44391,,838.11,,3111,125,8569,,,,,,,
100125,01-OCT-20,30-SEP-21,As Submitted,HOMESTEAD HOSPITAL                      ,975 BAPTIST WAY                         ,,HOMESTEAD                               ,FL                                      ,33033                                   ,MIAMI-DADE                              ,,,,707160,,,.3088,,,159,58035,4580,2889,34781,,1238.52,,1020,234,7225,1617,,,,1,,455
100126,01-OCT-20,30-SEP-21,As Submitted,PALMS OF PASADENA                       ,1501 PASADENA AVE S                     ,,ST PETERSBURG                           ,FL                                      ,33707                                   ,,,,,102822,,,.0297,,,167,60955,7685,909,21162,,338.45,,1570,71,4514,,,,,,,273
100127,01-JAN-21,31-DEC-21,As Submitted,MORTON PLANT HOSPITAL                   ,300 PINELLAS ST                         ,,CLEARWATER                              ,FL                                      ,33756-3804                              ,PINELLAS                                ,1477708,,,2221222,,,.1211,776244,374987,569,207685,33855,19198,126684,24.13,2689.95,,7102,809,25509,2053,,,,,,
100128,01-OCT-20,30-SEP-21,As Submitted,TAMPA GENERAL HOSPITAL                  ,1 TAMPA GENERAL CIRCLE                  ,,TAMPA                                   ,FL                                      ,33606-3508                              ,HILLSBOROUGH                            ,18956650,,,6750543,,,.2302,5951484,1456388,898,327770,63163,24384,300600,312.2,7108.28,,9629,5083,54097,10260,,,,,,702
100130,01-OCT-20,30-SEP-21,As Submitted,LAKESIDE MEDICAL CENTER                 ,39200 HOOKER HIGHWAY                    ,,BELLE GLADE                             ,FL                                      ,33430                                   ,PALM BEACH                              ,172927,,,47091,,,.12,180606,94819,54,19710,957,331,7374,16.49,280.29,,159,59,1172,235,,,,,,
100132,01-JAN-21,31-DEC-21,As Submitted,SOUTH FLORIDA BAPTIST HOSPITAL          ,301 N. ALEXANDER STREET                 ,,PLANT CITY                              ,FL                                      ,33564-                                  ,HILLSBOROUGH                            ,,,,512902,,,.2043,,,128,46720,5591,5381,29584,,668.02,,1135,299,6130,659,,,,,,
100134,01-OCT-20,30-SEP-21,As Submitted,ED FRASER MEMORIAL HOSPITAL             ,159 NORTH 3RD STREET                    ,,MACCLENNY                               ,FL                                      ,32063                                   ,BAKER                                   ,,,,,,,,,,21,7665,717,,1106,,155.53,,174,,329,15,,,,,,
100135,01-OCT-20,30-SEP-21,As Submitted,TALLAHASSEE MEMORIAL HOSPITAL           ,MAGNOLIA DRIVE & MICCOSUKEE ROAD        ,,TALLAHASSEE                             ,FL                                      ,32308-                                  ,LEON                                    ,5061520,,,1721885,,,.1215,1739398,884287,402,146730,25273,9349,129941,68.68,4157.31,,5340,1256,28057,3663,,,94,,1854,
100140,01-OCT-20,30-SEP-21,As Submitted,BAPTIST MEDICAL CTR-NASSAU              ,1250 SOUTH 18TH STREET                  ,,FERNANDINA BEACH                        ,FL                                      ,32034                                   ,NASSAU                                  ,,,,,,,,,,54,19710,5579,218,13666,,426.3,,1212,70,3334,,,,,,,
100142,01-OCT-20,30-SEP-21,As Submitted,JACKSON HOSPITAL  MARIANNA              ,4250 HOSPITAL DRIVE                     ,,MARIANNA                                ,FL                                      ,32466                                   ,JACKSON                                 ,,,,247040,,,.12,,,66,24090,5323,953,14789,,488.98,,897,116,2688,487,,,,,,
100150,01-OCT-20,30-SEP-21,As Submitted,LOWER KEYS MEDICAL CENTER               ,5900 COLLEGE ROAD                       ,,KEY WEST                                ,FL                                      ,33040                                   ,MONROE                                  ,,,,104305,,,.0612,,,99,36135,3598,519,10301,,333.4,,754,316,2545,,,,90,,753,
100151,01-JAN-21,31-DEC-21,As Submitted,MAYO CLINIC FLORIDA                     ,4500 SAN PABLO ROAD                     ,,JACKSONVILLE                            ,FL                                      ,32224                                   ,DUVAL                                   ,17844693,,,,,,,2925930,1333413,304,110960,40317,446,95495,163.52,1958.8,,7020,86,16113,205,,,,,,
100154,01-OCT-20,30-SEP-21,As Submitted,SOUTH MIAMI HOSPITAL                    ,6200 SW 73RD STREET                     ,,MIAMI                                   ,FL                                      ,33143                                   ,MIAMI-DADE                              ,,,,1444989,,,.2293,,,383,139795,12003,13257,81710,,2240.21,,2360,222,13470,2280,,,,,,
100156,01-NOV-20,31-OCT-21,As Submitted,LAKE CITY MEDICAL CENTER                ,340 NW COMMERCE DRIVE                   ,,LAKE CITY                               ,FL                                      ,32055-                                  ,COLUMBIA                                ,,,,475567,,,.081,,,91,33215,12625,816,32721,,433.1,,2656,159,7218,,,,,,,
100157,01-OCT-20,30-SEP-21,As Submitted,LAKELAND REGIONAL MED CTR               ,1324 LAKELAND HILLS BLVD                ,,LAKELAND                                ,FL                                      ,33805                                   ,POLK                                    ,,,,4190676,,,.1877,,,774,282510,48654,35347,213411,,4408,,9163,2610,41529,6481,60,,170,114,3513,788
100166,01-JAN-21,31-DEC-21,As Submitted,HCA FLORIDA SARASOTA DOCTORS HOSPITA    ,5731 BEE RIDGE RD                       ,,SARASOTA                                ,FL                                      ,34233-                                  ,SARASOTA                                ,,,,,,,,,,139,50735,13022,799,34125,,477.79,,3098,147,8235,629,2,,,,324,
100168,01-OCT-20,30-SEP-21,As Submitted,BOCA RATON REGIONAL HOSPITAL            ,800 MEADOWS ROAD                        ,,BOCA RATON                              ,FL                                      ,33486                                   ,PALM BEACH                              ,8757122,,,,,,,2151602,2859943,371,135415,38201,1584,82125,74.15,2257.69,,7514,69,19522,834,,,,,,
100173,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH TAMPA                      ,3100 E FLETCHER AVE                     ,,TAMPA                                   ,FL                                      ,33613-                                  ,HILLSBOROUGH                            ,,,,1472726,463799,,.1703,,,596,192700,24036,5713,123045,4.25,2707.03,,4049,672,22379,,,,,5,,653
100175,01-OCT-20,30-SEP-21,As Submitted,DESOTO MEMORIAL HOSPITAL                ,900 NORTH ROBERT ROAD                   ,,ARCADIA                                 ,FL                                      ,34266                                   ,DE SOTO                                 ,,,,19432,,,.0327,,,49,17885,1187,106,3889,,221.01,,279,20,906,79,,,,,,
100176,01-JAN-21,31-DEC-21,As Submitted,PALM BEACH GARDENS                      ,3360 BURNS ROAD                         ,,PALM BEACH GARDENS                      ,FL                                      ,33410                                   ,PALM BEACH                              ,,,,,,,,,,199,72635,18559,1398,50833,,629.9,,3344,147,9784,419,,,,,,
100177,01-OCT-20,30-SEP-21,As Submitted,CAPE CANAVERAL HOSPITAL INC             ,701 WEST COCOA BEACH CAUSEWAY           ,PO BOX 320069                           ,COCOA BEACH                             ,FL                                      ,32933                                   ,BREVARD                                 ,,,,249862,,,.058,,,150,54750,7928,1130,27976,,530.71,,1886,264,7311,1014,,,,,,
100179,01-JAN-21,31-DEC-21,As Submitted,MEMORIAL HOSPITAL OF JACKSONVILLE       ,3625 UNIVERSITY BLVD SOUTH              ,16325                                   ,JACKSONVILLE                            ,FL                                      ,32216-                                  ,DUVAL                                   ,95691,,,2044245,,,.1862,48062,12474,388,141620,21877,4447,98840,6.57,1251.6,,4028,655,18899,,,,19,,1836,
100181,01-JAN-21,31-DEC-21,As Submitted,LARKIN COMMUNITY HOSPITAL               ,7031 SW 62ND AVENUE                     ,,MIAMI                                   ,FL                                      ,33143                                   ,MIAMI-DADE                              ,6388922,,,849325,,,.43,8704542,2488146,118,43070,7092,2706,22754,246.51,597.87,,881,149,4565,1246,,,,,,
100183,01-JAN-21,31-JUL-21,As Submitted,CORAL GABLES HOSPITAL                   ,3100 DOUGLAS ROAD                       ,,CORAL GABLES                            ,FL                                      ,33134                                   ,MIAMI-DADE                              ,,,,486581,,,.338,,,245,51940,3540,658,14554,,441,,627,77,3310,251,,,,,,
100187,01-JAN-21,31-JUL-21,As Submitted,PALMETTO GENERAL HOSPITAL               ,2001 W. 68TH STREET                     ,,HIALEAH                                 ,FL                                      ,33016                                   ,MIAMI-DADE                              ,861952,,,1122237,,,.3754,1834867,329841,360,76320,5404,3117,46458,91.58,1101,,1092,330,10987,1892,,,,,,
100206,01-NOV-20,31-OCT-21,As Submitted,MEMORIAL HOSPITAL OF TAMPA              ,2901 SWANN AVENUE                       ,,TAMPA                                   ,FL                                      ,33609                                   ,HILLSBOURGH                             ,,,,663976,,,.2731,,,168,61320,5837,1829,23784,,486.93,,1119,196,5244,621,504,,,,2633,
100211,01-OCT-20,30-SEP-21,As Submitted,ADVENTHEALTH DADE CITY                  ,13100 FORT KING ROAD                    ,,DADE CITY                               ,FL                                      ,33525                                   ,PASCO                                   ,,,,235541,,,.1235,,,75,27375,3646,527,15061,,315.16,,847,90,3674,,,,,,,
100220,01-OCT-20,30-SEP-21,As Submitted,GULF COAST MEDICAL CENTER               ,13681 DOCTORS WAY                       ,,FORT MYERS                              ,FL                                      ,33912-                                  ,LEE                                     ,,,,858922,,,.0383,,,624,195883,48321,10000,135245,,2543,,8385,1667,23639,1058,,,,,,
100238,01-OCT-20,30-SEP-21,As Submitted,NORTHSIDE HOSPITAL                      ,6000 49TH STREET NORTH                  ,,ST PETERSBURG                           ,FL                                      ,33709                                   ,PINELLAS                                ,1697205,,,336966,,,.0538,1413343,315435,231,84319,11688,1700,46179,37.76,642.54,,2483,285,10480,822,,,,,,
100244,01-OCT-20,30-SEP-21,As Submitted,CAPE CORAL HOSPITAL                     ,636 DEL PRADO BLVD.                     ,,CAPE CORAL                              ,FL                                      ,33990-                                  ,LEE                                     ,,,,607208,,,.0539,,,291,106215,24633,6715,84930,,1602,,4922,1615,18583,1706,,,,,,
100246,01-OCT-20,30-SEP-21,As Submitted,LAWNWOOD REGIONAL MEDICAL CENTER        ,1700 SOUTH 23RD STREET                  ,188                                     ,FT. PIERCE                              ,FL                                      ,34950-                                  ,ST. LUCIE                               ,,,,2284000,,,.191,,,324,118260,21298,8542,97116,1.58,1237.12,,4464,1244,19108,3623,,,64,78,1118,1009
100249,01-OCT-20,30-SEP-21,As Submitted,SEVEN RIVERS REGIONAL MEDICAL CENTER    ,6201 N. SUNCOAST BLVD                   ,,CRYSTAL RIVER                           ,FL                                      ,34428                                   ,CITRUS                                  ,,,,170397,,,.0304,,,128,46720,11244,753,28958,,471.39,,2388,628,6499,,,,,,,
100253,01-OCT-20,30-SEP-21,As Submitted,JUPITER MEDICAL CENTER                  ,1210 SOUTH OLD DIXIE HIGHWAY            ,,JUPITER                                 ,FL                                      ,33458                                   ,,,,,,,,,,,242,88330,22263,1069,56044,,1354.45,,4838,103,12727,555,,,,,,
100258,01-JAN-21,31-DEC-21,As Submitted,DELRAY MEDICAL CENTER                   ,5352 LINTON BLVD.                       ,,DELRAY BEACH                            ,FL                                      ,33484                                   ,PALM BEACH                              ,2648049,,,,,,,1010326,207940,352,128488,36896,3364,90063,34.46,1132.14,,7592,280,19531,755,197,,45,4,1435,775
100260,01-OCT-20,30-SEP-21,As Submitted,ST. LUCIE MEDICAL CENTER                ,1800 S.E. TIFFANY AVE                   ,,PORT ST. LUCIE                          ,FL                                      ,34952-                                  ,ST. LUCIE                               ,3214593,,,388995,,,.0468,1920007,286738,207,75555,17233,1862,54479,31.37,770.13,,3711,313,12064,1894,,,,,,
100265,01-JAN-21,31-DEC-21,As Submitted,MEASE HOSPITAL COUNTRYSIDE              ,3231 NORTH MCMULLEN BOOTH RD            ,,SAFETY HARBOR                           ,FL                                      ,33761-2045                              ,PINELLAS                                ,,,,686385,,,.0647,,,318,116070,21981,8829,77289,,1539.35,,4889,281,16718,1457,,,,,,
100266,01-OCT-20,30-SEP-21,As Submitted,GULF BREEZE HOSPITAL                    ,1100 GULF BREEZE PARKWAY                ,,GULF BREEZE                             ,FL                                      ,32561                                   ,SANTA ROSA                              ,,,,,,,,,,65,23725,5165,319,13468,,460.59,,1259,53,3297,85,,,,,,
100268,01-JAN-21,31-DEC-21,As Submitted,WEST BOCA MEDICAL CENTER                ,21644 STATE ROAD 7                      ,,BOCA RATON                              ,FL                                      ,33428                                   ,PALM BEACH                              ,95333,,,417259,,,.1298,63770,20933,195,71175,6080,3579,38258,2.47,541.9,,1542,229,10113,1508,,,,,,
100275,01-JAN-21,31-DEC-21,As Submitted,WELLINGTON REGL MEDICAL CENTER          ,10101 FOREST HILL BOULEVARD             ,024627                                  ,WEST PALM BEACH                         ,FL                                      ,33414-                                  ,PALM BEACH                              ,1040346,,,964171,,,.161,713440,173633,235,84497,12342,8701,71833,18.64,1059.4,,2399,520,16060,,,,,,,
100284,01-JAN-21,31-DEC-21,As Submitted,WESTCHESTER GENERAL HOSPITAL            ,2500  SW 75 TH AVE                      ,,MIAMI                                   ,FL                                      ,33155                                   ,,830102,,,190870,,,.12,1287109,104050,98,35770,5438,245,13030,27.84,330.5,,871,43,1844,171,,,,,1167,
100286,01-OCT-20,30-SEP-21,As Submitted,PHYSICIANS REGIONAL MEDICAL CENTER      ,6101 PINE RIDGE ROAD                    ,,NAPLES                                  ,FL                                      ,34119                                   ,COLLIER                                 ,,,,,,,,,,209,76285,31168,,78024,,1236.54,,6123,775,15721,,,,,,,
100291,01-JAN-21,31-DEC-21,As Submitted,MELBOURNE REGIONAL MEDICAL CENTER       ,250 N WICKHAM ROAD                      ,,MELBOURNE                               ,FL                                      ,32935                                   ,BREVARD                                 ,,,,166440,,,.0543,,,96,35040,3942,1657,15717,,325.01,,1160,415,4288,194,,,,,,
100296,01-OCT-20,30-SEP-21,As Submitted,DOCTORS HOSPITAL                        ,5000 UNIVERSITY DRIVE                   ,,CORAL GABLES                            ,FL                                      ,33146                                   ,MIAMI-DADE                              ,44795,,,413162,,,.143,26624,12300,134,48910,6772,453,27557,1.76,908.04,,1239,46,5145,274,,,,,,
100299,01-JAN-21,31-DEC-21,As Submitted,LAKEWOOD RANCH MEDICAL CENTER           ,8330 LAKEWOOD RANCH BOULEVARD           ,,BRADENTON                               ,FL                                      ,34202                                   ,MANATEE                                 ,,,,,,,,,,120,43800,11345,1526,33044,,589.42,,2369,81,7608,,,,,,,
100302,01-JAN-21,30-SEP-21,Amended,ST. CLOUD REGIONAL MEDICAL CENTER       ,2906 17TH STREET                        ,,ST. CLOUD                               ,FL                                      ,34769                                   ,OSCEOLA                                 ,,,,79656,,,.0468,,,84,30660,4305,868,16843,,332.69,,820,110,8557,,,,,,,
100314,01-OCT-20,30-SEP-21,As Submitted,WEST KENDALL BAPTIST HOSPITAL           ,9555 S.W. 162 AVENUE                    ,,MIAMI                                   ,FL                                      ,33196                                   ,MIAMI-DADE                              ,560828,,,761014,,,.2891,447138,154868,133,48545,6038,2710,43613,11.92,1171.65,,1135,129,8346,1372,,,,,,
100315,01-OCT-20,30-SEP-21,As Submitted,VIERA HOSPITAL INC                      ,8745 WICKHAM ROAD                       ,,VIERA                                   ,FL                                      ,32940                                   ,BREVARD                                 ,,,,,,,,,,84,30660,7357,306,20395,,444.28,,1966,46,5297,80,,,,,,
100316,01-OCT-20,30-SEP-21,As Submitted,PALM BAY HOSPITAL                       ,1425 MALABAR ROAD NE                    ,,PALM BAY                                ,FL                                      ,32907                                   ,BREVARD                                 ,,,,161577,,,.0402,,,120,43800,8823,1239,30756,,537.14,,1974,211,7363,601,,,,,,
100329,01-JAN-21,31-DEC-21,As Submitted,OVIEDO MEDICAL CENTER                   ,8300 RED BUG LAKE RD                    ,,OVIEDO                                  ,FL                                      ,32765                                   ,ORANGE                                  ,,,,224946,,,.1124,,,64,23360,4193,390,18519,,293.39,,957,95,4752,1261,,,,,,
100330,01-OCT-20,30-SEP-21,As Submitted,MEDICAL CENTER OF DELTONA               ,3300 HALIFAX CROSSINGS BOULEVARD        ,,DELTONA                                 ,FL                                      ,32725-2911                              ,VOLUSIA                                 ,,,,63952,,,.12,,,43,15695,1244,63,6888,,189.52,,231,31,1402,128,,,,,,
101300,01-JAN-21,31-DEC-21,As Submitted,ADVENTHEALTH WAUCHULA                   ,735 S 5TH AVE                           ,,WAUCHULA                                ,FL                                      ,33873-                                  ,HARDEE                                  ,,,,,,,,,,25,9125,5480,7,8610,,118.73,,18,2,35,,,,,,,
