PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
070024,01-OCT-18,30-SEP-19,Settled,THE WILLIAM W. BACKUS HOSPITAL          ,326 WASHINGTON STREET                   ,,NORWICH                                 ,CT                                      ,06360                                   ,NEW LONDON                              ,,,,1011570,,,.1004,,,165,60225,17983,8613,44372,,1354.39,,3448,2262,10236,188,,,279,,613,
070025,01-OCT-18,30-SEP-19,As Submitted,HARTFORD HOSPITAL                       ,80 SEYMOUR STREET                       ,,HARTFORD                                ,CT                                      ,06102-                                  ,HARTFORD                                ,25204576,,,5077042,,,.1348,9046958,3182561,702,256230,61680,47992,217024,247.33,6061,,10992,9370,44019,,,,1050,90,2386,663
070027,01-JAN-19,31-DEC-19,Settled,MANCHESTER MEMORIAL HOSPITAL            ,71 HAYNES STREET                        ,,MANCHESTER                              ,CT                                      ,06040-                                  ,HARTFORD                                ,1830396,,,371247,,,.0916,1110399,573529,140,51100,7043,3929,27096,29.63,970,,1634,1575,6349,,,,578,,1369,
070028,01-OCT-18,30-SEP-19,As Submitted,ST. VINCENTS MEDICAL CENTER             ,2800 MAIN STREET                        ,,BRIDGEPORT                              ,CT                                      ,06606-4201                              ,FAIRFIELD                               ,5673952,,,1369677,,,.1318,1829471,803827,191,69715,17247,9457,49090,47.85,2084.5,,3395,1965,10371,,,,1199,22,2306,199
070029,01-OCT-18,30-SEP-19,Amended,BRISTOL HOSPITAL  INC                   ,BREWSTER ROAD                           ,977                                     ,BRISTOL                                 ,CT                                      ,06111-0977                              ,HARTFORD                                ,,,,698004,,,.1771,,,105,38325,7973,6628,23770,,795.57,8.56,1660,1592,6425,,,,,,300,
070031,01-OCT-18,30-SEP-19,Settled,THE GRIFFIN HOSPITAL                    ,130 DIVISION STREET                     ,,DERBY                                   ,CT                                      ,06418-                                  ,NEW HAVEN                               ,2644590,,,371982,,,.0839,1002788,600546,101,36865,8626,4249,25471,30.8,1046.22,,1770,1184,6296,,,,282,,585,
070033,01-OCT-18,30-SEP-19,Settled,DANBURY HOSPITAL                        ,24 HOSPITAL AVE                         ,,DANBURY                                 ,CT                                      ,06810-6099                              ,FAIRFIELD                               ,6072585,4317151,,603738,429212,,.0474,3523310,2023890,352,128480,35923,11357,83061,96.66,2537.26,17.44,7948,2967,19036,,,,243,21,661,271
070034,01-OCT-18,30-SEP-19,Settled,NORWALK HOSPITAL                        ,MAPLE ST                                ,,NORWALK                                 ,CT                                      ,06856-                                  ,FAIRFIELD                               ,2971981,1891090,,549756,349813,,.0806,2693865,1887857,235,85775,19586,7996,45492,60.88,1512.83,15.38,4373,2142,10693,208,2,,147,,447,
070035,01-OCT-18,30-SEP-19,Amended,THE HOSPITAL OF CENTRAL CONNECTICUT     ,100 GRAND STREET                        ,,NEW BRITAIN                             ,CT                                      ,06050-                                  ,HARTFORD                                ,2458864,859135,,1038099,275132,,.1582,1409451,886083,226,82384,15545,14774,57673,46.14,1634.4,,3282,,11910,,,,,,812,
070036,01-JUL-19,30-JUN-20,Amended,JOHN DEMPSEY HOSPITAL                   ,263 FARMINGTON AVENUE                   ,,FARMINGTON                              ,CT                                      ,06030                                   ,HARTFORD                                ,13664337,,,843489,,,.1442,5113996,4138923,138,50508,10054,7925,31358,223.95,1627.87,,2145,2779,8668,,,,209,,598,
070038,01-OCT-18,30-SEP-19,As Submitted,THE CONNECTICUT HOSPICE  INC.           ,100 DOUBLE BEACH ROAD                   ,,BRANFORD                                ,CT                                      ,06405                                   ,NEW HAVEN                               ,,,,1649,,,.1118,,,10,3650,59,120,1814,,71.69,,9,9,159,,,,,,,
070039,01-OCT-18,30-SEP-19,As Submitted,MASONICARE HEALTH CENTER                ,22 MASONIC AVENUE                       ,70                                      ,WALLINGFORD                             ,CT                                      ,06492                                   ,NEW HAVEN                               ,,,,,,,,,,30,10950,1114,1,2094,,21.07,,174,,443,,,,,,689,
070040,01-OCT-18,30-SEP-19,Settled,HEBREW HOME & HOSPITAL                  ,ONE ABRAHAMS BLVD                       ,,WEST HARTFORD                           ,CT                                      ,06117                                   ,HARTFORD                                ,,,,,,,,,,23,8395,37,,59,,.82,,8,,11,,,,20,,335,
072003,01-OCT-18,30-SEP-19,Settled,GAYLORD HOSPITAL  INC                   ,400 GAYLORD FARMS                       ,,WALLINGFORD                             ,CT                                      ,06492                                   ,NEW HAVEN                               ,,,,,,,,,,137,50005,12640,4569,39464,,627.92,,499,132,1405,,,,,,,
072004,01-APR-19,31-MAR-20,Settled,HOSPITAL FOR SPECIAL CARE               ,2150 CORBIN AVENUE                      ,,NEW BRITAIN                             ,CT                                      ,06053                                   ,,,,,,,,,,,228,83448,5114,63452,80172,,880.8,,197,338,841,,,,,,,
073025,01-OCT-18,30-SEP-19,Settled,MOUNT SINAI REHABILITATION HOSPTIAL     ,490 BLUE HILLS AVENUE                   ,,HARTFORD                                ,CT                                      ,06112                                   ,HARTFORD                                ,,,,,,,,,,60,21900,5203,2089,12105,,175.27,,383,168,921,,,,,,,
073300,01-OCT-18,30-SEP-19,Settled,CONNECTICUT CHILDRENS MEDICAL CENTER    ,282 WASHINGTON STREET                   ,,HARTFORD                                ,CT                                      ,06106                                   ,HARTFORD                                ,,,,,,,,,1928,187,68255,67,24491,44862,95.85,1751.18,,18,3232,5985,,,,,,,
074003,01-JUL-19,30-JUN-20,Settled,CONNECTICUT VALLEY HOSPITAL             ,EASTERN DRIVE                           ,351                                     ,MIDDLETOWN                              ,CT                                      ,06457                                   ,MIDDLESEX                               ,,,,,,,,,,386,141276,4921,6443,114913,,1346,,203,21,2379,,,,,,,
074008,01-OCT-18,30-SEP-19,Settled,NATCHAUG HOSPITAL                       ,189 STORRS ROAD                         ,,MANSFIELD CENTER                        ,CT                                      ,06250-                                  ,TOLLAND                                 ,,,,,,,,,,57,20805,2601,9965,20149,,418.72,,212,896,1967,,,,,,,
074011,01-JUL-19,30-JUN-20,Settled,CONNECTICUT MENTAL HEALTH CENTER        ,34 PARK STREET                          ,351                                     ,NEW HAVEN                               ,CT                                      ,06519                                   ,NEW HAVEN                               ,,,,,,,,,,32,11712,453,854,9606,20.09,230,,7,9,48,,,,,,,
074012,01-JUL-19,30-JUN-20,Settled,SOUTHWEST CT MENTAL HEALTH SYSTEM       ,1635 CENTRAL AVENUE                     ,,BRIDGEPORT                              ,CT                                      ,06610                                   ,FAIRFIELD                               ,,,,,,,,,,62,22692,147,1019,22212,,430,,3,17,50,,,,,,,
074014,01-MAR-19,29-FEB-20,Settled,SILVER HILL HOSPITAL                    ,208 VALLEY ROAD                         ,,NEW CANAAN                              ,CT                                      ,06840                                   ,FAIRFIELD                               ,,,,,,,,,,42,15155,1113,,10654,,282.6,,84,,1001,,,,,,,
074015,01-JUL-19,30-JUN-20,Settled,ALBERT J SOLNIT CHILDRENS CENTER -      ,915 RIVER RD                            ,,MIDDLETOWN                              ,CT                                      ,06457-3921                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080001,01-JUL-19,30-JUN-20,Amended,CHRISTIANA CARE HEALTH SYSTEM           ,501 W. 14TH STREET                      ,,WILMINGTON                              ,DE                                      ,19899                                   ,NEW CASTLE                              ,22291041,,,6994282,,,.1364,7583714,3806904,1124,395209,114042,72790,285781,237.74,10948.17,,18259,12409,48474,,,,182,2,787,584
080003,01-JUL-19,30-JUN-20,As Submitted,ST. FRANCIS HOSPITAL  WILMINGTON        ,7TH & CLAYTON STREETS                   ,,WILMINGTON                              ,DE                                      ,19805                                   ,,531812,,,950610,,,.266,518932,310153,146,53436,7043,1880,22366,16.43,706.23,,1829,464,6532,1994,,,,,,
080004,01-JUL-19,30-JUN-20,As Submitted,BAYHEALTH HOSPITAL  KENT CAMPUS         ,640 SOUTH STATE STREET                  ,,DOVER                                   ,DE                                      ,19901                                   ,KENT                                    ,,,,1990393,,,.1433,,,281,102846,29906,17626,70724,,2274.58,,5526,4115,14048,,,,,,,
080006,01-JUL-19,30-JUN-20,As Submitted,NANTICOKE MEMORIAL HOSPITAL             ,801 MIDDLEFORD ROAD                     ,,SEAFORD                                 ,DE                                      ,19973                                   ,SUSSEX                                  ,,,,658441,,,.1706,,,94,34404,10330,6170,19165,,756.09,,2302,1346,5703,,,,,,,
080007,01-JUL-19,30-JUN-20,As Submitted,BEEBE MEDICAL CENTER                    ,424 SAVANAH ROAD                        ,226                                     ,LEWES                                   ,DE                                      ,19958-                                  ,SUSSEX                                  ,,,,,,,,,,194,71004,26978,5217,45232,,1800.86,,5448,1098,9548,136,,,,,,
080009,01-JUL-19,30-JUN-20,Amended,BAYHEALTH HOSPITAL  SUSSEX CAMPUS       ,100 WELLNESS WAY                        ,,MILFORD                                 ,DE                                      ,19963                                   ,SUSSEX                                  ,,,,455299,,,.1042,,,88,32208,10408,4329,21526,,893.81,,2097,1323,4854,,,,,107,,1022
082000,01-AUG-19,31-JUL-20,Settled,SSH - WILMINGTON  INC                   ,7TH AND CLAYTON STREETS 5TH FLOOR       ,,WILMINGTON                              ,DE                                      ,19805                                   ,NEWCASTLE                               ,,,,,,,,,,35,11712,6271,,10614,,102.99,,179,,285,36,,,,,,
083026,01-OCT-18,30-SEP-19,As Submitted,ENCOMPASS HEALTH REHABILITATION HOSP    ,250 EAST HAMPDEN RD                     ,,MIDDLETOWN                              ,DE                                      ,19709                                   ,NEW CASTLE                              ,,,,,,,,,,37,13505,9295,59,13002,,117.44,,793,4,1105,77,,,,,,
083027,21-MAR-19,30-APR-19,Settled,PAM REHAB HOSPITAL OF DOVER             ,1240 MCKEE ROAD                         ,,DOVER                                   ,DE                                      ,19904                                   ,KENT                                    ,,,,,,,,,,34,1394,710,,981,,84.44,,73,,80,,,,,,,
083027,01-MAY-19,30-APR-20,As Submitted,PAM REHAB HOSPITAL OF DOVER             ,1240 MCKEE ROAD                         ,,DOVER                                   ,DE                                      ,19904                                   ,KENT                                    ,,,,,,,,,,34,12444,10907,,11895,,110.35,,973,,1054,7,,,,,,
083300,01-JAN-19,31-DEC-19,Settled,ALFRED I DUPONT HOSP FOR CHILDREN       ,1600 ROCKLAND ROAD                      ,,WILMINGTON                              ,DE                                      ,19899                                   ,NEW CASTLE                              ,,,,,,,,,1796,208,75920,155,16562,53115,143.01,3372.28,,26,2776,8281,1503,,,,,,
084001,01-JUL-19,30-JUN-20,Settled,DELAWARE PSYCHIATRIC CENTER             ,1901 N. DUPONT HIGHWAY                  ,,NEW CASTLE                              ,DE                                      ,19720                                   ,,,,,,,,,,,108,39863,,,21880,,415,,7,,107,,,,,,,
084002,01-JAN-19,31-DEC-19,Settled,ROCKFORD                                ,100 ROCKFORD DRIVE                      ,,NEWARK                                  ,DE                                      ,19713                                   ,NEW CASTLE                              ,,,,,,,,,,137,50005,6076,,48845,,272.5,,454,,4601,,,,,,,
084003,01-JAN-19,31-DEC-19,Settled,MEADOW WOOD HOSPITAL                    ,575 SOUTH DUPONT HWY                    ,,NEW CASTLE                              ,DE                                      ,19720-4606                              ,NEW CASTLE                              ,,,,,,,,,,100,36500,6795,,37673,,203.39,,492,,4626,,,,,,,
084004,01-JAN-19,31-DEC-19,Settled,DOVER BEHAVIORAL HEALTH SYSTEM          ,725 HORSEPOND ROAD                      ,,DOVER                                   ,DE                                      ,19901                                   ,KENT                                    ,,,,,,,,,,99,36135,4295,,34923,,200.8,,328,,3275,,,,,,,
084005,01-NOV-18,31-DEC-18,Settled,SUN BEHAVIORAL DELAWARE  LLC            ,21655 BIDEN AVENUE                      ,,GEORGETOWN                              ,DE                                      ,19947                                   ,,,,,,,,,,,90,5490,183,70,1012,,145.59,,24,5,117,51,,,,,,
084005,01-JAN-19,31-DEC-19,Settled,SUN BEHAVIORAL DELAWARE  LLC            ,21655 BIDEN AVENUE                      ,,GEORGETOWN                              ,DE                                      ,19947                                   ,,,,,,,,,,,90,32850,2305,2682,14020,,134.98,,281,333,2114,882,,,,,,
090001,01-JAN-19,31-DEC-19,As Submitted,GEORGE WASHINGTON UNIV HOSPITAL         ,900 23RD STREET                         ,,WASHINGTON                              ,DC                                      ,20037-2377                              ,DC                                      ,20504564,,,3794918,,,.2528,7895060,1755399,333,116355,34806,18332,116605,351.26,2445.4,,5148,2572,23319,,,,,,734,389
090003,01-JUL-19,30-JUN-20,Amended,HOWARD UNIVERSITY HOSPITAL              ,2041 GEORGIA AVENUE NW                  ,,WASHINGTON                              ,DC                                      ,20060                                   ,DC                                      ,6766723,,,2225120,,,.5245,7929489,2482650,221,80886,12009,17239,52514,184.05,1549.92,,1716,2144,7552,1743,,,,,,
090004,01-JUL-19,30-JUN-20,As Submitted,GEORGETOWN UNIVERSITY HOSPITAL          ,3800 RESERVOIR ROAD  NW                 ,,WASHINGTON                              ,DC                                      ,20007                                   ,DC                                      ,21206217,,,2016237,,,.1192,7052972,3200319,394,144204,41645,11021,115426,323.95,2814.8,,4916,927,14573,1233,,,,,,
090005,01-JUL-19,30-JUN-20,Settled,SIBLEY MEMORIAL HOSPITAL                ,5255 LOUGHBORO ROAD NW                  ,,WASHINGTON                              ,DC                                      ,20016-2695                              ,DC                                      ,377278,,,,,,,124388,110931,198,72439,16777,1132,52469,6,1748.05,,3191,191,10586,332,60,,59,,555,
090008,01-OCT-18,30-SEP-19,Amended,NOT-FOR-PROFIT HOSPITAL CORPORATION     ,1310 SOUTHERN AVE  SE                   ,,WASHINGTON                              ,DC                                      ,20032-4623                              ,DC                                      ,,,,1456991,,,.4218,,,157,57305,10673,8035,29356,,866.97,,1595,1382,4981,860,,,,,,
090011,01-JUL-19,30-JUN-20,Amended,WASHINGTON HOSPITAL CENTER              ,110 IRVING STREET  NW                   ,,WASHINGTON                              ,DC                                      ,20010-                                  ,DC                                      ,34003427,,,7698339,,,.2028,13113500,5395766,723,264618,81838,32589,216930,361.5,6089.9,,10195,2942,28725,3020,319,,534,,1700,
092002,01-JAN-19,31-DEC-19,Settled,SPECIALTY HOSPITAL OF WASHINGTON        ,700 CONSTITUTION AVENUE NE              ,,WASHINGTON DC                           ,DC                                      ,20002                                   ,DC                                      ,,,,,,,,,,60,21900,7437,4129,15433,,520,,297,188,620,,,,,,,
092003,01-JAN-19,31-DEC-19,Settled,SPEC HOSPITAL WASHINGTON HADLEY         ,4601 MARTIN LUTHER KING JR AVE          ,,WASHINGTON DC                           ,DC                                      ,20032                                   ,DC                                      ,,,,,,,,,,82,29930,9830,1343,15205,,484,,390,42,573,,,,,,,
093025,01-JUL-19,30-JUN-20,As Submitted,NATIONAL REHABILITATION HOSPITAL        ,102 IRVING STREET NW                    ,,WASHINGTON                              ,DC                                      ,20010                                   ,DC                                      ,,,,,,,,,15654,137,50142,10529,3266,33392,19.02,1494.52,,732,150,1886,195,,,,,,
093300,01-JUL-19,30-JUN-20,Settled,CHILDRENS HOSPITAL                      ,111 MICHIGAN AVE  NW                    ,,WASHINGTON                              ,DC                                      ,20010                                   ,DC                                      ,,,,,,,,,8833,323,118218,274,15037,94220,325.57,3310.04,,36,1544,14421,6010,,,,,,
094001,01-OCT-18,30-SEP-19,As Submitted,ST. ELIZABETHS HOSPITAL                 ,1100 ALABAMA AVE. SOUTHEAST             ,DS                                      ,WASHINGTON                              ,DC                                      ,20032                                   ,DC                                      ,,,,,,,,,4328,292,106580,271,2074,97163,14.63,859,,14,2074,2088,,,,,,,
094004,01-JAN-19,31-DEC-19,Settled,PSYCH INSTITUE OF WASHINGTON            ,4228 WISCONSIN AVENUE  NW               ,,WASHINGTON                              ,DC                                      ,20016                                   ,DC                                      ,,,,,,,,,,130,47450,4678,1201,41761,,215.02,,523,76,5042,,,,,,,
100001,01-JUL-19,30-JUN-20,As Submitted,SHANDS JACKSONVILLE MEDICAL CENTER      ,655 WEST 8TH STREET                     ,,JACKSONVILLE                            ,FL                                      ,32209-                                  ,DUVAL                                   ,2924765,8774294,,942242,2826725,,.322,4580114,3613234,534,195269,27477,13155,151515,312.01,4153.47,20.02,4555,2332,28003,,,,,,,
100002,01-OCT-18,30-SEP-19,Amended,BETHESDA HOSPITAL                       ,2815 S. SEACREST BLVD                   ,,BOYNTON BEACH                           ,FL                                      ,33435                                   ,PALM BEACH                              ,3399257,,,2082036,,,.1455,1513257,527989,431,147638,29514,14309,93119,43.24,2108.08,,6218,1378,19077,3001,,,,1,,865
100006,01-OCT-18,30-SEP-19,Amended,ORLANDO HEALTH                          ,52 W. UNDERWOOD ST                      ,,ORLANDO                                 ,FL                                      ,32806                                   ,ORANGE                                  ,6244367,64726,,7387175,76572,,.2212,2822408,1240944,1497,546405,68351,28322,435287,254.37,11745,,13856,5101,98707,18215,1008,,166,68,4801,1099
100007,01-JAN-19,31-DEC-19,Amended,ADVENTHEALTH ORLANDO                    ,601 EAST ROLLINS ST.                    ,,ORLANDO                                 ,FL                                      ,32803                                   ,,4986310,1723619,,7703209,2662769,,.132,4993173,2046832,2735,998275,171885,43451,676760,165.96,18864.83,,31284,6198,130838,14700,,,84,27,1360,835
100008,01-OCT-18,30-SEP-19,Amended,BAPTIST HOSPITAL                        ,8900 NORTH KENDALL DRIVE                ,,MIAMI                                   ,FL                                      ,33176                                   ,MIAMI-DADE                              ,,,,2835031,,,.1954,,,705,257325,38054,11929,195651,,5132.48,,5811,688,30607,3688,,,,1,,410
100012,01-OCT-18,30-SEP-19,As Submitted,LEE MEMORIAL HOSPITAL                   ,2776 CLEVELAND AVENUE                   ,,FORT MYERS                              ,FL                                      ,33901-                                  ,LEE                                     ,1805784,,,4839996,,,.1686,658940,324254,754,275210,57293,19939,203654,18,5283,,11567,2181,42141,6818,,,,,,1155
100014,01-JAN-19,31-DEC-19,Settled,ADVENTHEALTH NEW SMYRNA BEACH           ,401 PALMETTO STREET                     ,,NEW SMYRNA BEACH                        ,FL                                      ,32168-                                  ,VOLUSIA                                 ,,,,,,,,,,109,39785,7858,419,23145,,567.39,,1789,72,5468,,,,,,,
100017,01-OCT-18,30-SEP-19,As Submitted,HALIFAX MEDICAL CENTER                  ,HALIFAX MEDICAL CENTER                  ,,303 N CLYDE MORRIS BLVD                 ,FL                                      ,32114                                   ,VOLUSIA                                 ,1198898,,,4336545,,,.4061,1047092,490125,436,159140,22327,23451,113192,24,3141.12,,4408,2025,20901,4631,,,,,2447,895
100018,01-OCT-18,30-SEP-19,As Submitted,NAPLES COMMUNITY HOSPITAL               ,350 7TH STREET NORTH                    ,,NAPLES                                  ,FL                                      ,34102                                   ,COLLIER                                 ,3101090,,,2631940,,,.0973,955541,351464,512,186880,55702,8636,129352,26.43,2846.64,,12576,1356,24706,5491,,,25,11,1053,1099
100019,01-OCT-18,30-SEP-19,As Submitted,HOLMES REGL MEDICAL CENTER              ,1350 SOUTH HICKORY STREET               ,,MELBOURNE                               ,FL                                      ,32901                                   ,BREVARD                                 ,,,,1177144,,,.0496,,,514,187610,48745,5821,144764,,2241.52,,9548,1678,33333,3430,,,,,,
100022,01-OCT-18,30-SEP-19,Amended,JACKSON MEMORIAL                        ,1611 NW 12TH AVENUE                     ,,MIAMI                                   ,FL                                      ,33136                                   ,,19349610,,,8847270,,,.4712,15157640,2119962,1429,521585,49801,55649,365811,723.69,10951.87,,6370,8993,57870,,,,1036,320,8390,1211
100023,01-NOV-18,31-OCT-19,Amended,CITRUS MEMORIAL HOSPITAL                ,502 HIGHLAND BLVD                       ,,INVERNESS                               ,FL                                      ,32652                                   ,CITRUS                                  ,2447267,,,349260,,,.0342,1158757,318227,204,74460,20995,2545,48503,21.54,755.66,,4888,391,11236,792,,,,,,
100025,01-JUL-19,30-JUN-20,As Submitted,SACRED HEART HOSPITAL                   ,5151 NORTH 9TH AVENUE                   ,,PENSACOLA                               ,FL                                      ,32504-                                  ,ESCAMBIA                                ,1957413,,,3339427,,,.2152,441332,536990,533,195072,26663,13664,123082,54.68,2814.45,,5894,1081,23777,3919,,,,,,
100026,01-JAN-19,31-DEC-19,As Submitted,BAY MEDICAL CENTER SACRED HEALTH SYS    ,615 NORTH BONITA AVENUE                 ,,PANAMA CITY                             ,FL                                      ,32401                                   ,,,,,222462,88031,,.0629,,,78,28305,9823,1304,26263,,645.17,,1999,181,5191,268,,,,,,
100028,01-OCT-18,30-SEP-19,Amended,PARRISH MEDICAL CENTER                  ,951 N. WASHINGTON AVE                   ,,TITUSVILLE                              ,FL                                      ,32799                                   ,BREVARD                                 ,,,,307213,,,.0688,,,210,76650,10400,1109,27089,,824.77,,2163,230,6279,979,,,,,,
100029,01-JUN-19,31-MAY-20,As Submitted,NORTH SHORE MEDICAL CENTER AND FMC C    ,1100 N.W. 95 ST                         ,,MIAMI                                   ,FL                                      ,33150-2098                              ,MIAMI-DADE                              ,,,,3266452,,,.3273,,,718,262415,25673,15046,121029,3.9,1462.8,,4288,1652,23790,4469,,,,,,
100030,01-OCT-18,30-SEP-19,Amended,ORLANDO HEALTH-HEALTH CENTRAL HOSPIT    ,10000 W. COLONIAL DRIVE                 ,,OCOEE                                   ,FL                                      ,34761                                   ,ORANGE                                  ,,,,655368,,,.1085,,,211,77015,14023,1745,56061,,1319.2,,3175,313,13520,1323,,,,,,
100032,01-OCT-18,30-SEP-19,Amended,BAYFRONT HEALTH ST. PETERSBURG          ,701 SIXTH STREET SOUTH                  ,,ST PETERSBURG                           ,FL                                      ,33701                                   ,PINELLAS                                ,1527147,,,1300009,,,.2008,1230384,227025,343,125195,14467,6710,73685,42.84,1252.65,,2892,3761,15392,,,,,30,,618
100034,01-JAN-19,31-DEC-19,As Submitted,MOUNT SINAI MEDICAL CENTER OF FLORI     ,4300 ALTON ROAD                         ,,MIAMI BEACH                             ,FL                                      ,33140                                   ,MIAMI                                   ,8046978,,,1975762,,,.1493,5143431,2418159,481,175565,26906,5309,111427,162.53,4205.93,,5078,945,24119,,,,14,7,1700,887
100035,01-JAN-19,31-DEC-19,Amended,MANATEE MEMORIAL HOSPITAL               ,206 SECOND STREET EAST                  ,,BRADENTON                               ,FL                                      ,34208-                                  ,MANATEE                                 ,3858411,,,2242746,,,.1818,1752889,598477,295,107675,24928,14814,84149,44.08,1535.38,,4999,1234,19344,,,,,,,
100038,01-MAY-19,30-APR-20,Amended,MEMORIAL REGIONAL HOSPITAL              ,3501 JOHNSON STREET                     ,,HOLLYWOOD                               ,FL                                      ,33021                                   ,BROWARD                                 ,978535,,,4800751,,,.4063,280652,117761,772,281079,28763,18951,196252,30.03,7785.1,,4299,2135,27117,,,,,,2218,2031
100039,01-JUL-19,30-JUN-20,As Submitted,BROWARD HEALTH MEDICAL CENTER           ,1600 SOUTH ANDREWS AVENUE               ,,FT. LAUDERDALE                          ,FL                                      ,33316-                                  ,BROWARD                                 ,2157524,,,2463085,,,.3146,1947890,521185,572,209352,17070,21235,124869,103.8,2662.87,,2753,3249,22168,5003,556,,99,,2352,
100040,01-JUL-19,30-JUN-20,Amended,ST. VINCENTS MEDICAL CENTER-RIVERSI     ,1 SHIRCLIFF WAY                         ,,JACKSONVILLE                            ,FL                                      ,32204                                   ,DUVAL                                   ,2109603,,,1684559,,,.0958,1752549,836720,479,175314,27093,5005,94507,28.33,1911.39,,5911,417,19519,1838,,,,,,
100043,01-JAN-19,31-DEC-19,Settled,MEASE HOSPITAL AND CLINIC               ,601 MAIN ST                             ,,DUNEDIN                                 ,FL                                      ,34698-5848                              ,PINELLAS                                ,,,,392391,,,.1106,,,112,40880,8849,3769,29055,,591.14,,1837,204,6611,807,,,,,,
100044,01-OCT-18,31-DEC-18,As Submitted,MARTIN MEDICAL CENTER                   ,200 HOSPITAL AVENUE                     ,9010                                    ,STUART                                  ,FL                                      ,34995                                   ,MARTIN                                  ,,,,256153,,,.0451,,,521,47932,12524,1056,31535,,3191.75,,2741,266,26952,,,,,,,
100044,01-JAN-19,31-DEC-19,Amended,MARTIN MEDICAL CENTER                   ,200 HOSPITAL AVENUE                     ,9010                                    ,STUART                                  ,FL                                      ,34995                                   ,MARTIN                                  ,,,,895546,297687,,.0518,,,521,190165,49696,3568,121508,,3198.19,,11254,931,27465,,,,,,,
100045,01-JAN-19,31-DEC-19,As Submitted,ADVENTHEALTH DELAND                     ,701 WEST PLYMOUTH AVENUE                ,,DELAND                                  ,FL                                      ,32720-0509                              ,,,,,389340,,,.0758,,,154,56210,11312,1357,33861,,765.2,,2664,307,8645,,,,,,583,
100046,01-JAN-19,31-DEC-19,Settled,ADVENTHEALTH ZEPHYRHILLS                ,7050 GALL BOULEVARD                     ,,ZEPHYRHILLS                             ,FL                                      ,33541                                   ,PASCO                                   ,,,,257164,90222,,.058,,,149,54385,11087,1075,36088,,898,,2775,224,9398,918,,,,,,
100047,01-OCT-18,30-SEP-19,Amended,BAYFRONT HEALTH PUNTA GORDA             ,809 EAST MARION AVENUE                  ,,PUNTA GORDA                             ,FL                                      ,33950                                   ,CHARLOTTE                               ,,,,,,,,,,81,29565,8274,376,17243,,347.76,,1767,245,3990,,,,218,,1665,
100048,01-OCT-18,30-SEP-19,Settled,JAY HOSPITAL                            ,14114 ALABAMA ST                        ,,JAY                                     ,FL                                      ,32565                                   ,SANTA ROSA                              ,,,,,,,,,,21,7665,2014,82,3163,,97.02,,251,12,456,30,,,,,,
100049,01-NOV-18,31-OCT-19,As Submitted,HIGHLANDS REGIONAL MEDICAL CENTER       ,3600 S. HIGHLANDS AVENUE                ,2066                                    ,SEBRING                                 ,FL                                      ,33870                                   ,,,,,101050,,,.0343,,,110,40150,6160,509,12501,,255.54,,1566,112,3361,,,,,,,
100050,01-JAN-19,31-DEC-19,As Submitted,LARKIN HOSP PALM SPRINGS CAMPUS  LLC    ,1475 W 75TH STREET                      ,,HIALEAH                                 ,FL                                      ,33012                                   ,MIAMI-DADE                              ,3161613,,,969624,,,.3171,3889784,773186,119,50370,9577,58,20498,68.34,537.29,,1574,8,3400,213,,,,,,
100051,01-OCT-18,30-SEP-19,Amended,ORLANDO HEALTH SOUTH LAKE HOSPITAL      ,1900 DON WICKHAM DRIVE                  ,,CLERMONT                                ,FL                                      ,34711                                   ,LAKE                                    ,,,,351967,,,.0474,,,140,51100,14668,1382,45977,,1347.58,,4059,1,14409,,,,,,,
100052,01-JAN-19,31-DEC-19,Amended,WINTER HAVEN HOSPITAL                   ,200 AVE F  NE                           ,,WINTER HAVEN                            ,FL                                      ,33881-                                  ,POLK                                    ,,,,1945269,,,.1766,,,505,184471,25938,13493,96580,,2126.66,,5155,357,20005,3594,,,,,,
100053,01-JUN-19,31-MAY-20,As Submitted,HIALEAH HOSPITAL                        ,651 EAST 25TH STREET                    ,,HIALEAH                                 ,FL                                      ,33013                                   ,MIAMI-DADE                              ,,,,1695572,,,.5223,,,350,128100,8291,7560,48560,,528.6,,1592,513,11014,2053,,,,,,
